SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,KEYWORD_POSITIVE,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
G,P02,S10,133443,1,N,내츄럴한 메이크업 원한다면 여자 남자 가리지 않을 제품이에요,,,,,,,,,
G,P02,S10,19675,0,P,립밤,바르기,좋아,보습력,번들거리,2.66,2.64,1.24,1.13,1.12
G,P02,S10,19675,1,P,거 해서 구매했는ㄷ차라리 무향이였다면 훨씬 좋았을것 같아요,집에서 니베아립밤 찾고 있던 중 니베아립밤이 남자꺼밖에 없었는데 뭐가 다르겠어 하고 걍 씀,그래서 나는 원래 모이스춰라이징 립밤을 주로 썼는데 그거 버리고 이거 삼 근데 향이 은은하게 나는 걸 좋아하는 나는 립밤을 향만 보고 사는 사람들에게는 추천하지 않음,보습력은 무난합니다,보습효과도 나쁘지 않고 크게 번들거리지 않아요,,,,,
G,P02,S10,19675,0,N,립밤,입술,,,,1.62,1.12,,,
G,P02,S10,19675,1,N,향이 거의 없고 부담없이 사용할 수 있는 제품이고 가볍게 발려서 거부감이 들지않는 게 장점이에요,사실 이 제품은 인위적인 향 첨가가 없어서 남녀노소 다 사용하실 수 있는 제품입니다,원래 바세린처럼 좀 찐득거리더라도 각질제거 잘 되는 립밤 선호함 근데 이건 찐득거리지는 않았지만 각질제거도 잘 안되서 별로 ㅠㅠㅜ 입술이 살짝 갈라졌을때나 건조할때 발라주는 용도로 쓰면 좋을 듯 많이 써도 잘 안 닳음,립밤기피자였는데 이걸 만나고 입술사막에서 벗어났음,입술이 자주 트시는 아빠에게 선물해드렸었는데니베아립밤 일반 하늘색립밤의 하얀색과는 달리 정말 리얼 하얀색인데 바르면 입술도 좀 하얘진다,,,,,
G,P02,S10,12194,1,P,보습은 잘되고 엄청 쫀쫀하지는 않아요,디자인도 괜찮고 번들거리지 않는 촉촉함이라 좋아요,리뷰가없네요내가직접쓰지는않는데내사랑둥이한태사줬는데잘바르고다녀서뿌듯해요아리따움에서샀는데무색무향이네요아그리고케이스너무이뿌다_,보습막오래가고 각질뿔지않고 요플레현상없이 깔끔하게 발려요,보습력도 좋고 가격대비 너무 좋았어요여자들도 데일리로 수시로 바르기좋음,,,,,
G,P02,S10,12194,1,N,촉촉하고 확실히 남자용이라 그런지 수준이 가득합니다,그게 신기입술이 매끈해지기보단 보들해진다,무향이구 요즘 날씨에 팍팍 쓸 수 있는 제품이에요,,,,,,,
G,P02,S10,123734,0,P,입술,혈색,,,,1.14,0.99,,,
G,P02,S10,123734,1,P,자연스럽고 번들거림,,,,,,,,,
G,P02,S10,123734,1,N,동생한테 선물로 줬는데 워낙 입술에 생기가 없어서 그런지 바르니까 비로소 사람같아보이네요,너무 뻑뻑해서 바를때도 힘들고 별로 안촉촉해용 ㅜ후기보고 구매했는데 넘 별루발색도 보습도 다 별로였어요,남친 한테 사줬는데 너무 유분기 심하지 않아서 남자들도 바르기 간편하고 색이 우선 너무 과하지 않아서 자주 바르더라고용,남자친구한테 선물해줬는데 워낙 입술이 건조한 것도 있지만 보습력은 좋지않아요,,,,,,
G,P02,S10,21174,1,P,발랐을 때 무겁지 않고 가볍게 마무리 되어서 좋습니다,챕스틱이 림밤으로 유명한데 이 제품은 자외선 차단도 된다고 하니까 더 좋은 것 같습니다,다른회사제품과는 다르게 잘 무르지 않아서 좋고 자외선 차단도 되어서 좋음,색도 없고 발림성도 매우 좋은제품,,,,,,
G,P02,S10,21174,1,N,작아서 주머니 속에 넣고다니기도 편하고 제형이 너무 무겁지 않아 입술 위에 겉도는 느낌도 없어요,여잔데 이거씀 바른후에 진짜로 하나도 안끈적이고 좋음,,,,,,,,
G,P02,S10,15805,1,P,게다가 끈적임도 덜하고무엇보다도 선크림에 매우 자연스러운 톤 보정과 커버력 있어서 이거 사주길 정말 잘 한 거 같아요,여름에는 땀이 많이 나서 지속력은 좀 그래도 티 안나는게 참 좋은것 같더라구요,자연스러운 피부표현이 이 제품의 가장 큰 장점인거 같습니다다른 제품들에 비해 안바른듯 피부톤 표현이 가능해서 부담없이 잘 사용중이에요,,,,,,,
G,P02,S10,15805,1,N,맘에들면 추천좀 구라아니고 선크림 비비 얼굴색도 많이변해서 창피함 선크림은 기름진거 도저히못씀 답답해주금 산뜻한거는 몰라도 근데 이거는 피부톤 자연스럽게 보정해주는데 ㄹㅇ magic 얼굴이랑 목이랑 차이도 많이 안남 이제 이거 안바르면 창피함 그리고 가격 비싼듯해도 조금씩쓰는거라서 오래씀맨아래참고 저는 선크림을 이거 엄지새끼 두개빼고 나머지 검지 중지 약지에 줄세개 짜서 총9마디 양쪽 세손가락으로 비벼서 얼굴에 바르는데 처음에 선크림바르듯이 발랐다가 그냥 휴지나 옷 닿으면 그대로 묻음 심지어 한번은 하얀마스크썼다가 안에 황색마스크되는정도 지금은 두마디길이만큼만 짜서 쓰는중 참고하세요,얼마전에 올리브영갔다가 차앤박민감성전용폼클 작은거랑 묶어서파는데 24000원에 팔길래 개이득함 저 하나로 9개월넘게씀 아침에만 바르는데 처음샀을깨 떡칠한거랑 친구들빌려준거 빼면 한통으로 1년쓸수있을듯 안비싸죠 남자분들 일단 써보세요,,,,,,,,
G,P02,S25,76406,0,P,올인원,향도,촉촉,피부가,하나만,2.58,2.13,1.53,1.35,1.34
G,P02,S25,76406,1,P,역시 글픽 상위권다워요아빠 선물로 드렸는데 기존에 사용하던 타브랜드 올인원 제품들보다 촉촉해서 좋으시대요근데 산뜻해서 부담없이 쓰기 좋다고 하시더라구요,또 사용법도 간단하고 한가지 제품으로스킨로션에센스의 기능을 해주어보습은 물론 주름개선 미백 피부진정까지동시에 해결해주는 제품이라 너무 편리하고이것저것 바르기 번거로워하시는 분들에게 딱인올인원 피부케어 제품입니다,하나만 발라도되고 편리하고 향도 좋다고 좋아해요,스킨로션 두개 챙겨바르기도 귀찮아하는 남친 선물로 주고 세수하고 이거 하나만 잘 바르라고 했는데아재냄새 안나고 끈적이거나 번들거리는것도 없고 괜찮다고 하네요,이제품 정말쓰기편하규 간단하고 좋다순하고 향도 좋다,,,,,
G,P02,S25,76406,0,N,좋아,남자,촉촉,간편,유분,1.08,0.92,0.86,0.82,0.72
G,P02,S25,76406,1,N,그만큼 간편하고 무겁지않게 촉촉하고 무난무난 좋으셨던것 같아요,이것저것 바르기 싫어하는 신랑에게 사줬더니 좋아해요향이 너무 강하지 않아서 좋은것 같아요,스킨로션도 귀찮아하는 사람이었는데피부가 좋아지니까 이제 자발적으로 챙겨발라요ㅋㅋㅋ촉촉하고 산뜻하게 마무리돼요성분이 막 좋진 않고 향이 좀 강한게 아쉬워요,동생이 너무 화장품을 안발라서 이거라도 바르라고 사줬는데 좋아하더라구여,저도 테스트삼아 발라봤는데 남자들이 왜 좋아하는지 알겠어요,,,,,
G,P02,S25,4108,0,P,토너만,그중에서도,비오템,발라도,유분이,3.72,2.41,2.4,2.0,1.96
G,P02,S25,4108,1,P,지성 피부에 토너만 발라도 유분이 올라오지도 않고 워낙 지성피부다 보니 로션보다 토너만 사용하더라구여,시원하고 향이좋아서남편이 애용하는 제품토너는 제가 향이좋아서 요걸 고집하는것도있긴해요ㅎ,건조한 피부에도 좋고 민감한 피부에도 괜찮다네요,특히 향이 제가 느끼기네는 강하지 않아서 더 좋았어요,그리고 건성들이 쓰기 좋게 촉촉함과 보습도 같이 있는 제품이라서 촉촉하고 마무리감이 산뜻한 제품을 찾을 때는 좋은 제품입니다,,,,,
G,P02,S25,4108,0,N,무난한,촉촉하,특별,좋다,남자친,2.33,1.37,1.15,1.13,1.0
G,P02,S25,4108,1,N,남자친구한테 선물해줬더니 그냥 촉촉하고 무난한 토너라고 하더라고요 그런데 무난한 토너치고 가격이 너무 비싸용,향 굿굿 촉촉하니 끈적거림,이거 친구가 쓰길래 한번 발라봤는데딱히 뭐 특별하게 좋다는 못느껴 본것 같아요,써봤는데 제가 쓰던 토너에 비해 특별히 좋은점은 못느꼈어요,,,,,,
G,P02,S25,3691,0,P,하나만,올인원,아빠,발라도,간편하게,3.13,2.6,2.34,2.22,1.96
G,P02,S25,3691,1,P,한번에 스윽 하고 바르기엔 최고지만뭐 무언가 기능을 바라고 쓰지는 않는 제품제가 직접 써본건 아니지만그냥 귀찮아서 아무거나 막 바른다고 하셨어요 ㅋㅋ,스킨 로션 에센스 복잡스럽고 귀찮고 뭐가 뭔지 모르겠다 싶으시면 이 제품 추천드려요군생활 기간동안 유용하게 사용했네요,가을 겨울철에는 피부가 많이 건조하고 푸석해져서 챙겨 바르시라고 아빠 선물드렸는데 넘 좋아하시네요 ㅎㅎ,산뜻한 것보다는 보습이 확실히 되는 제품을 좋아하셔서겨울에 쓰기에는 무리가 있을 것 같아요,올인원인데 기름기없고 보습은 톡톡히 해줘서 좋다고 하네요,,,,,
G,P02,S25,3691,0,N,동생,냄새,아빠,향이,끈적,1.99,1.43,1.35,1.29,0.53
G,P02,S25,3691,1,N,티비에서 광고 꾸준히 하길래 사줘봤는데 향이 좀 많이 독해서 저는 불호ㅡㅡ 남편도 참다참다 더는 못바르겠다,너무 끈적거려요ㅜㅜ,가끔 제 스킨로션 없을 때 빌려서 쓰곤 했는데저는 스킨케어 할때 토너 세럼 로션 크림 등등 다 따로 관리하는데이거 쓰면 한번에 끝나서 편해요,그런 동생이 또 기초 여러가지 바르는건 귀찮아해서그냥 순한 로션 사준다 생각하고 검색한 뒤에우르오스 구매하게 됬어요,저는 향이없는게좋은데 여드름 민감피부에 순하게 사용할수있을거같아요,,,,,
G,P02,S25,82032,0,P,냄새가,올인원,아빠,쓰시,남자,1.7,1.69,1.24,1.15,0.73
G,P02,S25,82032,1,P,없고 딱 남자들이 한번에 바르기 좋다,아빠가 이거 편하고 쓰기좋다고 먼저 말씀을ㅋㅋ물어보지도 않았는데ㅋㅋㅋ좋다,적당한 보습감에 끈적임이나 유분기 없이 산뜻해요진한향이 아니라서 더 좋아요,아빠 드리려고 샀어용아빠가 수부지신데 이거 쓰고 산뜻하면서도 건조하지 않다고 좋아하셨어요,기존에 여러가지 바르던거랑 비교해도 손색이없네요,,,,,
G,P02,S25,82032,0,N,유분감이,여름에,남친이,많지,바르는,1.97,1.7,1.18,1.17,1.0
G,P02,S25,82032,1,N,남친이 여러개 바르는게 귀찮다고 로션을 안발라서 사줬는데 한번 바르면 모든게 끝나니까 좋다하더라구요,남친아빠선물용제품이었어요향은 은은하고 딱좋았지만 건성인분들은이제품은 살짜건조함느끼실듯합니다ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ,,,,,,,,
G,P02,S25,4126,0,P,촉촉하,향이,좋아,사용하,수분,2.0,1.82,1.29,1.17,0.45
G,P02,S25,4126,1,P,촉촉하니 쓸만한데너무무난한느낌이에요,끈적임,남편이 이것만 몇 통째 쓰네요,너 향수뭐써 엥나향수 안쓰는데향수뿌렸냐고 향수에서 아재냄새난다고 오해할정도로 냄새가찐하다,남자친구가 수분크림 없이 로션만 바르면 건조한 느낌들어했는데 이건 이 로션만 발라도 건조한 느낌 없다고 이제 이것만 쓰고 있어요,,,,,
G,P02,S25,4126,0,N,남동생,합니,촉촉,흡수,,0.96,0.72,0.53,0.47,
G,P02,S25,4126,1,N,젤 형식이라서 흡수도 잘되고 발림성도 좋다고 합니다하지만 가격이 너무 사악하구ㅜㅜ향이 아저씨 스킨로션향이라고ㅋㅋㅋㅋ그게 너무 아쉽다고 합니다,,,,,,,,,
G,P02,S25,64845,0,P,촉촉하고,발림성,수분크림,아빠,향이,2.05,1.37,1.23,1.22,1.09
G,P02,S25,64845,1,P,평가단리뷰 유분기가 많지 않아서 남자친구가 사용하기 좋다고해요,그래서 얼굴에 소량만 도포해도 그속에서 물이 차오르는 느낌이라고 해야하나수분감 짱짱입니다,그래서 흡수가 느리고 겉돈다거나 끈적이거나 성분이 안맞으면 바로 트러블이 올라오는 피부입니다,우선 손등에 발라봤는데 흡수력이 좋고 산뜻하니 촉촉하고 부드러워요향은 남성제품이라특유한 남성제품 냄새가 많이 날 것 같았는데 냄새도 많이 안나고 20대 젊은 남성분들이 쓰기에 괜찮은 것 같아요,발랐을때 끈적임,,,,,
G,P02,S25,64845,0,N,향이,평가,유분,수분,제형,1.21,1.0,0.76,0.57,0.57
G,P02,S25,64845,1,N,또 제가 악건성이라 여름에도 각질폭발하는 피분데 바르고 나서 각질도 많이 잠재워졌어요ㅎㅎ,평가단으로 선물 받아서 아빠와 오빠에게 사용하게 해봄,끈적이는걸 워낙 싫어해서 여름철에도 썬크림조차 안바르고 겨울철에 터도 올인원하나만 바르는 짐승같은 놈이에요,수분기도 좋고 향기도 좋은데 양은 조금 아쉽습니다ㅠㅠ,이 브랜드는 향이 진짜 넘나 취향이 아님 ㅜㅜ,,,,,
G,P02,S25,128403,0,P,올인원,촉촉하고,민감,향도,남자친구,1.58,1.5,1.46,1.39,0.95
G,P02,S25,128403,1,P,민감성 트러블성인 제가 사용해도 트러블이나자극 없이 잘 맞아서 더욱 맘에 드는 제품이었어요,토너로 피부결 정리하고 수분크림 바르기 전에 사용하는데 화장도 잘 먹고 좋아요,올인원이라서 일단 편하고 가끔 기능성 제품들 이것저것 무겁게 막 바르면 또 뭐가 올라오기때문에 피부컨디션 안좋을때는 이거 딱 하나만으로 마무리 해주면은 피부가 편안해진다고 할까나사실 기능성있는 제품이아니라서 와이게좋다,데일리로 무난하게 바르기 좋아서 사용하고 있는데 진정효과는 없는거같고 그냥 자극없이 쓰기 좋은 제품이에요 ㅠ,올인원 제품 여러개 사용했는데닥터지가 1번 될것 같다네요향발림 다 좋아요,,,,,
G,P02,S25,128403,0,N,여드름,,,,,1.12,,,,
G,P02,S25,128403,1,N,하얀 색 로션이고 특별한 향이 나는 건 아니고요 진짜 묽은 로션이라서 바르는 즉시 흡수되고 진짜 많이 가벼운 편이라서 스킨 로션만 바른다면 로션 한 번 더 발라도 될 정도로 가벼워요,제 주변 사람들도 그렇고 저도 그렇고이번에 아버지 선물해드렸는데 민감성 피부도 아니신데 더 못 쓰시겠다고 하셔서 처분하였습니다,,,,,,,,
G,P02,S25,3457,0,P,무난,좋다,,,,1.66,1.14,,,
G,P02,S25,3457,1,P,지성이라 얼굴에 기름이 번들번들한데산뜻하고 촉촉하니 좋다고 했어요,향도 무난하고 바르면 수분감이 즉시 충전되는 느낌입니다,아빠왈 향이 좋아서 씻고 챱챱하몀 그렇게 기분이 좋다고 합니다,20대 부터 써오던거라 계속 쓰게 되는것 같아요,생각보다 빠르게 소모돼서 한번 중독되면 알바하셔야함다,,,,,
G,P02,S25,3457,0,N,트러블,,,,,1.04,,,,
G,P02,S25,3457,1,N,랩시리즈 워터 로션용량 많고 가격이 사용할 만한 수준이라막 쓰기 좋아요,저도 쓰다가 다른걸로 쓰긴하지만 트러블 진정제로 좋았어요ㅎㅎ,광안리 앞바다 똥물과는 비교도안되는하와이 앞바다 같은 청량하고 푸른 제형에한눈을 팔려 뚜껑을 열고 얼굴에 발라본다,자극적인 향 없고 트러블도 없고모두 괜찮아 보이지만 겨울철에는 얼굴 각질이 좀 부각되는 느낌이 있네요,,,,,,
G,P02,S25,129457,0,P,신경을,물어봤더니,성분,먼저,바르기도,3.67,3.35,2.86,2.84,2.77
G,P02,S25,129457,1,P,그냥 펌핑하면 끝이라 바르기도 편해하는것같고 이정도는 잘 바르길래 그게 제일 장점성분에 정제수보다도 먼저 첫번째로 병풀 추출물이 위치해있어서 성분 면에서도 신경을 쓴것같네요,남편과 동생이 둘다 만족한템 너무 기름지지도 너무 건조하지도 않아서 좋음,그냥 펌핑하면 끝이라 바르기도 편해하는것같고 이정도는 잘 바르길래 그게 제일 장점성분 첫번째 정제수보다도 먼저 병풀 추출물이 위치해있어서 성분 면에서도 신경을 쓴것같네요,,,,,,,
G,P02,S25,129457,0,N,여름에,발라도,순하고,끈적이는,싫어,1.45,1.38,1.32,1.0,1.0
G,P02,S25,129457,1,N,그런데 동생이 사용감이 산뜻해서 지성이 여름에 쓰기에 가볍고 좋은 제품인 듯 한데 본인은 수부지 타입이라 수분감이 잘 충전되는 제품이 아니라서 아쉬웠다고 하네요ㅠㅠ,,,,,,,,,
G,P02,S25,8528,0,P,향이,좋아,아버지,아빠,남자,1.57,1.51,1.46,1.3,1.01
G,P02,S25,8528,1,P,아빠 선물로 사드렸어요,사실 향은 다들 아시는 남자 스킨향ㅋㅋㅋ그러니 매장가서 꼭 맡아보시길 추천드리고재품력은 요새 믿고 쓰는 헤라 아니겠습니까매번 올인원 제품만 쓰시다가 이제품이랑 같이 전부 다 챙겨바르시니까 확실히 덜 건조하시고 좋다고하시네요,향도 호불호가 있던데 아빠는 나쁘지 않다고 하시더라구요ㅎㅎ,근데 남자 화장품 냄새가 강하니깐 꼭 테스트 해보고 사세요,남자친구가 여름겨울 상관없이얼굴에 뭘 안발라요귀찮다고 아무것도 안바르는 쿨남이라서이거 줬는데 합쳐져있으니까그래도 잘 바르는거 같더라구요향은 딱 남자향ㅎㅎㅎ보습력 지속력 이런건 말을 안해주네요ㅠㅠ,,,,,
G,P02,S25,8528,1,N,남자남자한 향은 뭐 어쩔수 없구요,개인적으로 향이 너무 강해서 거부감듬원래 헤라 향 때문에 쓰는데 이건 너무 강렬한 남자아자씨냄새나서 부담스러워서 고이 모셔두는 중진한 향 좋아한다면 맞을듯3050,냄새가 완전 남자 냄새라 좀 별루 예요,향도 나쁘지 않고 부드러우면서 촉촉해요,,,,,,
G,P02,S25,5716,0,P,만족,시원,,,,0.6,0.6,,,
G,P02,S25,5716,1,P,유수분 밸런스가 중요한건데 그런면에서 영양있게 느껴져서 좋았고촉촉해서 여기서 스킨ㅡ로션만 발라도 따로 더 덧바르지 않아도 되니 만족스러워요남편도 아주 잘 쓰고 있어요,면도후에 바르면 시원한 스킨을 원하시는 아빠께 드렸는데 만족스러워하십니다,남자친구가 향 민감한데 이건 괜찮다고함,,,,,,,
G,P02,S25,5716,1,N,아빠스킨인데 냄새좋아서 발라봄,동생이 전에 이거 쓰던 때가 있었는데 향이 굉장히 광장히 강하고 대중적인 향이에요스킨만 발라도 향수 뿌린 효과ㅎ좋아하시는 분들은 좋아하겠지만 개인적으로는 피부에도 안 좋을 것 같고 냄새도 별로라ㅠㅠ,다들 남자분들 좋아하신다해서 구매했는데 신랑은 향이 맘에 안든다네요,아빠가 스킨로션 다 떨어졌다,너무 끈적거리는 제형도 아니어서 스킨로션 처음,,,,,
G,P02,S25,7994,0,P,향도,올인원,괜찮아서,발라도,충분해서,2.32,2.16,1.91,1.85,1.82
G,P02,S25,7994,1,P,남자친구 선물로 사줬는대 향이 너무 좋아요,,,,,,,,,
G,P02,S25,7994,1,N,순하고 자극적이지 않아서 좋다고해요ㅋㅋ,우연히 언니한테 선물받아서 남편한테 쓰라고 줬ㄴ데안쓰더라고요 스킨만 쓴다고ㅋㅋ그러다 화장품 없어서 어짤수 없이 쓰더라고요며칠있다가 하는말이 이거 좋더라그러더라고요언니가 하나 더 준다고 했는데 남편 그런거 안쓴다고스킨만 그냥 얼굴에 뿌리듯이 바른다고주지 말라 말했는데ㅋㅋㅋㅋㅋㅋㅋ후회중 ㅋㅋ 아무래도 남자라 뭐가 어떻게 좋고어떤지 상세하게 말해주지 않는다는 ㅡㅡㅋ근데 남편이 화장품에 관심1도 없고  좋다고 한건일본제품 스킨 뭐 있믄데 그거 말곤거의 6년을 살며써 들어본적이 없는데 이건 좋더리고 하더라거요 ㅋㅋ,,,,,,,,
G,P02,S25,33632,0,P,촉촉,,,,,1.16,,,,
G,P02,S25,33632,1,P,그전엔 화이트 썼는데그거보단 이게 더 잘 흡수된대요신랑도 만족햇어요,무조건 올인원만 사용하는 오빠한테 선물했었는데그 이후로 다쓰고 나서도 이것만 쓰더라구요,남자친구 선물로 사줬더니 촉촉하고 안끈적인다,어린나이도 쓰기 좋은 허브냄새 아빠스킨냄새가 아니라 은은하게 좋은거 좋습니당,,,,,,
G,P02,S25,33632,1,N,얼굴에 바르는걸 너무나도 싫어하는 아빠에게 사줌극심한 건성같은데 매일 허옇게해서 안바르길럐 이거라도 좀 바르라며 쓰는지 체크한다고 강요해서 아빠가 사용중확실히 쓰기 편한지 잘쓰심 많이 건성인 아빠는 조금 부족할듯 싶어 엄마에게 크림좀 발라주라고 말했지만 아빠는 만족하며 쓰심복합성인 남자사람새끼 군대갈때 로션하나 챙겨갈수 있다길래 얘 손에 쥐어주고 보냄 휴가나오면 추가하겠음,워낙 관리 안하는 남자아이라 화장품에 관심도 없는 남자아이지만 물어보니 뭐 얼굴이 가렵거나 건조하거나 유분이 넘치거나 그러진 않나봐요 사다주니까 잘 쓰네요,군대에서 5000언에 주고 샀는뎅 제가 지성이라그런가 번들거림이 좀심하네요,중3아들도 같이 써보더니 피부에 맞는지 좁쌀여드름도 덜나네요,,,,,,
G,P02,S25,78519,0,P,흡수,좋았어요,촉촉,수분감,기름,1.43,1.41,1.24,1.09,1.06
G,P02,S25,78519,1,P,바를땐 향이 강해서 살짝 거부감 들었는데 익숙해지니 괜찮은듯 민트 같은 시원한 향이 나는데 은근 바를 때 시원한 느낌을 더 부여해주는 느낌이라 지금 계절감에 어울리는 제품임첨에 바를땐 끈적임있는듯 했는데 금방 흡수되서 끈적임,산뜻한느낌도 건조하지도않았대요 제남자친구가 여드름에 민감해서 뭐하나쓰면 거의 바로올라오는 피부인데 아주멀쩡하다고 신나서 뛰어요,일주일정도 사용해본 남친이 확실히 기름이 덜 나고 뽀송하다고 매우 맘에 든다고 하여 짱짱으로 변경11월기준 추가합니다,평가단리뷰남자친구가 여름에는 얼굴에 약간씩 기름이끼는편이라 선물해주면 좋겠다고생각했엇는데 평가단에 뽑혀서 너무기분이좋았어요,다만 코쪽에 뾰루지가 살짝 있는데 크림이 닿으니깐 살짝 저는 따가웠어요,,,,,
