SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,REVIEW_DOC_NO,REVIEW,DOC_PART_NO
G,P12,S40,18637,RVD-220316-0201179,올리브영에서도 엄청 인기 많은 제품인데 가성비도 엄청 좋고향도 되게 좋아요,1
G,P12,S40,18637,RVD-220316-0201179,헤어팩 하고 나면 머리 진짜 부드러워진 느낌이라 계속 만지게 돼요,0
G,P12,S40,18637,RVD-220316-0201179,ㅋㅋㅋ,0
G,P12,S40,92082,RVD-220316-0201176,모레모 워터 트리트먼트 썼다가 반하고 모레모에 신뢰가 생겨서 다른 제품 써보려다가 구입한제품이에요,0
G,P12,S40,92082,RVD-220316-0201176,우선 평점이 높고 랭킹에 있어서 믿고 구입했는데 생각만큼 좋진 않았어요 ㅠ,0
G,P12,S40,92082,RVD-220316-0201176,장점이라면 우선 양이 많습니다,0
G,P12,S40,92082,RVD-220316-0201176,써도 써도 줄질않더라고요  손이 잘 안가기도 했고요그리고 장점인진 모르겠는데 사용하고 나면 머릿결이 좀 가벼워서 날라다니는 느낌이에요사실 전 좀 무겁게 떨어지는 머리를 선호하는 편인데 다른 분들한테는 장점일 수 도 있을 것 같아요단점으로는 머릿결이 좋아지는 지 모르겠어요 ㅋㅋㅋ,1
G,P12,S40,92082,RVD-220316-0201176,그냥 머릿결이 날리고 가벼워지는 일회용 린스랑 비슷한 느낌인데 향도 좀 자극적이라 이거 사용하고 나면 재채기도 나오고 안좋은 성분들이 피부에 닿을까 걱정도돼고 손이 잘 안가더라고요 사용하고 나서 미끌거리는 게 머리에 많이 남아있어서 세척할때도 힘들더라고요 왜 랭킹이 있는지 모르겠는 트리트먼트였습니다,2
G,P12,S40,92082,RVD-220316-0201176,결국 버렸는데 크림제형은 이거보다 미샤 헤어테라피 트리트먼트가 훨씬 좋았고  같은 모레모 제품인데 워터 트리트먼트는 정말 좋아요,0
G,P12,S40,92082,RVD-220316-0201175,미용실 헤어제품 같은 향이 나여 즉각적으로 엄청 부드러워지진 않지만 적당히 무거워서 좋아요,1
G,P12,S40,149760,RVD-220316-0201170,극손상모는 아니지만 곱슬에 머리가 잘 엉키고 부스스하던 머리카락이에요,1
G,P12,S40,149760,RVD-220316-0201170,빗질쾌감이라는 말이 뭔지 알 것 같음,0
G,P12,S40,149760,RVD-220316-0201170,극손상모가 아니라서 아주 드라마틱한 효과는 없지만 머리가 쬐끔 차분해지고 가장 좋은 건 머리가 잘 엉키지 않아서 머리 빗을 때 아플 일 없음,2
G,P12,S40,152909,RVD-220316-0201169,설문든으로 받아 사용해본 제품입니다,0
G,P12,S40,152909,RVD-220316-0201169,씻어내지 않는 트리트먼트로 크림타입 헤어 에센스로 봐도 될 것 같아요,0
G,P12,S40,152909,RVD-220316-0201169,크림같은 제형의 제품으로 향은 향긋한 편은 아니에요,1
G,P12,S40,152909,RVD-220316-0201169,다른 리뷰 보니까 귀리향이라고 하더라고요 곡물의 향인데 고소하지도 않아요,2
G,P12,S40,152909,RVD-220316-0201169,장점 영양감 간편함,3
G,P12,S40,152909,RVD-220316-0201169,제품 사용하면 확실히 모발이 보다 상태가 좋아지긴 해요,0
G,P12,S40,152909,RVD-220316-0201169,물론 일시적이긴 하지만 그래도 이게 좀 오래가는 편입니다,4
G,P12,S40,152909,RVD-220316-0201169,반나절은 가는 것 같아요,0
G,P12,S40,152909,RVD-220316-0201169,물기가 있는 모발에 내용물을 바르고 씻어내지 않는 제품이라 간편하긴 합니다,5
G,P12,S40,152909,RVD-220316-0201169,단점 끈적임  끈적임이 남아요,6
G,P12,S40,152909,RVD-220316-0201169,손으로 내용물을 모발에 바르는데 내용물이 손에 남아 끈적입니다,7
G,P12,S40,152909,RVD-220316-0201169,사용감은 다소 불편한 제품이에요,8
G,P12,S32,127488,RVD-220316-0201165,정수리쪽 탈모가 있어서 구매햇어요솔직히 머리가 자라나는 그런것은 아니고두피에 열이 많은데 뿌리면 쿨링감 있어서 시원은 해요,1
G,P12,S32,143759,RVD-220316-0201163,스칼프팩 사용 후 만족해서 추가로 구매했는데 사용 후 개운하고 가려움도 덜해서 매우 만족합니다,1
G,P12,S32,143759,RVD-220316-0201163,샴푸 대신에 주2회씩 주기적으로 사용하면 두피 각질도 제거해서 탈모 예방에 도움이 될거 같아요ㅠ 스트레스때문인지 탈모끼가 심해져서 걱정이었는데 꾸준히 사용해봐야 겠어요 ㅎㅎ,2
G,P12,S16,20573,RVD-220316-0201154,향도 상쾌하듯 좋고 급할때 떡졌을때 뿌리면 엄청 편리하고 좋네요,1
G,P12,S16,20573,RVD-220316-0201154,가끔 흰가루 나오는거빼고는요,0
G,P12,S16,135772,RVD-220316-0201151,지루성두피용량대비 가격 좀 있는 편으로 무난한 사용템입니다저자극이고 깔끔한 사용감입니다화하거나 하진 않아요거품 잘 납니다,1
G,P12,S16,148342,RVD-220316-0201150,선물받아서 사용했는데 가렵지도않고  향은 너무 좋고요 단점은  퍽퍽한 꾸덕한제형이라 물을 엄청묻혀서 거품을내야해요ㅜㅜ 짜고나면 그 주변이 보라색으로 물들여잇어요 ㅠㅠ,1
G,P12,S16,139305,RVD-220316-0201148,요즘 제로웨이스트를 쉽게 접할수있는건 클린뷰티제품을 쓰는것인것같더라고요클린뷰티제품들이 많이 나오는 추세이기도하고요제가 제로웨이스트를 알게된 후 제일 먼저 접한뷰티 브랜드가 톤28이거든요제가 바 종류들을 구매하면서 어떤제품은비누에 비닐이 감싸져있고 어떤건 비누받침대가 플라스틱이라던지 정말 극소수이지만이런점이 아쉽긴하더라고요 이런건 왜 안 알려줌제가 쓴 제품은 여성분들에게 추천드려요특히나 염색펌 등 안해본 사람 찾기가 어렵잖아요다 머릿결이 손상되어있구윤기와 고농축 영양 기능인 샴푸바라건성 또는 극손상모 헤어타입에 딱 좋은 샴푸바예요향이 세지않고 은은하게 플로랄 계열의 포근한 향이 나요약간 백화점 화장실에서 날듯한 파우더리한 그런 향이였어요거품망 없이도 사용하기 편했어요,1
G,P12,S16,139305,RVD-220316-0201148,머리카락에 문대면그게 거품망처럼 거품이 잘 났어요되게 신기했던게 뽀뜩거리는 느낌보단 파우더로마무리한 느낌이 들더라고요 손도 부드러운 느낌이였구요,2
G,P12,S16,139305,RVD-220316-0201148,딴딴하고 거품도 잘나는게 오래 잘 쓸수있을것같아요,3
G,P12,S03,17848,RVD-220316-0201143,지성이라 그런지 묵직한 느낌근데 딴거 쓰려고 찾아보니 또 이것만한게 없나봐요다시 구매해야겠어요 ㅋㅋㅋ,0
G,P12,S03,17848,RVD-220316-0201143,향도 좋고,1
G,P11,S37,81446,RVD-220316-0201136,가격 용량  효과 전부 평타 이상하길래 구매함지금 두통 쓰고있는 내 최애 리무버순하고 자극없이 곰방 쓱 지워지는 느낌이 최고당,1
G,P11,S37,150135,RVD-220316-0201132,좋은 원료를 쓰는 것도 중요하지만?그 원료가 신선해야 한다는 브랜드철학에 공감돼서 신청??게다가 유기농 비건 제품 피부와환경에 진심인 브랜드라는 인상제품의 첫인상은 담백하고 수수함미끌거리지 않아 물 세안만으로 세정이가능한 점이 마음에 듬 롤링할 때 느낌이?자연유래 성분의 스킨케어를 바를 때처럼입자가 다소 거칠고 처음엔 겉도는 질감하지만 담백하고 부드러운 텍스처라 롤링도 쉽고 무엇보다 피부가 정말 편안한클렌징을 한다기 보다 크림을 바르는 듯세정력도 의외로 좋아서 왠만한 베이스는?1차만으로도 리무브 가능 요즘 많이 건조해져서 순한 제품으로 세안해도 당길 때가많은데 그렇지 않고 역시 세안후에도 편안함을 유지?,1
G,P11,S37,150135,RVD-220316-0201132,지친 저녁 시간쉼 같은 클렌저라는 생각이?들고 이 브랜드의 다른 클렌저나 스킨케어도?써보고 싶게 만듬?DIY Kit에 들어 있는 공병 같은 디자인과펌핑부분이 좀 뻑뻑하다는 것?,2
G,P11,S37,150135,RVD-220316-0201132,정제수 보다 유자수가 더 많이 들어갔는데상큼한 유자향을 느낄 수 없다는 점이?살짝 아쉬울 뿐?이상적인 클렌징 케어 재구매의사 있음,0
G,P11,S37,150135,RVD-220316-0201131,우유와 오일의 장점을 모두 가진 클렌저예요우선 제형은 살짝 묽은 크림같아요향은 아주 옅은 우유향이예요,1
G,P11,S37,150135,RVD-220316-0201131,플레인 요거트같은 느낌도 들구요전 슈우에무라 오일크렌저에서 일본제품 아웃할 때 성공적으로 마녀공장으로 갈아탔어요,0
G,P11,S37,150135,RVD-220316-0201131,그래서 이 제품이 영 못미칠까봐 살짝 염려했었는데 클렌징 효과는 크게 다르지 않았어요,2
G,P11,S37,150135,RVD-220316-0201131,평가리뷰 쓸 정도만 써봐야지 했는데 매일 쓰고 있네요,3
G,P11,S37,150135,RVD-220316-0201131,이유는  씻고 난 후 느껴지는 피부결 때문이에요촉촉 보들  만족스럽습니다,4
G,P11,S37,150135,RVD-220316-0201131,아침에는 천연비누로만 살짝 씻었는데 요거 손이가더라구요확실히 폼제품보다 보습력이 뛰어나고 오일보단 산뜻건강한 느낌입니다또 오일의 오일리하고 흘러내리는 느낌이 싫은분들은 꼭 써보세요,5
G,P11,S37,150135,RVD-220316-0201131,사용도 뭔가 깔끔해요롤링을 어떻게 하냐의 차이는 있겠으나 전 아이라이너 마스카라 무난하게 잘 지워졌어요,6
G,P11,S37,150135,RVD-220316-0201131,저녁땐 순한폼으로 이중세안을 하긴 하지만 밀크 클렌저만으로도 어지간한 메이크업은 다 잘 세정되네요,7
G,P11,S37,150135,RVD-220316-0201131,보습  결,8
G,P11,S37,150135,RVD-220316-0201130,패키징이 심플하니 예뻐서 제품받았을때 되게 기분좋았어요,0
G,P11,S37,150135,RVD-220316-0201130,처음,0
G,P11,S37,150135,RVD-220316-0201130,짰을때 완전 로션 질감이라서 제품명 다시 확인했네요 ㅎㅎ,1
G,P11,S37,150135,RVD-220316-0201130,오일은 짜면 손등으로 줄줄 흘러서 별로였는데 요아인 크림형태라 편하게 클렌징했어요다만 냄새가 다른분들이 말씀하신것처럼 시큼한냄새가 났는데요 ㅠㅠ,2
G,P11,S37,150135,RVD-220316-0201130,괜히 밀크 클렌저라하니 우유상한 냄새같이 느껴졌네요평소 연한 메이크업을 하고다니는 건성이라 기능적인 면에서는 아쉬움 전혀 없었습니다,3
G,P11,S37,150135,RVD-220316-0201129,클렌징 밀크를 처음,0
G,P11,S37,150135,RVD-220316-0201129,써봤는데 클렌징 워터보다는 강하고 클렌징 오일보다는 약한 세정력이었어요,1
G,P11,S37,150135,RVD-220316-0201129,제품을 펌핑하면 로션과 크림 사이의 제형이 나왔어요,0
G,P11,S37,150135,RVD-220316-0201129,얼굴이 많이 밈감한 편이라 클렌징 오일 클렌징 밤을 써도 클렌징 후에 항상 얼굴이 빨개져 있었는데 이 제품은 얼굴에 부드럽게 롤링 돼서 얼굴이 거의 빨개지지 않아서 좋았어요,2
G,P11,S37,150135,RVD-220316-0201129,오일과 폼으로 클렌징한 후의 얼굴보다 훨씬 당김이 덜하고 촉촉함이 오래 유지됐지만 컨실러를 사용한 얼굴에는 확실히 클렌징 된 느낌이 들지 않아서 아주 가벼운 화장을 한 후에만 사용해야겠다고 느껴졌어요,3
G,P11,S37,150135,RVD-220316-0201129,비건 제품 소비를 하려고 하는 편인데 비건 제품이라는 점이 마음에 들었고 종이 테이프 종이 완충제를 이용했다는 점도 마음에 들었어요,0
G,P11,S37,150135,RVD-220316-0201129,코시국에 가벼운 화장만 한다 얼굴이 건조하다 비건 제품을 선호한다 하시는 분이라면 아주 추천드려요,0
G,P11,S37,150135,RVD-220316-0201128,마스크 쓰느라 베이스메이크업은 스킵을 자주 하지만선크림은 꼭꼭 바르느라 저녁세안은 신경쓰는 편인데클렌징밀크로 이중세안 필요없이 부드럽고 순하게 클렌징돼서 피부가 너무 편했어요로션처럼 부드럽게 클렌징하다 물 살짝 묻혀서 유화하듯 롤링 후에 물세안 해주면 잔여감없이 잘 닦여요,1
G,P11,S37,150135,RVD-220316-0201127,밀크크렌저라서 엄청 묽은 물같은 제형으로 되있는지 알았는데 살짝 크림과 로션 중간 단계정도의 꾸덕한 제형으로 되있어요홍조가 있는편이라 평소 클렌징워터를 사용해 화장솜 사용할때 피부가 자극적일때도 있었는데 클렌징밀크를 사용해 자극이 덜하다고 느껴졌어요,1
G,P11,S37,150135,RVD-220316-0201126,기초화장  후 비비크림 또는 쿠션으로 가볍게 메이크업을 해서 그런지 가벼운 메이크업 기준  클렌징 효과는 무난하다고 느꼈습니다,1
G,P11,S37,150135,RVD-220316-0201126,평소 클렌징 오일 또는 클렌징밤을 쓰기 때문인지 오일 보다는 좀 뻑뻑한 느낌을 받았습니다요 밀크클렌저 만 사용하고 폼클렌저를 사용하지 않아봤더니 진한 베이스 메이크업 색조 화장을 하지 않았고 지성피부가 전혀 아님에도 미끄덩거림이 좀 남아서 불편감이 있었습니다,2
G,P11,S37,150135,RVD-220316-0201126,요 클렌징크림  클렌징워터  물세안 또는 요 클렌징크림  폼클렌저로 세안을 추천합니다,3
G,P11,S37,150135,RVD-220316-0201126,성분이 너무 착한 점이 가장 마음에 듭니다,0
G,P11,S37,150135,RVD-220316-0201126,아무래도 클렌저군은 스킨케어 제품군 보다 안좋은 성분이 포함된 경우가 많은데 안좋은 성분이 포함되지 않은 비건 클렌저라는 점이 좋습니다가장 마음에 안드는 점은 향이요 향료가 안들어가도 안좋은향까지 나는 경우는 종종 있지만 드문데요,4
G,P11,S37,150135,RVD-220316-0201126,이 제품은 향이 아쉽습니다,5
G,P11,S37,150135,RVD-220316-0201125,밀크 클렌저인데 쫀쫀해요,0
G,P11,S37,150135,RVD-220316-0201125,이런 고밀도 클렌징 밀크는처음인데 베이스메이크업이 쫀쫀하게 흡착될 것 같은 느낌입니다,0
G,P11,S37,150135,RVD-220316-0201125,클렌징 밀크답게 자극없고 순합니다,1
G,P11,S37,150135,RVD-220316-0201125,다만 한가지 향이 아쉬웠어요,2
G,P11,S37,150135,RVD-220316-0201125,목공풀 냄새 스러운데 또 반대로 생각하면 정말 향료가 포함되지 않아서일까 싶었어요,3
G,P11,S37,150135,RVD-220316-0201125,그리고 펌핑기가 좋아요,0
G,P11,S37,150135,RVD-220316-0201124,약간 꾸덕한 제형의 클렌져입니다평소에 립앤아이리무버  클렌징오일  폼클렌징 이렇게 3단계로 세안을 합니다꼼꼼하게 세안하자라는 주의다보니 클렌징 단계가 많아서 과연 이렇게 많이 하는게 옳은건가 하고 고민하던 중에 위 제품이 당첨되어 립앤아이리무버 이후 밀크 클렌저로 마무리 합니다결론은 만족해요,1
G,P11,S37,150135,RVD-220316-0201124,괜히 여러 단계 할 필요는 없는 것 같다는 생각이 들었습니다 며칠 사용해보지않았지만 아직까진 만족하고 깔끔하게 마무리 되는 것 같아요,2
G,P11,S37,124228,RVD-220316-0201115,여행가는데 급해가지고 샀는데 글로우픽이 인정한 리무버패드 1위였다니달라보인당ㅠㅠㅠㅠㅠ 잘해줄걸어쩐지 순하고 부드럽다고 생각했다,1
G,P11,S37,124228,RVD-220316-0201115,은근히 작은 물티슈팩에 많이 들어있어서 오랜여행도 화장 잘 지우고 다녔당,0
G,P11,S37,105349,RVD-220316-0201107,순하고 잘지워지는데 오일타입과 다르게 흐르지 않아서 사용감도 편해서 잘 사용했어요,1
G,P11,S37,105349,RVD-220316-0201107,재구매 의사 있어요,0
G,P11,S37,105349,RVD-220316-0201106,화장이 잘 녹으면서자극없이 지울 수 있어서 좋았어요근데 눈에 들어가면 좀 그렇더라고요ㅠ,1
G,P11,S37,133521,RVD-220316-0201104,클렌징 티슈는 피부에 자극이 너무 많이 가서 대신 클렌징 오일을 자주 쓰는데 제가 가지고 있는 클렌징 오일 중에서도 꽤 나쁘진 않았던 제품이에욥 일단 라이트하면서 살짝 묽은 워터 제형이고 세정력은 피지나 블랙헤드까지 꼼꼼하고 말끔하게 지워지진 않지만 피부화장 정도는 적당히 잘 지워지는 편이에요,1
G,P11,S37,133521,RVD-220316-0201104,오일 쓰면 눈에 자극 가서 시리거나 눈을 잘 못 뜨는 그런 게 있는데 이 제품은 그런 건 없어요,2
G,P11,S37,133521,RVD-220316-0201104,성분이 좋아서 믿고 쓸 수 있을 듯 향도 거의 무향이고 나름 쏘쏘했던 클렌징 오일,3
G,P11,S37,133521,RVD-220316-0201103,제형이 다른 제품에 비해 묽은 편이라서 1차 세안 후 답답한 느낌이 없다는게 좋았어요,1
G,P11,S37,133521,RVD-220316-0201103,다른 클렌징 오일을 사용했을때는 1차 세안 후에도 잔여물이 남아 있는 느낌이 강해서 2차세안 꼭 하고 엄청 꼼꼼히 했는데 이 제품은 그런게 없어서 그리고 세정력은 제 기준으로 화장을 진하게 하는 편이라서 잘 지워졌습니다근데 화장 진하게 했을때는 잘 지워질지는 감이 안오는데그래도 세정력도 좋았어요,2
G,P11,S37,133521,RVD-220316-0201102,장점1 성분이 매우 순해요피부가 민감한 편이어서 클렌징 제품을 사용하면 금방 얼굴이 붉게 올라오거나 따가운 편인데 이 제품을 사용하니 붉게 올라오지도 않고 피부에 자극을 주지도 않아서 너무너무 좋았어요ㅠㅠ2 세정력이 좋아요성분도 순한데 화장도 잘 지워지더라구요ㅠㅠ 워터프루프 아이라인 마스카라 섀도우 코 옆에 끼인 파데까지 잘 지워지고 이물감도 느껴지지 않았습니다,1
G,P11,S37,133521,RVD-220316-0201102,굳굳3 제품이 가벼워요평소에 다른 클렌징 오일을 하면 피부가 좀 무거워지는 느낌이었고 항상 2차 세수를 해주었는데 이 제품은 그렇지 않고 가볍게 느껴졌습니다ㅎㅎ 가볍게 세수 한 번 더해주고 끝내서 좋았어요ㅎㅎ4 눈이 따갑지 않아요평소에 눈 화장을 많이 하는 편이라 눈 세정을 열심히 해줍니다,2
G,P11,S37,133521,RVD-220316-0201102,다른 제품들은 하다보면 눈이 따가운데 이 제품은 그렇지 않더라구요,0
G,P11,S37,133521,RVD-220316-0201102,넘넘 좋았습니다ㅠㅠ단점1 눈이 뿌얘져요ㅠㅠ눈이 따갑지 않은대신 자꾸 오른쪽 눈이 뿌얘지더라구요,0
G,P11,S37,133521,RVD-220316-0201102,근데 뭐 딱히 불편할 정도로 엄청 뿌얘지는건 아니었고 또 깔끔하게 씻고 눈에도 살짝 물 흘려주면 괜찮아져서 큰 단점은 아닌 것 같아요,3
G,P11,S37,133521,RVD-220316-0201102,제품이 넘넘 좋아서 왜 1위인지 알 것 같은 제품입니다다 쓰고나면 꼭 제 돈으로 사고싶은 제품이네요,0
G,P11,S37,154630,RVD-220316-0201096,인스타 갬성 물통 같이 생겼어요ㅋㅋㅋㅋㅋ 예뻐요선물 받아서 쓰던 클렌징 워터는 너무 손이 미끄덩 거리고 냄새도 별로라 귀찮아도 클렌징 오일을 사용했는데 이제는 오일대신 클렌징 워터로 피부 화장 지워요이건 토너 바른것마냥 촉촉하고 끈적임이 없어요,1
G,P11,S37,154630,RVD-220316-0201096,이게 넘 신기했어요,0
G,P11,S37,154630,RVD-220316-0201096,냄새는 화했는데 눈두덩이 문질러도 시리지  않았어요,2
G,P11,S37,154630,RVD-220316-0201096,화장은 마스카라 아이라인 빼고 다 지워지고요화장 지우기가 정말정말 귀찮을땐 아이리무버로 마스카라랑 아이라인 먼저 지우고 클렌징 워터를 화장솜에  듬뿍듬뿍 적셔서 세수하듯이 피부 립 섀도우 벅벅 지우고 그냥 자요ㅎㅎ그래도 이 제품은 피부가 난리나진 않았어요니들리 제품은 유튜브서 많이 봤는데 딱히 구매할 생각은 안들었거든요,3
G,P11,S37,154630,RVD-220316-0201096,근데 이 제품이 넘 맘에 들어서 딴 제품들도 나중에 세일할때 사보려구요,0
G,P10,S34,153608,RVD-220316-0201093,허니집 아가베 모이스처 라인허니집 아가베 수분 크림? 아가베잎추출물과 11종 히알루론산의 시너지로 깊고 진한 보습 효과생크림처럼 부드러운 발림으로 피부가 편안한 수분 크림피부를 모방하여 설계된 식물유래 유화제 적용으로 효과적인 유효성분 전달력 구현 풍부한 보습감을 전달하는 수분 컨디셔닝 크림,1
G,P10,S34,153608,RVD-220316-0201092,마르지않는 수분의 비밀6개월동안 비가 오지않아도50도가 넘는 사막에서도 탁월한 수분능력저장을 보이는 식물 아가베그 아가베 성분을 그대로 담은 수분라인이에요허니집 아가베 수분크림50ml20000원11종 히알루론산 고보습 슬라이딩텍스처로피부보습장벽케어에 뛰어난 제품이에요식물유래 유화제 적용으로 효과적인 유효성분이 빠르게 전달된답니다생크림처럼 부드럽게 빨리 스며들어 끈적임없는 수분력이오래 지속돼 피부가 편안해져요피부가 많이 건조해서 여러번 레이어링해서수분제품 찾으시는분들예민해서 쉽게 기초라인을 선택하기 힘든분들께향에 민감한 분들께추천드려요?,1
G,P10,S34,153608,RVD-220316-0201092,제품제공?파룸체험단허니집?honeyzip?스킨케어추천?스킨케어루틴?수분크림추천?kbeauty?skincare?허니집크림?에이집?azip,2
G,P10,S34,146614,RVD-220316-0201088,바르고 나면 피부에 막을 씌운듯 매끈하고 광이나요하지만 끈적이거나 화장이 밀리는 두꺼움은 아니구요보습력은 충분히 좋아서 저 같은 악선성도 만족했구요무엇보다 피부에 약간의 탄력이 생겨요쫀쫀하고 꾸덕한 질감도 마름에 들고 리필이 있는것도 맘에 들어요,1
G,P10,S34,142672,RVD-220316-0201087,적당히 꾸덕무게감 있고 촉촉해서 가을 겨울에 엄청 잘썼어요,1
G,P10,S34,142672,RVD-220316-0201087,겉보습 잘 지켜줘서 밤에 바르고 자기 좋아요,2
G,P10,S34,142672,RVD-220316-0201087,그리고 튜브 타입 위생적이라서 좋음,3
G,P10,S34,142504,RVD-220316-0201082,가성비 엄청 좋고 트러블 안나고 탄력케어 해줘서 좋다올리브영에서 할인할때 구매하면 더이득,1
G,P10,S34,148679,RVD-220316-0201077,제형흘러내리지 않는 반투명 젤 타입 크림 펴 바르면 수분감이 확 느껴지는 제형발림성 마무리감수분감이  높은 에센스를 바르는 듯한 시원하고 깔끔한 발림성 피부에  롤링하면  피부 온도가 즉각적으로 내려가 청량감을 느낄 수 있어요,1
G,P10,S34,148679,RVD-220316-0201077,젤타입이지만 끈적임 없이 산뜻하면서 촉촉하게 마무리 됩니다,2
G,P10,S34,148679,RVD-220316-0201077,사용한 뒤 피부 컨디션 효과바르자마자 청량감이 들어 피부 진정을 바로 느낄 수 있는 크림이에요,3
G,P10,S34,148679,RVD-220316-0201077,무엇보다 피부 속당김을 잠재워 줘서 한여름에는 워터리 크림 하나만 사용해도  좋을 정도로 산뜻하면서도 촉촉한 수분크림이에요,4
G,P10,S34,148679,RVD-220316-0201077,자극도붉은 피부와 좁쌀을 잠잠하게 만들어 줄 정도로 진정 효과가 뛰어나서 피부 자극은 말할 것도 없이 좋아요,5
G,P10,S34,148679,RVD-220316-0201077,사계절 데이나이트케어에 구애받지 않고 부담스럽지 않게 손이  잘 가는 크림이에요,0
G,P10,S34,147861,RVD-220316-0201073,최근에 써본 히알루론산 크림 중에 가장 좋았어요산뜻하고 향도 옅고 미니 스페츌라로 손쉽게 도포할 수 있어요또 결정적으로 수분 유지가 너무 잘 돼요,1
G,P10,S34,147861,RVD-220316-0201072,가벼운 용기에 괴물용량이라 좋았어요투명한 하늘색이 뭔가 괜히 내 피부를 더 촉촉하게 만들어 줄 것같은 느낌도 나고 향도 거슬리지 않을정도로 미미해서 좋았습니다다만 파워건성인 저에겐 보습력이 조금 아쉬웠어요,1
G,P10,S31,141693,RVD-220316-0201065,트러블이 잘 올라오는 민감성 수부지입니다워낙 좋다는 리뷰가 많은 제품이라 사용해봤어요결론적으로 수부지 기준으로는 겨울 보습용으로 좋을 듯하고건성분들은 데일리하게 사용하시면 좋을 것 같아요제형 오일층이 있는 제형의 세럼이라 흔들어 섞어줘야 해요,1
G,P10,S31,141693,RVD-220316-0201065,물같이 잘 흐르고 점성이 거의 없는 제형입니다,0
G,P10,S31,141693,RVD-220316-0201065,다만 오일층이 섞여있어서 지성 기준으로 살짝 묵직하긴 해요,0
G,P10,S31,141693,RVD-220316-0201065,향은 은은한 화장품 향이라 호불호 없을 것 같아요,2
G,P10,S31,141693,RVD-220316-0201065,뚜껑이 있고 펌핑형이라 위생적으로 사용이 가능해요사용감 슬슬 탄력케어를 해줘야 하는데 수부지라 고민을 좀 했어요,3
G,P10,S31,141693,RVD-220316-0201065,리뷰 보면 지성 수부지 분들 의견이 조금씩 갈리더라구요,0
G,P10,S31,141693,RVD-220316-0201065,사용해 본 결과 제 기준 살짝 오일리하고 묵직합니다수부지 기준 겨울 보습용으로는 괜찮을 것 같아요,4
G,P10,S31,141693,RVD-220316-0201065,유분감이 얼굴을 얇게 코팅해주는 느낌이에요,5
G,P10,S31,141693,RVD-220316-0201065,마무리감 살짝 오일리합니다,0
G,P10,S31,141693,RVD-220316-0201065,건성분들 데일리로 딱일 듯해요,0
G,P10,S31,141693,RVD-220316-0201065,흡수력 좋아요,6
G,P10,S31,141693,RVD-220316-0201065,오일 섞인 제품들 중에서는 흡수가 빠른 편인 것 같습니다,7
G,P10,S31,141693,RVD-220316-0201065,흡수되고 나면 피부가 조금 가벼워져요,8
G,P10,S31,141693,RVD-220316-0201065,유분기가 안 받는 트러블성 피부라 살짝 불안한데 사용한지 얼마 안 된 아직까지는 별 문제 없어요,9
G,P10,S31,139562,RVD-220316-0201062,정말 무난하게 쓸 수 있는 앰플피부 컨디션 안좋은 날 바르면 화장 잘먹어요,0
G,P10,S31,139562,RVD-220316-0201061,앰플이라기엔 너무 가벼워서 지성한테는 잘 맞을 것 같고 건성한테는 부족할 것 같아요,0
