SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,KEYWORD_POSITIVE,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
N,P10,S02,9273983533,1,N,케바케 지만 전 속당김이 있는데 효과는 없더라구요,촉촉하긴해요,배송이 조금 느려서 기다리느라 목 빠질 뻔 했어욥,예민한 피부엔 피지오겔 만한게 없어요,그런데 실수로 1개를 더 보내주시는 바람에 다시 반송하느라 쪼끔 귀찮았네요,,,,,
N,P07,S14,29450817618,0,P,만족,커버,마스크에,여름에,파데,3.37,2.59,2.41,1.73,1.71
N,P07,S14,29450817618,1,P,그전에 쓰던 다른 파운데이션은 밥먹을때 마스크 벗기 무안할정도로 마스크가 더러워졌는데 이제 그런 부담감이 적어서 좋아요,잘쓰겠습니다,색상을 고민하다가 그냥 찍다시피 골랐는데다행히 맘에 딱 들어요,작은 사이즈도 같이 만들어 팔아도 좋을것 같아요,당연히 아예 안묻어날 순 없지만 다른 파운데이션에 비해 확실히 덜 묻어나서 아주 만족해요,,,,,
N,P07,S14,29450817618,0,N,파데,아쉬,여름,,,1.51,0.48,0.39,,
N,P07,S14,29450817618,1,N,가격도 좋고 품질도 좋고 여러모로 만족스럽습니다,이런 향 싫어하는데 저만 느끼는 건지 전 좀 역하네요,풍성한 사은품에 기초제품 정품 안사도 되겠어요,네오쿠션 처음에 사은품 많이줄 때 놓쳐서 안사고 기다렸는데 보냉백과샘플가득패키지에 결국 구매했네요,여름용으로 잘 쓰고 있어요,,,,,
N,P11,S37,82194395299,0,P,눈이,재구매,있어요,좋습니다,눈에,12.59,10.64,6.05,6.0,5.18
N,P11,S37,82194395299,1,P,조금 저렴하게 구매해서 좋아요,재구매아주 좋습니다,다래끼도 잘생기고 건조해서 샀어요,배송이 빨라서 좋았습니다,재구매항상  구매하고 있어요,,,,,
N,P11,S37,82194395299,0,N,눈이,다래끼,눈에,병원에서,모르겠,6.18,3.55,2.19,1.93,1.75
N,P11,S37,82194395299,1,N,세안 및 아이리무버로 눈화장을 지운 뒤에 마지막으로 한 번 더 깨끗하게 눈세정을 하면 정말 개운하더라고요,하루 사용해 봤는데 아직은 익숙하지 않아서 자꾸 점막을 건들게 되네요,5세 아이가 자꾸 다래끼 나는 눈이라서 병원에서 이 제품을 추천받았습니다,써보지만 아직은 잘 모르겠네요,재구매잘 쓰고 있어요,,,,,
N,P12,S03,29297530621,0,P,향이,향도,머릿결이,향은,분사력도,14.21,7.93,4.17,3.53,3.43
N,P12,S03,29297530621,1,P,향은 제가 상상했던 향은 아니지만 괜찮아요,분사력도 좋고 엉킨 머리도 쓱쓱 잘내려가고 향도 좋네요,향이 아주 좋아요,배송 진짜빨라요너무 좋아요향이 미쳤어요,생각보다 진짜 작아요,,,,,
N,P12,S03,29297530621,0,N,향은,향이,좋은데,향도,냄새,5.23,5.11,3.32,1.69,1.27
N,P12,S03,29297530621,1,N,분사력은 괜찮은데 퍼퓸샴푸를 써서 그런가 향이 그렇게 세게 나지는 않네요,향은 좋아요,향은 장미향이 많이나요,냄새가 빨리 빠진다고 하는데 아침에 두세번 뿌리고 지금 1시반인데 냄새 나요,생각보다 향은그렇게 좋진 않아요,,,,,
N,P05,S07,12804527157,0,P,색상,예뻐요,들어요,색이,발림성,9.28,8.24,8.19,5.6,5.46
N,P05,S07,12804527157,1,P,챙겨주신 미니사이즈 립스틱 너무귀여워요,입술에 발린 색상표 생각하고 산건데 발림은 좋아요,만족합니다,이 조합 너무 예뻐요 두개째예요,베이스로 쓰려고 주문했어요웜톤 베이스로 좋아요,,,,,
N,P05,S07,12804527157,0,N,색상이,색이,발림성,지속력이,들어요,2.95,2.79,1.93,1.71,1.56
N,P05,S07,12804527157,1,N,오프라인에선 찾기 힘들었는데 온라인에서 구해서 좋아요,벨벳은 지속력은 아쉽지만 이런 발림성과 컬러를 따라올 수가 없네요,너무 이뿌네요,색상은맘에드는데 잘묻어나고 마스크에 너무묻어서 지금 시국에 사용하긴 불편하네요,사진은 아랫입술 23만 바른 느낌 립원래 컬러랑 이질감이 없어요,,,,,
N,P07,S01,82026088598,0,P,만족합니다,감사합니다,좋습니다,저렴하게,발림성,4.32,4.06,2.87,2.32,2.13
N,P07,S01,82026088598,1,P,엄마가 항상 이것만 고집하세요,쓰던제품인데 저렴한 가격에 잘 구매해서 너무 만족합니다,피부가 희지 않아서23호가 맞아요,빠르게 배송해주셔서 감사합니다,잘받았습니다,,,,,
N,P07,S01,82026088598,0,N,cc크림,바르고,좋아,,,1.65,1.33,0.74,,
N,P07,S01,82026088598,1,N,항상쓰던거에요,발림성 좋아요,배송도정말빠르고비비도착한가격에샀어요,개기름 많이 끼네요,CC크림 잘 안쓰다가 팩트가 부담스러워서 구매했습니다,,,,,
N,P07,S01,12139286236,0,P,발림성,커버,감사합니다,비비,만족합니다,3.3,3.21,2.85,2.5,2.42
N,P07,S01,12139286236,1,P,요즘 임신준비하면서 피부가 완전 뒤집혔었는데조금 진정된 느낌이에여,아직 쓰던게 조금남아서쓰기전인데 평이 좋아서 샀으니 좋을거라 생각되요 많이 파세요,상품 잘받았습니다,너무 좋아요많이 파세요,가격두 저렴하고 피부에두 순하고 괜찮네요,,,,,
N,P07,S01,12139286236,0,N,커버력,비비,,,,1.99,1.26,,,
N,P07,S01,12139286236,1,N,가벼운거찾고있었는데 커버력도좋네여,기존에 메디필 펩타이드9 비비 써봐서 이번엔 요걸로 주문해봤는데 발림성은 엄청 부드럽네요,진즉에 구입해서 사용할껄 후회되네요마스크에 묻어나지도 않아요,늘쓰던거라 만족해요,너무 않좋아요,,,,,
N,P05,S05,28679601556,0,P,가을,컬러,색상,그레이,에스쁘아,17.67,14.93,13.09,12.97,12.13
N,P05,S05,28679601556,1,P,색이 너무 이뻐요 제가 정착하고 있는 립이 하나뿐이었는데 이 립 찾아서 너무 좋아요,랩 아직 안발라보고 색만 봤는데 생각보다 약간 분홍끼가 있어보이고 완전 갈색코코아보다는 조금 연해요,브라운밋츠그레이 샀는데 완전 이뻐요 한 번 바르면 살짝 mlbb 느낌도 나고 해서 분위기 갑이예용 그리고 매트라고 해서 뻑뻑하게 발릴 줄 알았는데 완전 부드럽게 발려서 너무 좋네요,요즘가을날씨에 잘어울리는 칼라입니다,선물 해줬는데 저도 선물 받은 사람도 너무 만족해서 기분이 참 좋아요,,,,,
N,P05,S05,28679601556,0,N,색이,생각보다,컬러,색상,발림성도,3.86,2.56,2.34,2.18,2.03
N,P05,S05,28679601556,1,N,컬러 말도 안되게 예쁘고  입술 각잘도 안생겨요,색상은 생각했던 것보다 좀 어두운 편인데 다른 색상이랑 같이 쓰면 더 예쁠 것 같아요,에스쁘아노웨어 로즈밋츠그레이 그윽한 가을여자가 되고싶다면 추천시크한 그레이가 한방울 섞여서 톤다운된 은은한 장밋빛 입술을 연출할수 있어요팥죽톤 절대 못쓰는 혈색없는 웜톤이라 걱정 많이했는데 의외로 코랄베이스가 살짝 느껴지는 장밋빛이라 칙칙하지 않아요,그레이를 만나게했다고 라는 생각과 동시에얼마나 다크할까 좀 내심 걱정도 있었는데요컬러 진짜 넘 예쁜거 아니냐고 딱 제가 찾던 컬러에요여기 피치 베이스에 그레이가 1방울 아니고 반방울만 들어가서 밝음을 유지하면서가을미 낭낭한 MLBB컬러가 만들어졌더라구요사진속에서 발림성도 보이시나요저 컬러만 궁금했었는데 제품 제형까지 반해버려씀너어어무 주름사이까지 잘 매워줄 정도로부드럽게 발리고 크리미한 느낌 아닌데도 불구하고포슬포슬촉촉 느낌 유지하는게아 이게 에스쁘아지 싶더라구요저 봄웜추정인데일단 웜톤분들은 여기로 다 모이세요,그 중에서도 로즈밋츠그레이 는 네이버에서만 만날 수 있는 컬러라니 소장 가치도 올라가는 아이템이라구요,,,,,
N,P07,S15,18033946247,0,P,색이,예뻐요,발색,가격에,색상,5.08,4.89,4.55,3.59,3.5
N,P07,S15,18033946247,1,P,무난하게 사용하기 좋아요,젤리 타입이라 스펀지로 발라주고 있어요,사진은 살짝 보라끼가 있아보이고 이름도 포도인데 받아보니 코랄빛형광빛 살짝 도는 핑크네요,솔직히 연할줄알고 많이 덧발라야하나 싶었는데 한두번으로 딱 원하는대로 발색돼서 좋았어요,색깔도 맘에 들고 좋아요,,,,,
N,P07,S15,18033946247,0,N,색깔,예뻐요,색상,발색이,지속,1.67,1.57,1.26,1.22,0.32
N,P07,S15,18033946247,1,N,차라리 크림타입이었으면 어땠을까 하는 아쉬움은 있어요,발색이 좀 강하게됩니다,무난하니 괜찮아요,색이 아무리 발라도 나오지않아요,색깔 너무 취향저격 입니다,,,,,
N,P10,S31,29300383619,0,P,촉촉하고,세럼,가격,좋습니다,만족,2.88,1.33,1.18,1.04,1.02
N,P10,S31,29300383619,1,P,너무조아요,끈적임이 있긴 하지만 촉촉하고 좋네요,방송보고 우선 하나만 구입해봤어요,택배 수령후 곧바로 얼굴에 발라 보았네요,겁나 좋음,,,,,
N,P10,S31,29300383619,0,N,촉촉해,,,,,1.2,,,,
N,P10,S31,29300383619,1,N,원래 트러블은 잘 없는 피부라 트러블 케어는 잘 모르겠지만 오일감보다는 촉촉한감이 더 많네요,파운데이션 스틱까지 같이 준다해서 기대했는데 딸려온 스틱이 19년도 제조네요,한개써보고시키려고했는데여러게 안시킨게 다행이네요,생각보다 별로인 제품입니다,오후만 되면 얼굴 심하게 당겨서 샀는데 점심먹고 광대쪽 이랑 눈가 바르니 확실이 당김이 덜하고 촉촉해요,,,,,
N,P07,S42,23057725490,0,P,커버,아이오페,만족,저렴,있어요,2.25,2.0,1.93,1.45,1.15
N,P07,S42,23057725490,1,P,가격은 비쌈,늘 사용하던 제품입니다,어머니가 좋아하시네요,사용중인 제품이 트윈케익 인지 알았는데 잘못샀네요,싸게 잘 샀어요,,,,,
N,P07,S42,23057725490,0,N,21호,커버,,,,1.4,0.73,,,
N,P07,S42,23057725490,1,N,본품  리필 하나 쟁겨두려고 샀어요,몇년째 이 제품만 쓰고 있어요,둘다 건성인데 커버하고 난 뒤에 크게 화장이 무너지지도 않고 예쁘게 광이 보존되서 계속 손이가요,아이오페 한달 넘게사용중인데자꾸만 떡진듯  퍼프에 붙어  영 맘에 안드네요밀착력도 떨어지고리필이랑  같이샀는데 버리긴 아깝고 어쩌나싶네요,너무하야네요,,,,,
N,P07,S01,12374645451,0,P,감사합니다,저렴하게,가볍게,촉촉하고,바르기,5.17,3.32,2.88,2.75,2.51
N,P07,S01,12374645451,1,P,매번 쓰던건데 다른거 써보니 이제품 좋다는걸 알겠더군요,커버력발림성사계절내내 쓰기 다 맞고 무난하고 가격까지 착해서너무 좋습니다,싼가격에 이정도면 가성비 갑갑갑,가볍게 집앞나갈때 운동갈때 최고 가벼운데 커버력있어요,감사히 잘 받았습니다,,,,,
N,P07,S01,12374645451,0,N,촉촉,좋아,발라보,,,1.74,1.67,1.0,,
N,P07,S01,12374645451,1,N,가격대비만족합니다,촉촉하고 흡수도 빨라요,이래도 되나 싶을 정도로 샘플을 가득 주셨어요,매트해요,썬크림으로 쓰려고 산건데 커버력이 너무 좋네요,,,,,
N,P07,S01,21302845912,0,P,커버,발림성,좋습니다,구매했어요,만족,3.69,2.93,2.71,2.02,1.83
N,P07,S01,21302845912,1,P,잘받았습니다,처음에 선물받아서 써봤는데 끈적임없이 잘 펴발라져요,너무좋아요,홈쇼핑 세트로 사는것보다 더싸네요,색이 밝진 않은데 커버력도 괜찮고 너무 기름지지 않아서 좋네요,,,,,
N,P07,S01,21302845912,0,N,커버,생각보다,좋은데,발림성,마데카,2.61,2.54,2.2,1.63,1.06
N,P07,S01,21302845912,1,N,얇게 부드럽게 잘 발려요,커버도 별로임,별로 예요,세번 정도는 오일이 분리 되어 나와 찜찜하고 불량인가 싶었는데 우선 사용할게 없이 그냥 쓰고있어요,커버력이 기대한 것보다 별로입니다,,,,,
N,P07,S15,23389838493,0,P,발색,예뻐요,색상,색이,페리페라,6.54,6.24,5.12,4.18,3.03
N,P07,S15,23389838493,1,P,만족합니다,너무 밝지도 않고 맑게 올라와서 너무 만족스럽습니다신상고 나왔던데 지름신이 마구마구큰일 어욮,그렇다고 발색력이 약하다는 건 아니고 오히려 발색력이 좋아서 조절이 조금 필요한 것 같아요,섀도우도 펄이 큰데 날리지 않고 고정되어서 유지도 잘 되는 편입니다,만족해요,,,,,
N,P07,S15,23389838493,0,N,발색,색이,올라와서,마음,예뻐,2.63,2.14,1.87,1.27,1.13
N,P07,S15,23389838493,1,N,페리페라 역작의 블러셔라고 생각함,원래 사고싶엇는데 진짜 넘 예뻐요 색깔별로 사도 좋을 것 같아요,컬러장인 페리페라 보자마자 전색상구매했자나요,저한테 잘 어울리는지는 잘 모르겠지만다음에 화장할 때 잘 써봐여죵,색상도 발색도 자연스럽고 넘 예쁩니다,,,,,
N,P07,S01,13766859092,0,P,커버력,비비,만족,좋습니다,오르자드,6.01,5.86,5.68,5.2,3.82
N,P07,S01,13766859092,1,P,너무 잘쓰고 있어요,바르면 쫀득쫀득하고 커버도 좋아서 안쓸수가없다는,몇년동안 해쉬만 사용하는데 만족하고 있어요,감사합니다,추천받고 샀어요,,,,,
N,P07,S01,13766859092,0,N,비비,오르자드,아쉽네요,커버력이,건조해서,2.99,2.7,1.92,1.83,1.4
N,P07,S01,13766859092,1,N,늘 요거만 쓰시는 우리엄마저가 학생때 쓰다가 엄마가 바르셨는데 너무 만족도가 높으셔서 10년은 된거같아요,노랑 오르자드 일때부터 썼는데 없어져서 속상했는데 나름 비슷합니다,기초화장을 충분히 잘한뒤에 화장할 경우는 촉촉한데 쉬다가 급히 나갈경우에 그냥 바르면 굉장히 건조하네요,인생 비비,리뉴얼  된 상품 맞나요,,,,,
N,P02,S25,11234530489,0,P,향도,만족,좋습니다,저렴하게,향이,6.1,4.93,4.76,4.32,4.03
N,P02,S25,11234530489,1,P,향이 너무 강하지 않아서 괜찮아요,항상사용하는 제품입니다,상품은 저렴하게 잘 산거 같아요,쓰던겁니다,싸게 잘 산것 같아 좋아요,,,,,
N,P02,S25,11234530489,0,N,향이,향도,싸게,순하고,촉촉,2.34,1.48,1.13,0.89,0.84
N,P02,S25,11234530489,1,N,별다른 점은 모르겠습니다,제품엔 이상이 없으나 택배가 너무하다 싶을 정도로 넘 느려요,촉촉하고 좋아요,신랑선물한거라  모르죠,대신 부탁해서 구매해줬는데 만족한다고하네요,,,,,
N,P07,S01,14239004785,0,P,커버력,비비,만족,써보고,좋습니다,8.41,6.22,4.98,4.27,3.88
N,P07,S01,14239004785,1,P,촉촉하고 좋은거 같아요,4년째 사용중이에요발림도 좋구 촉촉하구 커버력도 있어 이거없음,항상 쓰던 제품이라 재구매했어요,커버력이 많이 좋은 편은 아니지만 두껍지 않게 자연스러운 피부표현이 돼요,샘플 감사합니다,,,,,
N,P07,S01,14239004785,0,N,않아요,커버력,트러블,비비,적당,1.79,1.56,1.53,1.28,1.18
N,P07,S01,14239004785,1,N,악건성에 어떤 파운데이션비비크림을 쓰더라도 들뜨는데 이건 착 붙어요,첨엔 긴가민가 했는데  이거만 쓰면 얼굴에 염증성트러블이  또 어케 진정시킬지 속상해여,여드름 피부에도 자극없음,출근직후 중식후 확인 시 마스크에 묻어남 정도는 아주적음 퇴근 후 확인 시 꽤 묻어나있는데 내 얼굴상태는 매우 훌륭총평 코시국 후에도 히스토랩만 쓸 예정 파데 산지 오래된건 걍 버리고있음,기본으로 깔고 위에 다른제품 올리는데 밀리지않게 하기 어렵네요,,,,,
N,P07,S01,12413438381,0,P,맘에들어요,비비,촉촉,만족해요,구매했어요,7.58,4.68,3.56,2.78,2.65
N,P07,S01,12413438381,1,P,악건성피부에 최고템입니다,밀착력은 그다지지만 답답하지 않아서 전 더 좋아요,마스크에 묻어나지 않고 얇게 발리고 티안나고 요건 무조건 재구매각이에요,수분감이 있어서 촉촉하니 좋지만 커버력이 약한 관계로 다른 제품과 섞어 사용하고 있습니다,잘 받았습니다,,,,,
N,P07,S01,12413438381,0,N,커버력,비비,촉촉,가격,발림성,2.74,1.96,1.8,0.95,0.83
N,P07,S01,12413438381,1,N,촉촉하고 커버력은 많지않지망 피부 좋아보여요 양이적은게아쉽,비비크림은 진짜 이거만한게없어요,비싸다 하는 비비크림 팩트 다 써봤지만 여기만큼 하는 비비가 없네요가벼움 커버력 수분 적당히 잘바르면 마스크 써도 밀리지도 않고 좋아요,마스크 때문에 메이크업까지 너무 답답했는데 이거 사용하니 얇게 발리면서도 쫀쫀해서 데일리로 바르고 있어요,지속력생각보다 너무좋아요,,,,,
N,P07,S01,8861244331,0,P,발림성,커버력,만족합니다,감사합니다,좋습니다,4.38,4.31,4.17,3.41,3.23
N,P07,S01,8861244331,1,P,진짜 저에게는 인생템 넘 좋아요,화사하고 발림성이 좋아요,맘에 들어요,저희 엄마도 맘에 들어하셔서 더 구입해야할까봐요 라방 보고 저렴하게 사서 더욱 좋습니다,잘 받았습니다,,,,,
N,P07,S01,8861244331,0,N,커버력이,에끌라두,구매했는데,비비,바르고,2.6,1.98,1.74,1.21,1.11
N,P07,S01,8861244331,1,N,자연스러워요,이거쓰고 컨실러를 발라도 화장이 잘 먹어서 다른거쓸 생각조차도 안해요제발 단종안되고 오래오래 나오면 조켔어요,근데 색이 약간 회색빛 도는거 같기도 하고 핑크베이스인거 같기도 하고 커버력이 아쉬워요,그래서 토너  세럼 수딩 크림280g대용량 클렌져 에센스 뿐아니라  비비 선크림까지 구매 했습니다,전 사람잘안믿는데 그날너무적나라하게 문질문질해서 보여주시더니 그거믿고 2개나샀는데 우왕 발림성도너무좋고 오일이듬쁨들어있어서그런지 하루종일얼굴이 맨질맨질해서 친구가 피부과다녀왔냐했어요,,,,,
N,P08,S35,28759260557,0,P,시원,좋습니다,만족,재구매,쿨링,13.02,10.49,6.51,4.58,2.69
N,P08,S35,28759260557,1,P,효과도 좋고 냄새도 좋네요,접한 청결제가 포블랑시 였는데 다시돌아오게되네요가격은있지만 그만큼 청량감과 성분도 좋고쓰고나면 깨끗하게 가꿀수 있어 더좋아요,시원하고 개운합니다,저번에 남자친구가 사용해보더니 좋다구 해서 이번에 선물해줬어요,계속사용하다가 다른 제품 잠시 사용해보고 다시 바로 구매했어요,,,,,
N,P08,S35,28759260557,0,N,남자친구,시원,좋아,좋습니다,가려움이,2.53,2.28,1.63,1.36,1.29
N,P08,S35,28759260557,1,N,생각보다 아쉬운 제품이예요,써보는데 무엇보다도 안 쓰던 때에 비해서 착색이나 건조함이 없어져서 좋습니다다만 멘톨 성분때문인지 화한 느낌이 있으니 참고하시면 됩니다,다만 아쉬웠던 점은 쓸수록 펌프질 한두번으로는 거품이 잘 나지 않아서 펌프질을 많이 해야 되더라고요 비용이 어느정도 나가는 제품이라 아껴쓰고 싶었는데 그러지 못해서 아쉬웠습니다,확실히 쿨링감도 있고 그 남자만 아는 그 뭐랄까 스멀스멀 올라오는 퀴퀴한 냄새가 진짜 안나요,늘 쓰던 제품이라 만족합니다,,,,,
N,P08,S13,28417039554,0,P,좋습니다,만족,촉촉하고,세타필,저렴하게,6.94,4.62,4.41,4.16,4.06
N,P08,S13,28417039554,1,P,좋습니다,원래 구매하던 제품인데 싸게 구입 해서 너무 좋았어요,잘 쓰겠습니다,좋아요,감사합니다,,,,,
N,P08,S13,28417039554,0,N,세타필,건조한,로션이,보습,저렴,2.66,1.23,1.19,0.95,0.9
N,P08,S13,28417039554,1,N,촉촉해요,항상 잘쓰는 제품이에요,보습좋아요남편이 안 떨어지게 사달래요,갯수 제한이 없어서 정말 만족합니다한정갯수가 넘으면 택배비 따블로 붙는 업체는 시러요,몸이 건조한 편이라 바디 로션과크림을 안 써본 제품이 없고 1년 내내 달고 사는데 돌고돌고 돌아 다시 제자리로 왔습니다,,,,,
N,P02,S25,10933825800,0,P,향도,저렴하게,좋습니다,만족,아빠,7.0,6.88,6.45,6.43,5.74
N,P02,S25,10933825800,1,P,아버님께서 마음에 들어하시네요,항상쓰던거라 계속 주문해서 사용합니다제품 좋아요,배송도빠르고 저렴하게 샀어요,이니스프리꺼만 쓰다가 라인업 상품다 써보고 다른게 뭐가 좋을까 고르다후기보고 질렀는데 좋습니다향도 은은하니 좋고 끈적임 없이 산뜻합니다,믿고 쓰는 제품이고 배송 빠르고 포장도 튼튼하게 잘 되어 왔습니다,,,,,
N,P02,S25,10933825800,0,N,향이,아쉽네요,좋아,아빠,좋습니다,3.38,1.42,1.35,1.13,1.01
N,P02,S25,10933825800,1,N,가격대비 좋아요,나는야 럭키가이1일 새벽에 주문했는데 2일 점심때왔네요,리뉴얼 되기전 상품같네요이미지사진보고 구매한건데 실망했어요,향이 적고 자극적이지 않아서 좋습니다,스킨은 약간 끈적한 스타일 이네요향이 강하진 않지만 제 취향은 아니네요,,,,,
N,P07,S01,11053484957,0,P,섞어,파데랑,파운데이션이랑,에르보리앙,발림성,9.73,6.17,4.91,3.06,3.04
N,P07,S01,11053484957,1,P,베이스로 비비크림을 너무 잘쓰고있어서 레드코렉터도 써보려구요,상품 만족합니다배송도 엄청 빠릅니다,항상 사용하던건데 저렴하게 행사해서 바로 주문했어요,진짜 오랜만에 비비 쓰는데 만족하고 코렉터도 좋네여,비비는 혜림쌤 방법대로 리퀴드 파데랑 섞어쓰고 있어요,,,,,
N,P07,S01,11053484957,0,N,색이,파데랑,어두,촉촉,섞어서,2.84,2.45,1.93,1.68,1.59
N,P07,S01,11053484957,1,N,피부톤별 다른 제품이라 다른 제품도 사용해 보고 싶네요,비비만 단독으로 사용해봤는데 역시 색이 좀 아쉽네요,쓸만 합니다,테이프 없는 종이 박스와 종이포장 그리고 생분해되는 비닐까지 앞으로도 에르보리앙 제품 관심갖고 볼게욥,혜림쌤이 말씀하신대로 뗑이돌에 섞어쓰고 있는데 확실히 뗑이돌의 텁텁하다는 단점이 커버가 됩니다,,,,,
N,P05,S06,21635899953,0,P,색상,촉촉,색도,만족,입술,5.38,5.31,5.1,4.38,4.01
N,P05,S06,21635899953,1,P,상품 빠르고 안전하게 왔어요,다른 립밤에 비해 색이 진하게 나는 편이라 립스틱처럼 각질 일어날까 걱정했는데립밤처럼 부드럽게 발리고 각질이 안 일어나서 만족합니다,색도 자연스럽게 예쁘고 아주 맘에들어요,강력추천해요,다른 색도 써보고 싶어요,,,,,
N,P05,S06,21635899953,0,N,색이,색도,입술,화한,예뻐요,2.71,1.89,1.8,1.06,1.04
N,P05,S06,21635899953,1,N,흠인기가 젤 많은 컬러라고 들엇눈데 일단 글로스 타입이라 마스크쓸때 바르긴 좀 부담스럽네요,그런데 다른 립스틱에 색을 덧칠하면 아주 예뻐요,나이가 좀 있는 저한텐 연하다는 생각이들지만 안한듯 이쁘게 발라볼께요,제 입술 색이 컨디션에 따라 다르지만 원래 좀 붉은 편인데 생각보다 발색이 잘 돼서 놀랐어요,하나만 산게 아쉽네요,,,,,
N,P07,S01,9317693217,0,P,반트,가볍게,감사합니다,사용하,커버,3.28,2.72,2.69,2.56,2.36
N,P07,S01,9317693217,1,P,제품은 매번 사용하던 제품으로 제겐 매우 만족스러운 제품이구요,최근에 한 5가지 제품을 돌고돌아 다시 반트로 돌아왔네요,추천해서 써봤는데 괜찮아요,촉촉하고 배송도 빠르게 와서 좋습니당,자연스러운톤으로 사용하려고 23했는데생각보다 어둡네요,,,,,
