SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,KEYWORD_POSITIVE,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
G,P02,S10,110602,0,P,자연스럽게,입술,동생,남자친구,립밤,2.36,2.31,1.81,1.6,1.3
G,P02,S10,110602,1,P,발색색깔아주좋다디자인도 가지고다니기 좋은디자인ㅎ 하지만 보습력이 많이 약하다 보습립밤따로바르고나서 바르면 굿,사용해봤는데 발색이 자연스럽게 너무 잘되고 보습도 뛰어나서 너무 좋아요디자인도 만족스럽고 다 사용하면 재구매할 의향있습니다,보습은 정말 별론데 자연스럽고 맘에 들게 발색 되는 제품은 이거 뿐인듯 세개째 사용중 어차피 보습 필요하면 유리아주 쓰면 되니까 오래 정착할듯 근데 여름에 유난히 더 잘녹는듯 ㅠㅠ,한듯안한듯 자연스러운 색상케이스도 파란 카모플라주라서 립같지 않은듯칙칙한입술색을 혈기도는 입술색으로 바꿔주는덕여자가 써도 괜찮을듯,오빠가 쓰는데 입술혈색이 너무 자연스럽게 예쁜 립이 되서 요즘같은 마스크 쓰고 다녀야 하는 때에 토업크림에 이것만 바르고 다녀요 짱짱 남자여자 다같이 즐길수 있는 템이라 더 좋은 것 같아요,,,,,
G,P02,S10,110602,1,N,발색은 좋은데 보습이 많이 아쉽습니다 ㅠㅠㅠ,남자 발색립밤중 이거만한게 없습니다,남자친구 선물해줬는데 제가 보기엔 발색이 괜찮았는데 남친은 너무 빨가게 된다고 하더라고요ㅠㅠ 보습력은 그렇게 엄청 좋지는 않은듯 계속 발라줘서 금방 쓰더라고요ㅠㅜ 그래도 딴 제품들에 비해 괜춘한거 같아요,,,,,,,
G,P02,S10,133443,0,P,발색,컬러,,,,1.3,1.04,,,
G,P02,S10,133443,1,P,이번에 스완님 이벤트로 브러쉬와 함께 사봤는데 정말 너무도 좋더라고요 일단 발색이 일반 아이섀도우와는 다르게 진하지 않아서 남성분들이 거부감이 들정도는 아니여서 좋았고 딱 남성분들에게 필요한 베이스포인트 무펄섀도우 4구여서 모든 컬러를 다 사용할수 있다는 점 너무 좋았어요,색도 어두운 베이스 컬러가 많아서 자연스러운 연출이 가능했고 핑크색도 하나 있어서 생기있는 표현이 가능해요,장점발색이 은은해서 남자 팔레트 답게자연스러워서 좋아요버릴 색이 없다첫번째로 전체적인 베이스두번째는 이제 눈 밑 전체 얇게 셋째는 언더 3분의 1만 쓱쓱 해주면생기 있어보여요진짜 다 필요해요 이거 계속 살거에요단점가루날림가루날림이 심한편이다어느순간 거울에 가루가,개인적으로 적당하게 생기있는 색과 아이홀에 쓸 수 있는 색들로 배치되어 있어 좋았습니다,팔레트 색조합도 굉장히 좋고 발색도 정말 잘됩니다,,,,,
G,P02,S10,133443,0,N,남자,여자,발색,가루,팔레트,1.57,1.01,0.98,0.63,0.6
G,P02,S10,133443,1,N,남자친구가 카메라 앞에 서는 직업이여서하는법 알려주고 몇번 본인이 했는데피부가 하얗지않고서야 뛰어난 발색력을 기대할 수가 없다,실수하기가 좀 힘들죠 은은하게 잘 발리면서 꾸안꾸도 할수있어요,남성을 주제로한 브랜드에서 나온거라 색상없겠지했는데 과하지도않고 남자가 하기에도 적당하고 여자가하기에도 무리없는 4구 팔레트이며 바르기도 쉬웁니다만 아쉬운게 가루가 너무 많아요,내츄럴한 메이크업 원한다면 여자 남자 가리지 않을 제품이에요2 대신 남성제품이다,도구 사용에 둔감하고 손끝이 섬세하지 않은 사람들은 바르는 중에 눈 밑에 가루를 우르르 떨어트릴 위험이 높습니다,,,,,
G,P02,S10,19675,0,P,립밤,바르기,좋아,보습력,번들거리,2.66,2.64,1.24,1.13,1.12
G,P02,S10,19675,1,P,가성비 좋구여 파는곳이 많아 구매하기도 편하네요,스틱형태라서 바르기 편하고 위생적입니다,나쁘지 않게 사용 가능합니다보습효과도 나쁘지 않고 크게 번들거리지 않아요자기 전에 바르면 각질도 불어나고 괜찮습니다,지속도 조금은 더 길게 가는 것 같고요 그런데 입술 위에 뭔가 덮고 있다는 느낌이 더 강해서 양조절을 민감하게 해주면 활용도는 더 높아질 것 같습니다,무색무향이여서 막 바를 수 있어서 좋음,,,,,
G,P02,S10,19675,0,N,립밤,입술,,,,1.62,1.12,,,
G,P02,S10,19675,1,N,입술이 자주 트시는 아빠에게 선물해드렸었는데니베아립밤 일반 하늘색립밤의 하얀색과는 달리 정말 리얼 하얀색인데 바르면 입술도 좀 하얘진다그렇게까지 보습효과가 뛰어난것 같지도 않고그냥 일반 립밤 사는것이 보습이나 향색 면에서 나은것같다,미안하지만 정말 최악이였어니베아 립밤은 뭐니뭐니해도써도써도 양이 잘 안줄어들어서훈련소 들어가면서 들고갔는데  특정 사유로 귀가한 상태 보습력 너무 딸림필자는 입술 트면 쥐어 뜯어먹는 습관이 있는데발라도발라도 터서 계속 입술에 피만남ㅠㅠ립밥 아예 안바르시는 분에게 입문용으로 선물하기 좋을듯,밀도가 너무 높아서 잘 안발려요특히 겨울에,일반적인 립밤 극혐하고 못쓰는 사람한테 딱임 냄새도 거의안나고 꾸덕하게 안발려서 되게 가벼움 립밤기피자였는데 이걸 만나고 입술사막에서 벗어났음,다 갈라져서 입술상태 개노답일때 발랐는데 아프지도않음,,,,,
G,P02,S10,12194,1,P,보습은 잘되고 엄청 쫀쫀하지는 않아요,디자인도 괜찮고 번들거리지 않는 촉촉함이라 좋아요,리뷰가없네요내가직접쓰지는않는데내사랑둥이한태사줬는데잘바르고다녀서뿌듯해요아리따움에서샀는데무색무향이네요아그리고케이스너무이뿌다_,보습막오래가고 각질뿔지않고 요플레현상없이 깔끔하게 발려요,보습력도 좋고 가격대비 너무 좋았어요여자들도 데일리로 수시로 바르기좋음,,,,,
G,P02,S10,12194,1,N,촉촉하고 확실히 남자용이라 그런지 수준이 가득합니다,그게 신기입술이 매끈해지기보단 보들해진다,무향이구 요즘 날씨에 팍팍 쓸 수 있는 제품이에요,,,,,,,
G,P02,S10,123734,0,P,입술,혈색,,,,1.14,0.99,,,
G,P02,S10,123734,1,P,그렇다고 해서 보습이 완전 안 되고 뻑뻑하다는 게 아니라 무난한 보습감이고 전에 쓰던 립밤처럼 뭉개지는 현상은 없어서 그 점은 편하다고 하네요,남자친구 입술색이 너무 없어서 폭풍검색해보고 선물단단한 제형 무향의 너무 진하지 않고 약간의 혈색이 돌아서 만족하네요사주고 뿌듯울오빠랑 아빠도 사드릴꺼에요,자연스럽고 번들거림 없이 딱좋음,발색도 좋고 자연스러워서 좋아요,흰색밤 타입으로 바르면 약간 핑크색으로 발색이 되었습니다,,,,,
G,P02,S10,123734,1,N,동생한테 선물로 줬는데 워낙 입술에 생기가 없어서 그런지 바르니까 비로소 사람같아보이네요,너무 뻑뻑해서 바를때도 힘들고 별로 안촉촉해용 ㅜ후기보고 구매했는데 넘 별루발색도 보습도 다 별로였어요,남친 한테 사줬는데 너무 유분기 심하지 않아서 남자들도 바르기 간편하고 색이 우선 너무 과하지 않아서 자주 바르더라고용,남자친구한테 선물해줬는데 워낙 입술이 건조한 것도 있지만 보습력은 좋지않아요,,,,,,
G,P02,S10,21174,1,P,발랐을 때 무겁지 않고 가볍게 마무리 되어서 좋습니다,챕스틱이 림밤으로 유명한데 이 제품은 자외선 차단도 된다고 하니까 더 좋은 것 같습니다,다른회사제품과는 다르게 잘 무르지 않아서 좋고 자외선 차단도 되어서 좋음,색도 없고 발림성도 매우 좋은제품,,,,,,
G,P02,S10,21174,1,N,작아서 주머니 속에 넣고다니기도 편하고 제형이 너무 무겁지 않아 입술 위에 겉도는 느낌도 없어요,여잔데 이거씀 바른후에 진짜로 하나도 안끈적이고 좋음,,,,,,,,
G,P02,S10,15805,1,P,게다가 끈적임도 덜하고무엇보다도 선크림에 매우 자연스러운 톤 보정과 커버력 있어서 이거 사주길 정말 잘 한 거 같아요,여름에는 땀이 많이 나서 지속력은 좀 그래도 티 안나는게 참 좋은것 같더라구요,자연스러운 피부표현이 이 제품의 가장 큰 장점인거 같습니다다른 제품들에 비해 안바른듯 피부톤 표현이 가능해서 부담없이 잘 사용중이에요,,,,,,,
G,P02,S10,15805,1,N,맘에들면 추천좀 구라아니고 선크림 비비 얼굴색도 많이변해서 창피함 선크림은 기름진거 도저히못씀 답답해주금 산뜻한거는 몰라도 근데 이거는 피부톤 자연스럽게 보정해주는데 ㄹㅇ magic 얼굴이랑 목이랑 차이도 많이 안남 이제 이거 안바르면 창피함 그리고 가격 비싼듯해도 조금씩쓰는거라서 오래씀맨아래참고 저는 선크림을 이거 엄지새끼 두개빼고 나머지 검지 중지 약지에 줄세개 짜서 총9마디 양쪽 세손가락으로 비벼서 얼굴에 바르는데 처음에 선크림바르듯이 발랐다가 그냥 휴지나 옷 닿으면 그대로 묻음 심지어 한번은 하얀마스크썼다가 안에 황색마스크되는정도 지금은 두마디길이만큼만 짜서 쓰는중 참고하세요,얼마전에 올리브영갔다가 차앤박민감성전용폼클 작은거랑 묶어서파는데 24000원에 팔길래 개이득함 저 하나로 9개월넘게씀 아침에만 바르는데 처음샀을깨 떡칠한거랑 친구들빌려준거 빼면 한통으로 1년쓸수있을듯 안비싸죠 남자분들 일단 써보세요,,,,,,,,
G,P02,S25,76406,0,P,올인원,향도,촉촉,하나만,끈적임,2.5,2.25,1.46,1.39,1.07
G,P02,S25,76406,1,P,답답하지 않고 촉촉하다 하셨는데 겨울엔 좀더 보습이 필요해서 크림도 살짝 발라드렸더니 피부가 안땡기고 괜찮다하시더라구요 ㅎㅎ,아빠께 세트로 선물드렸었는데 원래 스킨 로션만 바르셨어서 쓰시기에도 간편할거 같았어요,저는 여잔데 아이오페 화장품 사고샘플로 많이 받아서 써본 뒤 너무 좋아서아빠 지인들께 선물 많이 하고있는 제품입니다우선 제가 이 제품을 사용해본 후 느낀 가장 큰 장점은마스크 착용 후 거칠어진 피부를 촉촉하게 개선해주는수분감결개선 효과였어요저녁에 세안 후 바르고 자면 다음날 아침까지 당김없이촉촉하고 피부가 부들부들해서 기분이 좋았습니다ㅎㅎ또 사용법도 간단하고 한가지 제품으로스킨로션에센스의 기능을 해주어보습은 물론 주름개선 미백 피부진정까지동시에 해결해주는 제품이라 너무 편리하고이것저것 바르기 번거로워하시는 분들에게 딱인올인원 피부케어 제품입니다번들거림 없이 촉촉하고 생기있는 느낌으로 발리며빠르게 흡수되어 더욱 더 추천드리는 제품이에요심플하고 고급진 느낌의 용기라서 선물용으로도너무너무 추천드립니다,올인원의 장점 정말편하고 좋다이제품 정말쓰기편하규 간단하고 좋다순하고 향도 좋다,귀차니즘 남친 남편 선물 추천템 이에요스킨로션 두개 챙겨바르기도 귀찮아하는 남친 선물로 주고 세수하고 이거 하나만 잘 바르라고 했는데아재냄새 안나고 끈적이거나 번들거리는것도 없고 괜찮다고 하네요,,,,,
G,P02,S25,76406,0,N,좋아,남자,촉촉,간편,유분,1.08,0.92,0.86,0.82,0.72
G,P02,S25,76406,1,N,올인원 제품이라 번거롭지 않게 관리할 수 있고 겨울인데도 속건조를 잡아주는지 촉촉함이 오래간다 하시네요,이것저것 바르기 싫어하는 신랑에게 사줬더니 좋아해요향이 너무 강하지 않아서 좋은것 같아요남자들 면도하고  발라도 따갑지 않아요,아버지한테 선물해 드렸었는데 간편하게 이거 하나만 챱챱 바르면 되니 편해하시더라구요평소에 스킨케어 제품 거의 안바르시는데 요거는 바르셨어요그만큼 간편하고 무겁지않게 촉촉하고 무난무난 좋으셨던것 같아요,동생이 너무 화장품을 안발라서 이거라도 바르라고 사줬는데 좋아하더라구여 면도하고 나면 거칠었는데 그게 없어졌다고 합니다,그리고 원래 남자들 스킨로션바르기 너무 귀찮은데 정말 편해요 ㅎㅎ,,,,,
G,P02,S25,4108,0,P,촉촉하고,좋습니다,비오템,향기,사용하,2.71,1.71,1.34,0.95,0.88
G,P02,S25,4108,1,P,사용하기에 너무 편리하고 피부에도 착착 감기는것이 너무 좋습니다,쿨링감이 좋아서 바르면 시원합니다,끈적거림도 없고 보습력도 좋은듯 향도 깔끔하네요,비오템 시원하고 좋습니다,개굿저자극에 피부결 정돈 좋음다만 애프터쉐이브 기능이 없어서 면도 후 바르면 뭔가 아쉬움티쀼르보다 좋아요,,,,,
G,P02,S25,4108,0,N,무난한,촉촉하,특별,좋다,남자친,2.33,1.37,1.15,1.13,1.0
G,P02,S25,4108,1,N,거기다 내가 선물해줬지만 향도 너무 좋고 바르고 나면 맨날 코박고 안고있음,남자친구가 수부지라 좋다길래 선물해줬는데잘 안맞는대요트러블도 더 나고 유분기가 많은건지바르고 2시간정도되면 피부가 번들번들향은 정말 좋은데 아쉬운 제품이예요,다른제품들도 사용해봤지만 이제품 만한게 없다고 다시 이아이로 돌아와요 알코올 성분도 많이 없는거 같고 사용하고나면 촉촉하다고 하네요,그나저나 남성화장품은 뒤로 좀 보냅시다 화장품 주고객이 여성인데 남성화장품이 앞쪽 차지하니 불편하네요,남편 선물로 사줬는데건조하지도 않고 피부에 착 달라붙는다며이것만 사달라고 했어요 ㅎㅎ,,,,,
G,P02,S25,3691,0,P,하나만,아빠,올인원,발라도,촉촉,3.29,2.51,2.48,2.32,1.83
G,P02,S25,3691,1,P,광고많이 하길래 사서 선물했더니 잘 쓰네요향도 딱히 거슬리지 않고 촉촉해서 좋대요,워낙 뭐 유명한 제품이지만 엄청나진 않은 제품인것같아요한번에 스윽 하고 바르기엔 최고지만뭐 무언가 기능을 바라고 쓰지는 않는 제품제가 직접 써본건 아니지만그냥 귀찮아서 아무거나 막 바른다고 하셨어요 ㅋㅋ,아버지 생일선물로 드렸는데한번에 이거만 바를수 있다고 해서 간편하다 했어요 ㅎㅎ,하나만 바르면 되니까 간편하대요  기능적 장점은 딱히 못 느끼겠답니다,아버지 선물로 드렸는데 촉촉하고 간편하게 바를수 있어 만족하셨어용다른 올인원 크림에 비해 이게 젤 양도 그렇고 점성도 좋은것 같아 만족합니다,,,,,
G,P02,S25,3691,0,N,동생,냄새,아빠,향이,끈적,1.99,1.43,1.35,1.29,0.53
G,P02,S25,3691,1,N,접근성이 좋아서 남자들에게 인지도가 있는 듯쓰는 걸 보면 제형이 물이라 이게 좀 헤픈 것 같음성분 보면 선물하기 꺼려짐냄새가 티트리 같은 상쾌한 풀냄새가 남,아빠께서 써봄 아빠는 끈적이는거 싫어하는데 이거 끈적인데,편하고 촉촉한것같긴한데저만 좀 끈적인다고 생각하나요ㅠ바이오더마 스킨로션쓸때는 항상 깔끔했는데이거 쓰니까 뭔가 끈적거리는 느낌이네요시간이 오래지나도 얼굴만지면 좀끈적거림,바르고나서도 좀 찐득거리던데 내가 흡수를 잘못시켜주나 저는 생각보다 실망이 컸던제품이였습니다,진짜 리뷰고 뭐고 다 좋다고해서 사고 리뷰 또 읽고 또 써보고 했는데 사용할때마다 유분와우생각보다 많더라구요,,,,,
G,P02,S25,82032,0,P,냄새가,올인원,아빠,쓰시,남자,1.7,1.69,1.24,1.15,0.73
G,P02,S25,82032,1,P,딱 올인원으로 하나만 바르기 좋은 느낌이에요,적당히 보습감도 있어서 조아요,촉촉하다고 하세용,아빠가 쓰시는데 편해서 좋다고 하셨어요,아빠한테 사드렸는데 은근 좋고 올인원이라 편해서 나도 가끔 사용한다ㅋㅋㅋ스킨냄새 좋아해서 그런가 딱히 거부감 없고 올인원이라 확실히 편하다 아빠도 만족해 하시는 눈치이시당 남자분들에게 선물로 드리가 좋을듯,,,,,
G,P02,S25,82032,0,N,유분감이,여름에,남친이,많지,바르는,1.97,1.7,1.18,1.17,1.0
G,P02,S25,82032,1,N,제품이없어등록요청했어요ㅎㅎ남친아빠선물용제품이었어요향은 은은하고 딱좋았지만 건성인분들은이제품은 살짜건조함느끼실듯합니다ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ후기 아빠는 여태사용했던 로션보다 촉촉하다고2병재구매하셨어요,남친이 얼굴 뭐 바르는거 귀찮아해서 사줬더니냄새도좋고 잘삿다고 꼬박꼬박바름ㅋㅋㅋㅋ기름지지도않고 건조하지도 않고 딱 좋다고함,남친이 여러개 바르는게 귀찮다고  로션을 안발라서 사줬는데 한번 바르면 모든게 끝나니까 좋다하더라구요그리고 지성인데 유분감이 너무 많지도 않고 트러블이 나지도 않아서 좋다했어요,그렇지만 흡수된 이후 쫀쫀해지지 않고 탱탱해지지 않더라구요 ㅜㅜ,건성분들이 사용하기엔 당김이 있을 것 같네요 ㅜ,,,,,
G,P02,S25,4126,0,P,촉촉하,향이,좋아,사용하,수분,2.0,1.82,1.29,1.17,0.45
G,P02,S25,4126,1,P,동생이 항상 사용하는 제품 순하고 촉촉해요,촉촉하니 쓸만한데너무무난한느낌이에요그래도 좋아요,군대에서썼었는데 보습효과가 뛰어나기보다는 그저그럼 그냥 올ㅋ내가비오템쓰다니 이런느낌정도 글고 치과냄새남,요거 물건임 ㅋㅋ 피부가 민감한편인데 이거는 발라도 붉은기가 안올라와서 좋네요,토너랑 같이 선물했는데 다행히 잘 맞는다고 하네요바르면 정말 촉촉하고 자극없고 좋대요향은 좀 톡 쏘는 것 같은 시원한 향이래요,,,,,
G,P02,S25,4126,0,N,남동생,합니,촉촉,흡수,,0.96,0.72,0.53,0.47,
G,P02,S25,4126,1,N,효과는 잘모르겟음 쿨링느낌이 강함,그렇게 여드름 전용을 쳐발라도 안 들어가던 이놈의 것들이 말이지좋아요,전에 샘플받아서 썼을때는 이정도는 아니었던것같은데아니 남친 클렌징폼 써서 뻑뻑해진 제 피부에 수분 팍팍 공급해주고 그냥 아주 촉촉 제대로에요ㅠㅠㅠ 그 날 하루종일 촉촉했습니다,선물받아 썼다가 내돈 주고 산 몇안되는 화장품 향이 너무 좋고 괜스레 비오템이라 피부도 좋아진거 같은 느낌 하지만 매달 사기엔 내 지갑이 너무 얇았다,남동생한테 물어보고 남동생 평을 리뷰로 적습니다건성이라서 완전 겨울만 빼고 다 좋다고 합니다젤 형식이라서 흡수도 잘되고 발림성도 좋다고 합니다하지만 가격이 너무 사악하구ㅜㅜ향이 아저씨 스킨로션향이라고ㅋㅋㅋㅋ그게 너무 아쉽다고 합니다참고로 남동생은 19살입니다,,,,,
G,P02,S25,64845,0,P,촉촉하고,발림성,수분크림,아빠,향이,2.05,1.37,1.23,1.22,1.09
G,P02,S25,64845,1,P,당첨되서 깜짝 놀랐음스웨거는  왁스정도 밖에 몰라서 기대를 않했음더구나 그동안 크림 쓴 것들이 그닥 효과가 없어서 이번에도 더 기대 안하고 발랐는데 어머나 웬걸 수분 만땅에 바르는 순간 수분막이 진짜 감싸는 느낌이 남냄새도 남자화장품 냄새가 나는데 그게 그렇게 부담스럽지도 않음,뭐 더 발라봐야 확실히 알겠지만 지금은 만족하며 바르는 중입니다,딱 발랐을때 발림성이 굉장히 좋았구요,피부에 싹 흡수되면서 번들거림은 전혀없이 촉촉함만 남겨주는게 좋았어요,그리고 이 제품이 미백이나 주름개선과 같은 기능성제품은 아니고 수분충전제품이기에 그점도 조금 아쉬웠어요,,,,,
G,P02,S25,64845,0,N,향이,평가,유분,수분,제형,1.21,1.0,0.76,0.57,0.57
G,P02,S25,64845,1,N,끈적이는걸 워낙 싫어해서 여름철에도 썬크림조차 안바르고 겨울철에 터도 올인원하나만 바르는 짐승같은 놈이에요올인원도 제가 엄청 뭐라고해서 그나마 쓰는데이거 써보고 어떤지말하라니까 처음엔 싫어하더니 막상 발라보고는흡수도 빠르고 끈적이는건 없는데 촉촉하니무슨 막에 보호받는느낌이라고 엄청 좋아합니다ㅋㅋ4일째 꾸준히 바르고있는데 트러블 올라오는것도 없고 여전히 좋다고합니다다쓰면 한통 사줘야겠네요ㅋㅋ,이벤트에 당첨되어 받았으니 한번 써보고 후기를 말해달라고 했더니 매우 쿨링감이 강해서 시원하고 향이나 제형이나 유분감 등이 빌리프 아쿠아밤이랑 많이 비슷하다고 하더라구요,평가단리뷰직접 사용한 남자친구는 20대 지성인데 트러블이 많이 나는 편은 아니에요,원래다른회사수분크림썼을때 트러블많이생겨서 고민많았는데 이수분크림쓰고는 더이상올라오진않더라고요ㅋㅋ특히 향이 너무독하지도않고 좋다고말합니다,먼지 들어갈것같기도 하고 그래도 향은 그럭저럭 너무 쎄지 않은것 같아서 나쁘지 않았구요,,,,,
G,P02,S25,128403,0,P,올인원,민감성,향도,트러블,촉촉,1.74,1.69,1.5,0.78,0.7
G,P02,S25,128403,1,P,매일 꼬박 바르던데 피부가 좀 깔끔해진게 보여서 좋네요,남자친구가 사용하는 제품인데 촉촉하고 부드러워서 좋더라고요남친이 피부 트러블이 심해서 피부에 뭐 바르는 걸 부담스러워하는데 이 제품은 잘 사용하더라고요 사계절 모두 사용하기 좋아요,남성들이 간편하게 바르기에 좋아서 찾는 것 같아요,흡수력도 빠르고 수분충전해주기 좋았어요,산뜻하게 발려서 끈적임이 없는점을 좋았어요,,,,,
G,P02,S25,128403,0,N,여드름,,,,,1.12,,,,
G,P02,S25,128403,1,N,산뜻하고 워터리한 텍스쳐입니다,제 주변 사람들도 그렇고 저도 그렇고이번에 아버지 선물해드렸는데 민감성 피부도 아니신데 더 못 쓰시겠다고 하셔서 처분하였습니다가격도 싼 것도 아니고 리뷰글도 자주 올라오는데 부작용이 이렇게 심하고 자주 나타나는 걸 보면 광고가 의심되기도 합니다,브랜드 자체가 믿을만해서 샀습니다하얀 색 로션이고 특별한 향이 나는 건 아니고요 진짜 묽은 로션이라서 바르는 즉시 흡수되고 진짜 많이 가벼운 편이라서 스킨 로션만 바른다면 로션 한 번 더 발라도 될 정도로 가벼워요,수분감 넘치고 발림성도 좋은데 막상 바르면 얇은 기름막 하나 덮인 느낌이에요,저는 로션바르고 이런 과정들이 귀찮아서 하나로 편하게 쓰려고 남성용 제품을 구매했어요,,,,,
G,P02,S25,3457,0,P,무난,좋다,,,,1.66,1.14,,,
