SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,KEYWORD_POSITIVE,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
G,P05,S05,60002,0,P,발색,지속력도,바르고,색이,향도,2.0,1.96,1.91,1.44,1.38
G,P05,S05,60002,1,P,겨울철에 촉촉하고 건조하지 않게 사용하기 좋은 화징품입니다,사용 기간 한 10년 쯤 공항 면세점에서 여러 번 같은 립글로즈 다양한 색상 세트 묶음으로 구매했던 제품 현재도 사용중발림성 발림성이 우수하고 잘 펴발라지며 전체 색상이 모두 가볍게  다양하게 or 베이스 용도 등으로 활용하기 좋아요향 약간 달달하고 따뜻한 향 아무래도 립글로스 제품이다보니 따뜻한 느낌과 냄새가 있어 겨울철이나 선선한 봄가을에 사용하기 좋네요,립락커 370 peach seduction데일리 누드톤 립락커 유목민 탈출함 얼굴 웜톤이신 분들 이거 진짜 강추그동안 랑콤 나스 입생로랑 심지어 에뛰드까지 내 데일리 누드톤을 찾아다니던 기나긴 여정의 종지부색깔 진짜x1000 예쁘고 지속력 짱짱짱짱 그리고 이거 사고 매장에서 예쁜 파우치 선물받음 색깔 짱예뻐 사랑해요,매장가면 꼭 테스트해볼만한 제품 ㅠㅠ 뭐 먹고나서 지워지는게 너무 안이쁨끈적이는거때문에 자칫하면 내 앞니에 다 묻음 정말심함 ㅋㅋㅋㅋㅋㅋㅋㅋ,글로스중에 위키드애플 정말사랑스러움입술에 바르자마자 윤기촤르르 각질잡아주고 입술 생기있어보이고 지속력도 정말좋아요,,,,,
G,P05,S05,60002,0,N,컬러,여름에,향이,끈적,발림성,2.68,1.11,1.0,0.92,0.85
G,P05,S05,60002,1,N,가격에 비해서 별로 ㅠㅠ 색상만 이쁨,색은 괜찮은데뭐만먹음 금방없어지는건 당연한거겠져 근대 향이 원래 이래여 진심 토할뻔함,약간의 끈적임이있고 향이좀  별루라서 짱짱을 주진못하겠지만 330색 가지고있는데  발색이 많이진하지않은 맑은 레드색으로 얼굴에 자연스레 생기를줌색상 넘 연한거아냐 하다가 거울보면 펄감있고 윤기나는 내입술이 이렇게예뻐보일수가없음다만 글로즈다보니 여름에쓰기에 좀 답답한느낌일순있음 ㅠ,330번 컬러 가지구 있습니다생일 선물 받은건데 쳐박템 될 것 같지만 일단 오늘 첫개시했음1 일단 질감 매우 끈적여서 여름에 바르면 입술에 땀이 차는건지 침이 묻은건지 잘 모를 것만 같읍니다2 색깔도 육안으로는 빨갛길래 흐윽 정통 빨강은 나한테 지뢴데했으나 발라보이 빨강보다는 물먹은 코랄핑크에 가깝더군요,엄청 예쁩니다아예상치 못하게 핑크 착붙을 발견한 느낌적인 느낌3 향은 딸기맛 불량식품 냄샌데 그다지 역하지도 않고 처음,,,,,
G,P05,S06,128740,0,P,컬러,입술,화한,플럼핑,립밤,3.52,3.42,3.14,2.97,2.41
G,P05,S06,128740,1,P,애매할 것 같지만 너무 예쁜 케이스와 컬러립밤치고 흔하지 않은 컬러 구성으로 소장가치가 높은 제품입니다,색상도 예쁘고 살짝 화한 것도 맘에 드는데 플럼핑 효과가 너무 미미하고 제형이 각질 위에서 미끄러지는 제형이어서 입술에 쫀득하게 발리지가 않아요 ㅠㅠ,색상도 은은하니 너무 좋고 발림성도 너무좋아요,약간 화 함이 있어서 저는 시원해서 좋았어요색도 너무 자연스럽고 립밤인데 데일리 립으로 쓰기 너무 좋고 생얼화장으로도 딱이에요,저는 평소에 풀메할때는 무조건 매트한립을 좋아하는데 생얼에는 매트한립보다는 촉촉한 제품을 바르는게 예쁘더라고요 근데 저는 또 너무 광택있고 끈적하거나 입술이 너무 부담스럽게 탱글 반짝해 보이는건 싫어하는데 이건 진짜 쫀쫀해요,,,,,
G,P05,S06,128740,0,N,입술,컬러,플럼핑,화한,바르면,4.07,2.99,2.19,1.95,1.5
G,P05,S06,128740,1,N,무엇보다 입술이 이뻐보이는 효과가 있어서 바르게 되는거같아요,,,,,,,,,
G,P05,S06,128832,0,P,립밤,색상,입술,컬러,발색도,4.98,4.53,4.12,2.82,2.62
G,P05,S06,128832,1,P,입술에 각질이 자주 생기고 쉽게 트기도 해서 립밤을 매일 사용하고 제 나름대로 립밤에 원하는 사용감이 뚜렷해서 마음에 드는 립밤 찾기가 힘든데 이 제품은 그냥 립밤으로서의 기능도 좋아요,물론 전 색상 선택을 잘못해서 제 톤에는 좀 안맞지만 발색도 딱 혈색 이쁜 정도로 자연스럽고 고르게 입술에 올라와요 멜릭서 처음,건성이라서 입술이 잘 건조해지는데 립스틱 사용하면 약간 매트해서 그 위에 립밤 발라줘야하는 귀찮음을 멜릭서 립 버터는 한번에 해결해줘요,,,,,,,
G,P05,S06,128832,0,N,립밤,입술,컬러,보습,발색이,3.56,2.93,2.56,1.88,1.55
G,P05,S06,128832,1,N,고보습 입술에 바르고 출근한다음에 이걸로 데일리 케어 하면 쓸만한 정도,,,,,,,,,
G,P05,S06,153767,0,P,입술,,,,,1.99,,,,
G,P05,S06,153767,1,P,사용하고 있는데  끈적임이 없고 향이 안나서 좋아요,아가베 컬러 사용하고 있는데 끈적임 없고 무색 향은 건강한 향 비건브랜드라 인위적인 향은 나지 않아서 좋아요패키지도 감성있고 좋습니다,자극적이지고 않고 바르고나면 입술이 편해져용영양과 보습감이 풍부하게 느껴집니다_입술케어와 환경보호 둘 다 할 수 있는 제품_너무 좋지 않나요,여러번 덧발라도 처음느낌 그대로  그래서 생기가 필요할때 발라주면 좋을 것 같았어요,입술을 불려서 각질제거 이런 느낌보다는 건조할때마다 수시로 발라주는 용으로 좋을것같아요,,,,,
G,P05,S06,153767,1,N,푸석한 입술이 생기있는 입술로 충전,매일쓰는 마스크 착용탓에 립스틱틴트사용은 꺼려지고 그렇다고 아무것도 바르지않으면 입술에 혈색 하나 없어서 아픈 환자같아보여서 신경을 안쓸수가없더라구요그래서인지 특히 드라이로즈컬러가딱 피부톤에도 자연스럽게 발색되는레트컬러라 너무 투머치하지 않아서진짜 마음에들어요,식물성 원료인 일리페 버터와 자연유래 성분으로 제품이 순하더라고요 단단해보이지만 바를때 부르럽게 샤르륵 발립니다하지만 쉽게 녹거나 무르지 않아서 오래 사용 할 수 있어요제가 써 본 색상은 01 클리어인데 무색입니다저는 각질도 많은 편인데 입술이 건조해서 메말라 있습니다ㅠ하지만 이거 바르고나면 각질도 잠재워주고 수분과 영양을 공급해줍니다입술에 부드럽게 밀착시키고 본연의 컨디션으로 회복시켜주더라고요 오랫동안 보습감도 유지시켜주고 끈적임 없어서 좋았습니다,,,,,,,
G,P05,S06,55701,0,P,촉촉하고,컬러,립밤,보습,입술,3.0,2.95,2.72,2.5,2.46
G,P05,S06,55701,1,P,저는 너무 여성적인 디자인을 별로 좋아하지 않아서 외출 용 컬러 립밤으로는 보통 이 제품을 선택합니다,,,,,,,,,
G,P05,S06,55701,0,N,바르면,촉촉,입술,각질,컬러,2.15,1.98,1.93,1.72,1.64
G,P05,S06,55701,1,N,바비브라운 틴트는 발색도 잘 되고 촉촉하고 오래가는 립밤이에요,,,,,,,,,
G,P05,S06,80313,0,P,매트립,입술,,,,2.64,1.42,,,
G,P05,S06,80313,1,P,촉촉하고 립바르기전에 얹어두기에 좋다,언니 돈 뽑았따 널 데리러가각질부자 필수템샘플 써보고 사려고 벼르고 있었따발랐을 때와 안 발랐을 때의 차이를 알기에,그러다보니 매트립은 상상도 못함근데 요거 덕분에 화장대의 장식용이던 맥 매트립을 써봤답니다 ㅜㅜ,물론 이것만 갖고는 부족한데 바르는 당시에는 꽤 좋은 성능을 하더군요,매트립 바르기 전날 진짜 이 정도로 발라도 되나싶을 정도로 두껍게 립밤이나 바세린을 입술위에 두껍게 올리고 아침에 눈떠서 가볍게 물티슈로 살살 닦아내면 각질이 팅팅 불어서 때처럼 밀려나오는데 그걸 다 닦아내고 씻고 기초바르고 요거 입술에 살짝 과하게 얹어 두고 베이스하고 아이 메이크업하고 머리도 말리고 고데기도 하고 그렇게 다 한 후에 휴지를 살짝 물었다가 그 입술 상태에서 매트립 바르면 맨지르르르르르 하게 이쀼리 하게 발려요,,,,,
G,P05,S06,80313,1,N,이거 입생  틴트 사니까 샘플로 귀오미 통에다준건데 향도 히말라야 립밤 향같은 좋은향 나고 진짜 잘스며들고 기름 일도 안 번쩍 거리고 답답한 느낌이 1도 없다,향이 나쁘진 않은데 입술에 발랏을때 로션 맛이 느껴져서 좀 별로에요 ㅠㅠ,흡수가 빨라서 즉각적인 수분감이 느껴져요,립스틱바를때 많이 사용하는데건조한 입술에 립스틱이 촥 발릴수있게해줘요각질도 부각되어보이지않고 발색도 잘되요무향인점도맘에들어요아쉬운점은 그냥 사악한 가격일뿐 별도의아쉬운점은 없어요,,,,,,
G,P04,S09,106938,0,P,패치,여드름,붙어있,붙인,,2.57,2.08,1.32,0.5,
G,P04,S09,106938,1,P,여드름 빨리 익게 만들어서 짜서 없애버릴려고 여드름 많이 날때 썼었는데 빨리 염증이 진행되긴해요엄청 드라마틱하진않고 붙여두면 여드름이 말랑해져서 짜기 좋은상태가 되요,그리고 패치 위에 화장도 잘 먹어서 제 피부랑 전혀 이질감이 없다는다른 패치들은 패치 붙인데만 화장이 안먹어서 누가 봐도 티나곤했는데,여태까지 써본 스팟패치들은 턱이나 입 주변에 붙이면 밥먹을 때 자꾸 떨어지곤 했었는데 이건 잘 붙어있어요,여드름 안에 있는 진물도 잘 빼주고 잘 붙어있어서 좋아요그래도 제품 퀄리티가 비슷하면 훨씬 저렴하고 양도 많은 올리브영꺼 쓰는게 훨씬 이득임,환절기 뾰루지 ㅜㅜ 얘로 다 해결해요,,,,,
G,P04,S09,106938,0,N,여드름,패치,,,,2.26,1.84,,,
G,P04,S09,106938,1,N,그렇다고 흉터가 작게생기지는 않아요,면세에서 5개씩묶어파는거 항상 사서씁니다 면세때 절대 안빼먹고 쟁여놔서 주위 지성인들한테 열심히 홍보중인 그런제품입니다밀착력좋고 붙여놓으면 딱짜기좋게 부풀어지고 다시짜고 붙이면 여드름 흉안져요ㅜㅜ 이미 귀차니즘으로 얼굴에 흉진게 몇개있지만 요샌 귀차니즘을 이겨내고 이걸로 열심히 없애는 중입니다,상처 아물게 하는 데 얘만한 거 없어요이 정도 가격이면 좋은 제품이라고 생각해요접착도 잘 되고 티도 하나도 안나요ㅎㅎ위에 메이크업하고 클렌징할 때 까지 몰랐어요다 좋은데 붙이고 조금만 지나고 떼어내도 끈적하게 피부에 남아있어서ㅠㅠ찝찝한거만 빼면 괜찮아요,지금껏 스팟 패치 5개 브랜드 제품 정도 써봤는데그중에 여드름 용도로는 이게 젤 좋았습니다우선 밀착력이 진짜 오지고요티가 안 나는 점도 다른 것보다 뛰어나요12개 3000원은 좀 비싼 편인데용량 많은 걸로 사면 용량대비 가성비도 좋고파는 사이트 알아뒀다가 전 눙크에서 샀는데세일 때 쟁여놓으시면 트러블이 두렵지 않아여사실 나면 엄청 짜증나죠ㅠㅜ 진정 제품이랑요 패치랑 잘 쓰면 약한 여드름은 금방 박멸여드름 말고 다른 스팟 용도로는 아직 안써봐서일단은 여드름 용도로만 추천 드릴게요,가장 별로인 건 패치가 얼굴에 예쁘게 안붙어있어요ㅜㅜ 굴곡진 곳은 패치 표면이 우글거리게 변하고 얼굴 근육 움직이는 곳은 잘 떨어지고 찌그러져요,,,,,
G,P04,S09,108442,0,P,좋아,좋았어요,촉촉하,얼굴에,아비,1.61,1.34,1.22,1.18,1.0
