SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,REVIEW_DOC_NO,REVIEW,LABELING,SPLIT_NO
G,P11,S37,150135,RVD-220317-0207215,향도 지금은 뭔가 이상하고ㅎㅎ큐큐ㅠㅠ 세정측면에서는 나쁘지 않아요 ㅎㅎ,"[('거품력', '세정'), ('향', '향도')]",3
G,P11,S37,12609,RVD-220317-0207211,트러블 없고 향에 민감하지않고 성분에도 예민하지 않은 피부 입니다,"[('효과', '트러블'), ('효과', '민감')]",1
G,P11,S37,12609,RVD-220317-0207211,타입은 복합성 아니면 중성인데 볼에 홍조가 있습니다메이크업 공부하느라 하루에 몇 번씩도 써봤는데 하루에 계속 써도 피부에 자극이 없을 정도로 순해요,"[('효과', '자극')]",2
G,P11,S37,12609,RVD-220317-0207211,볼쪽도 자극없이 잘지워집니당순한걸로 찾기는했는데 순해서 만족합니다워터라 클렌징이 약할까봐 걱정했는데 붓펜 젤 등등 여러 ㅌㅏ입 진한 화장까지도 다 잘 지워지고 지우고나서도 건조함없이 촉촉합니다,"[('보습력', '촉촉'), ('거품력', '지워'), ('효과', '자극')]",3
G,P11,S37,12609,RVD-220317-0207211,마스카라는 엄청 잘 지워지는것 같진 않지만 전반적으로 만족스럽네요,"[('거품력', '지워')]",4
G,P11,S37,88499,RVD-220317-0207207,클렌징워터 상위권을 유지하는 이유를 알 것 같은 제품입니다순하면서도 세정력이 좋은 클렌징워터 찾기가 쉽지 않은데요,"[('지속력', '유지'), ('거품력', '세정')]",1
G,P11,S37,88499,RVD-220317-0207207,저는 피부가 예민해서 병원에서도 꼭 화장품 신경써서 바르라고 하는 피부인데 요거는 믿고 쓰고 있어요,[],2
G,P11,S37,88499,RVD-220317-0207207,정말 민감성 피부에 잘 맞는 것 같아요,"[('효과', '민감')]",3
G,P11,S37,88499,RVD-220317-0207207,화장솜에 듬뿍 묻혀서 지우면 웬만한 색조 메이크업 다 지워지고 얼굴이 편해지면서 촉촉함이 남아요,"[('보습력', '촉촉'), ('거품력', '지워'), ('기타', '편해')]",4
G,P11,S37,88499,RVD-220317-0207207,잔여물 느낌은 없지만 이거 하고 나서 가벼운 클렌징폼으로 마무리 하는데 아주산뜻하고 좋아요,"[('거품력', '폼'), ('끈적임', '산뜻')]",5
G,P11,S37,105349,RVD-220317-0207197,기존에 클렌징 오일 쓰다 갈아탔어요,[],1
G,P11,S37,105349,RVD-220317-0207197,확실히 오일보다는 밤이 편해요,"[('기타', '편해')]",2
G,P11,S37,105349,RVD-220317-0207197,옷 갈아입고 멍때리면서 문질문질하면 화장 지워진다는 게 제일 맘에 들어요,"[('거품력', '지워')]",3
G,P11,S37,105349,RVD-220317-0207197,2차세안 해야되는 건 변함없지만 그래도 덜 귀찮은 느낌이에요,"[('거품력', '세안')]",4
G,P11,S37,105349,RVD-220317-0207197,향도 달달하니 괜찮고 안 거슬려요,"[('향', '향도')]",5
G,P11,S37,133521,RVD-220317-0207195,포장상태는 좋네요후기에 라이트한 감이 있다고 했는데 사실 몇 번 사용해보진 않았지만 맞는 것 같아요,[],1
G,P11,S37,133521,RVD-220317-0207195,보이는 찰랑거림으로도 가볍게 세안할 수 있겠구나 생각들고요근데 코에 있는 피지 제거나 딥한 클렌징이 된다는 느낌은 못받았어요ㅠㅠ 뭔가 두 번 사지는 않을 제품입니다쓰던 오일이나 오일밤이 더 나은 느낌,"[('거품력', '세안'), ('효과', '찰랑')]",2
G,P11,S37,133521,RVD-220317-0207194,감사하게도 평가단에 당첨되어 좋은 제품을 발견하게 되었네요라이트라는 제품명만큼 막 라이트한 건 아니에요클렌징 오일을 10년 쓴 짬바로 라이트라 할만큼은 아니지만 일반 클렌징 오일 제형이에요ㅎㅎ그런데 세정력은 진짜 좋아요마스카라가 진짜 깔끔하게 다 지워지고유화 과정도 너무너무 잘되요유화하면 얼굴에 유분기가 남질 않아서 이차 세안도 굳이 필요 없는 느끰좋아요,"[('보습력', '유분'), ('거품력', '세정'), ('거품력', '지워'), ('거품력', '세안'), ('기타', '깔끔')]",1
G,P11,S37,133521,RVD-220317-0207194,클렌징 오일 잘못사면 잘 지워지지도 않고 얼굴에 유분기 엄청 남는데 스킨1004 제품은 세정력 제형 모두 완전 만족입니당,"[('보습력', '유분'), ('거품력', '세정'), ('거품력', '지워')]",2
G,P11,S37,133521,RVD-220317-0207193,현재 글로우픽1위인 오일에 당첨되어 감사히 잘 써봤습니다라이트한제형으로 물에 닿으면 유화가 엄청잘되어서 빨리 클렌징을 할수 있어요,"[('효과', '물에')]",1
G,P11,S37,133521,RVD-220317-0207193,민감성피부인데 피지제거 효과가 있어 좁쌀이 줄어들었습니다 ㅎㅎ,"[('효과', '효과'), ('효과', '민감')]",2
G,P11,S37,133521,RVD-220317-0207193,자극이없는게 피부에 정말중요한데 마다가스카르 오일은 다른 시중오일들에 비해 자극이 거의 없습니다또하 클렌징 후 당김이 없어서 좋았습니다,"[('보습력', '당김'), ('효과', '자극')]",3
G,P11,S37,133521,RVD-220317-0207193,피부가 좋아지는 오일  오일은 금방금방 써서 저렴이들로만 구매했는데 홈페이지 들어가보니가격도 괜찮더라고요ㅎㅎ그리고 샘플로준 토너도 순해서 구매의향이 있어요,"[('향', '향이')]",4
G,P11,S37,133521,RVD-220317-0207193,스킨천사 브랜드 평가단으로 처음,[],5
G,P11,S37,133521,RVD-220317-0207193,알게되었는데 좋은 브랜드네요,[],6
G,P11,S37,133521,RVD-220317-0207192,평소 클렌징 워터 위주로 사용하고 클렌징 오일은 너무 무거워서 손이 잘 안가는 타입이였어요근데 평가단으로 이 제품 써보고 너무 맘에 들었습니다,[],1
G,P11,S37,133521,RVD-220317-0207192,일단 성분이 너무 착해서 세정력이 부족할 줄 알았는데파운데이션 아이라인까지 지우는데 부족함이 없더라구요그리고 생각보다 라이트한 타입이라 마무리도 산뜻해요곧 다가올 봄여름엔 피지블랙헤드까지 이 친구로 한번 관리해주려구요,"[('거품력', '세정'), ('끈적임', '산뜻'), ('효과', '블랙헤드')]",2
G,P11,S37,133521,RVD-220317-0207192,추천합니다,[],3
G,P11,S37,133521,RVD-220317-0207191,자극 없이 뷰드럽게 잘 지워져요평가단으로 받은 건데 너무 리치하지도 않고 세안 후에도 적당히 촉척해서 좋아요피부에 자극 없이 메이크업만 깨끗하게 지워져서 아주 만족스러워요,"[('거품력', '깨끗'), ('거품력', '지워'), ('거품력', '세안'), ('효과', '자극')]",1
G,P11,S37,133521,RVD-220317-0207191,향도 좋아용,"[('향', '향도')]",2
G,P11,S37,133521,RVD-220317-0207190,우선 클렌징은 역시 오일인가 싶습니다오랫만에 클렌징오일 타입을 접했습니다귀차니즘 때문에 클렌징워터로 닦고 씻고 끝냈지만 세안후화장솜으로 한번 더 닦기 마련이였지만이 스킨1004 오일 한번에 싹더구나 코피지까지 녹이는 점 에 두번 놀랐습니다클렌징 후 2 차세안으로 마무리는하지만 하고난뒤 건조함없이 깔끔한 마무리감 좋았습니다,"[('지속력', '오랫'), ('거품력', '세안'), ('기타', '깔끔')]",1
G,P10,S34,153608,RVD-220317-0207182,허니집 아가베 모이스처 라인허니집 아가베 수분 크림? 아가베잎추출물과 11종 히알루론산의 시너지로 깊고 진한 보습 효과생크림처럼 부드러운 발림으로 피부가 편안한 수분 크림피부를 모방하여 설계된 식물유래 유화제 적용으로 효과적인 유효성분 전달력 구현 풍부한 보습감을 전달하는 수분 컨디셔닝 크림,"[('발림성', '발림'), ('보습력', '보습'), ('보습력', '수분'), ('거품력', '풍부'), ('효과', '효과')]",1
G,P10,S34,153608,RVD-220317-0207181,마르지않는 수분의 비밀6개월동안 비가 오지않아도50도가 넘는 사막에서도 탁월한 수분능력저장을 보이는 식물 아가베그 아가베 성분을 그대로 담은 수분라인이에요허니집 아가베 수분크림50ml20000원11종 히알루론산 고보습 슬라이딩텍스처로피부보습장벽케어에 뛰어난 제품이에요식물유래 유화제 적용으로 효과적인 유효성분이 빠르게 전달된답니다생크림처럼 부드럽게 빨리 스며들어 끈적임없는 수분력이오래 지속돼 피부가 편안해져요피부가 많이 건조해서 여러번 레이어링해서수분제품 찾으시는분들예민해서 쉽게 기초라인을 선택하기 힘든분들께향에 민감한 분들께추천드려요?,"[('발림성', '부드럽'), ('지속력', '지속'), ('지속력', '오래'), ('보습력', '보습'), ('보습력', '스며'), ('보습력', '수분'), ('끈적임', '끈적'), ('효과', '효과'), ('효과', '민감')]",1
G,P10,S34,153608,RVD-220317-0207181,제품제공?파룸체험단허니집?honeyzip?스킨케어추천?스킨케어루틴?수분크림추천?kbeauty?skincare?허니집크림?에이집?azip,"[('보습력', '수분')]",2
G,P10,S34,133772,RVD-220317-0207171,피부과에 비치되어있는걸로처음,[],1
G,P10,S34,133772,RVD-220317-0207171,써보고 좋아서 구매했어요표면에 남는것없이 싹 흡수되고연어 추출물이 재생능력도 좋다고하네여기존에 쓰던 재생크림보다 좋은 것 같아요피부과에서 처음,"[('보습력', '흡수')]",2
G,P10,S34,133772,RVD-220317-0207171,사용해본거라믿고 사용해요,[],3
G,P10,S34,148879,RVD-220317-0207168,자극 없고 흡수력 좋고진정에 좋아요,"[('보습력', '흡수'), ('효과', '진정'), ('효과', '자극')]",1
G,P10,S34,148879,RVD-220317-0207168,손등에 아토피 올라왔는데 크림 바르는김에 같이 발라줬더니 나아지더라고요추천합니다,"[('발림성', '발라')]",2
G,P10,S34,147861,RVD-220317-0207165,토너에센스랑 세트로 같이 사용중입니다평소에 텁텁한 기초 제품은 사도 몇번 안쓰게 돼서항상 물토너로 닦토 하는 게 다였어요이 상품 같은 경우엔 수부지 건성이신분들은 아실 거에요수분 토너로 챙겨줘도 결국엔 겉부터 다시 건조해져요주미소 토너 같은 경우엔 쫀쫀한 에센스 제형이라 그런 게 좀 덜하긴 하지만 확실히 이 수분크림과 같이 사용했을 땐 피부가  속촉촉이 확실히 느껴져요,"[('보습력', '수분'), ('보습력', '촉촉')]",1
G,P10,S34,147861,RVD-220317-0207165,보통 스킨케어 하고 자고 일어났을 때 아침에 푸석푸석하기 마련인데 이 주미소 라인같은 경우엔 피부결이 보들보들해져있어요건성분들은 비추 덜 촉촉하실 거에요 ㅜ,"[('보습력', '촉촉')]",2
G,P10,S34,147861,RVD-220317-0207165,수부지는 사시사철 언제든 다른 제품이랑 레이어드하기 좋아요가벼운제품이라 지성과 수부지 분들에게 강추드립니다,[],3
G,P10,S31,139508,RVD-220317-0207158,이거 좋아요쫀쫀하고 잘 스며들고 피부가 편안해져요,"[('보습력', '스며')]",1
G,P10,S31,139562,RVD-220317-0207155,히알루로산이라 피부에 자극 없이 촉촉한데 환절기에 단독으로 쓰기에 속건조까지 잡아주진 못해서 건성인 분들에게는 비추장점이자 단점은 무겁지 않아서 화장이 밀리지 않는다 너무 가벼워서 건성분들은 속당김을 느낄 수 있다피지 분비량이 많은 지성분들이나 끈적임 없이 가볍게 흡수되는 앰플 찾으시는 분들께 추천드립니다,"[('보습력', '흡수'), ('보습력', '당김'), ('보습력', '촉촉'), ('끈적임', '끈적'), ('효과', '자극')]",1
G,P10,S31,139562,RVD-220317-0207154,이건 그냥 패키지 생김새처럼 100프로 수분용 앰플이에요속건조 고민이신 지성분들 추천합니다건성인 저는 이거를 퍼스트 에센스처럼 두세번 발라주고 크림 발라줬어요,"[('발림성', '발라'), ('보습력', '수분')]",1
G,P10,S31,139562,RVD-220317-0207154,단독은 절대 불가스미는게 굉장히 빠르고 히알루론산 특유의 그 밀리는듯한 느낌이 없어서 좋았습니다저한텐 굳이의 느낌이라 재구매는 안할거같아요,[],2
G,P10,S31,150316,RVD-220317-0207148,리프팅세럼이라고 해서 구입해서사서 쓰고있는데 지성인 저에게는 살짝 무거운느낌나이가 나이인지라  안티에이징그러면눈이번쩍용기나 디자인이 고급스러워요,"[('효과', '리프팅')]",1
G,P10,S31,150316,RVD-220317-0207148,바르고난후에는 촉촉함보다는 다소  무거워요,"[('보습력', '촉촉')]",2
G,P10,S31,150316,RVD-220317-0207148,가을겨울에 사용하기에 좋을것같고요건성피부이신분들이 좋을듯합니다나뿌지는 않습니다,[],3
G,P10,S31,150316,RVD-220317-0207148,피부타입이  맞는분들이 쓰시면 좋을듯싶어욪,[],4
G,P10,S31,141944,RVD-220317-0207146,수분이 많이 느껴지는 묽은 에센스 타입입니다제형이 쫀쫀하면서 영양이 풍부한 게 느껴지더라고요 영양감이 풍부하면 사용감이 답답하다고 느껴지는 경우도 있는데 그런 느낌 없이 쫀쫀하고 부드럽더라고요 마무리는 쫀쫀 그런데 답답하거나 무거운 느낌이 아니라 피부를 감싸주는 코팅해주는 느낌입니다,"[('발림성', '부드럽'), ('보습력', '수분'), ('거품력', '풍부'), ('효과', '영양')]",1
G,P10,S31,141944,RVD-220317-0207146,흡수가 잘 되더라구요,"[('보습력', '흡수')]",2
G,P10,S31,141944,RVD-220317-0207146,고르지 못한 피부 결도 매끈하게 정돈되는 느낌 영양감이 풍부한데 특히 보습에도 도움이 되더라고요 점도도 적당히 있어서 피부에 오래 유지되는 느낌이었네요,"[('지속력', '오래'), ('지속력', '유지'), ('보습력', '보습'), ('거품력', '풍부'), ('끈적임', '매끈'), ('효과', '영양')]",3
G,P10,S31,141944,RVD-220317-0207146,건조한 피부를 촉촉하게보습에도 도움이 되는데 쫀쫀해서 그런지 피부가 탄력 있게 통통거리는 느낌이 들어요,"[('보습력', '보습'), ('보습력', '촉촉'), ('효과', '탄력')]",4
G,P10,S31,141944,RVD-220317-0207146,다음 날 아침에 피부 결이 매끄럽더라고요발림성이 너무 부드럽고 바르고? 난? 후 보습이 되서 빠른 피부진정 효과를 볼 수 있어요끈적임도 없으면서 수분감과 보습감이 풍부해서세안 후 에센스 하나만 발라줘도 당기는 느낌이 전혀 들지 않았어요향도 은은하게 좋은 냄새가 날 듯 말듯 정도입니다펌핑 타입이라 위생에도 용이하면서 사용하기에도 아주 편리했어요,"[('발림성', '발림'), ('발림성', '발라'), ('발림성', '부드럽'), ('보습력', '보습'), ('보습력', '수분'), ('거품력', '풍부'), ('거품력', '세안'), ('끈적임', '끈적'), ('효과', '진정'), ('효과', '효과'), ('향', '냄새'), ('향', '향도'), ('기타', '편리'), ('기타', '위생')]",5
G,P10,S31,154628,RVD-220317-0207140,이거 한 번 쓰면 다른건 못 씁니다이 제품에 콜라겐이 들어가서 그런지 제가 이거 쓰고 나서 정말 피부가 초딩 피부로 돌아간 것 같았어요얼굴도 뭔가 탱탱해지고 광이 싸악 예쁘게 돌아서 저 어디가면 피부 좋다는 얘기 많이 듣고 다녔습니다ㅜㅜ용량이 많지 않아서 아껴써서 오래 썼는데 정말 좋은 제품이더라구요그리고 제가 얼굴 속 건조가 너무 심해서 화장하고 입만 벌려도 피부가 갈라지는 심한 건성이었는데 이거 쓰니까 화장이 뜨는게 뭔지 모르겠어요진짜 너무 좋아서 친구들한테 다 말해주고 다녔어요저는 살면서 광이 나는 피부는 가질 수 없을거다 라고 생각하고 살았는데 이 제품이 저의 그런 생각들을 다 날려버렸습니다이제 이제품 없이는 못 살것 같아요이벤트에 한 번 더 당첨이 된다면 좋겠지만 안되면 그냥 제 돈으로 사서 쓰려구요,"[('지속력', '오래'), ('효과', '광이')]",1
G,P10,S31,154628,RVD-220317-0207139,가격은 좀 비싸지만 피부가 탱탱해지는 느낌은 나는것 같아요근데 가격땜에 굳이 구매하진 않을 듯단점은 내용물이 안보여서 좀 그래요,[],1
G,P10,S31,138715,RVD-220317-0207138,?텍스쳐는 굉장히 묽고 가벼워요점성없이 흐르는 제형이예요발림성이 좋아서 전체적으로 펴바르기에 너무 좋으네요,"[('발림성', '발림'), ('발림성', '바르기')]",1
G,P10,S31,138715,RVD-220317-0207138,무엇보다도 끈적이지 않고피부표면에 겉돌지 않아 좋더라고요 시간이 지날수록 피부속으로 스며드는 느낌사용해본지 몇일이 지나지 않았는데 피부가 생기있고 맑아보여요 피부 탄력감도 좋구요피부가 짱짱해진 느낌이에요,"[('보습력', '스며'), ('끈적임', '끈적'), ('효과', '탄력'), ('효과', '생기')]",2
