SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
N,P04,S09,17423156227,1,떨어질때마다 자주구매하고있어요,재구매 의사 있어요,리뉴얼후는 어성초성분이 맨앞에 있습니다,진정 효과가 좋아요,속건조라 주름이 많이 생겨서 수분보충하려고 샀는데 촉촉하고 좋네요,,,,,
N,P08,S35,29880795618,0,시원,만족,좋습니다,쾌감,얼얼,34.58,11.24,11.09,9.79,9.3
N,P08,S35,29880795618,1,남편이 다른 청결제 사용감보다 진짜 말 그래로 얼얼 하답니다,화끈한 느낌은 그리오래가지않았으나 냄새땀 확실히 덜나고 좋아요,씻을때마다 시원하고 뭔가 비누나 이런걸로 씻고나면 씻고 얼마안되서도 뭔가 좀 그랬는데 청결제가 확실히 좋긴하네요,빠르게 잘받았습니다,왜 515를 먼저 사용한지 알겠습니다,,,,,
N,P05,S06,29710011621,0,샤넬,립밤,촉촉,들어요,품질이,9.05,7.39,7.12,5.45,4.52
N,P05,S06,29710011621,1,각각 포장도 예쁘게 해주셨고 리본도 고를수 있게 도와주셨어요,샤넬립밤은 촉촉해서 좋은데 지속력이 조금 아쉬워요,포장도 몹시 만족하고 배송도 빨랐습니다,양이랑 가격빼곤 다 맘에 듭니다,발색력 뚜렷하고 마무리감 촉촉하고 발림성 잘발리고 지속력도 오해가는 좋은 제품입니다믿고사용할수있는 제품이구 배송 또한 빠르고 모든점에서 만족하는 제품입니다이후 재구매 예정이구요,,,,,
N,P05,S05,28679601556,0,가을,컬러,색상,그레이,에스쁘아,21.5,20.87,17.62,16.96,15.68
N,P05,S05,28679601556,1,건조하지 않으면서 적당히 매트하게 보이게 발려요,생각했던것보다 더 발색력이 진해서 급 당황 립밤을 덧발라 연하게 조절하고 있습니다,좀 건조하고 뻑뻑한 느낌은 있어요,정말 가을가을한 색깔 요즘 이거만 바르는 중 팔목 아래에 바른 색상입니다,분위기잇어보여요,,,,,
N,P11,S37,9210541788,0,눈이,재구매,눈에,다래끼,있어요,35.86,24.57,18.03,14.99,13.05
N,P11,S37,9210541788,1,병원에서 쓰라고해서 쓰다가 인터넷이 더 싸길래  여기서 샀어요,나이가드니 모든 기능들이 떨어져서 눈에도 안구건조증에  아침에 일어나면 눈꼽이 한가득이고 눈도 시리고 많이 그랬어요,재구매좋아요,재구매순하고 좋아요,없으면 안되는 제품 딸아이 눈때문에 항상 사는겁니다,,,,,
N,P12,S03,29297530621,0,향이,향도,향은,머릿결이,향기,22.15,9.8,8.37,5.32,3.83
N,P12,S03,29297530621,1,안개분사에요,분사력도 좋고 엉킨 머리도 쓱쓱 잘내려가고 향도 좋네요,향이 아주 좋아요,백화점 샤 매장 가면 나는 냄새인데 고급스럽고 머리 젖어 있을때 뿌리고 드라이어 하면 정말 고급 살롱에서 관리 받고 난 머릿결이 됩니다,배송 진짜빨라요너무 좋아요향이 미쳤어요,,,,,
N,P12,S16,83955058872,0,네고왕,좋아,,,,2.51,0.74,,,
N,P12,S16,83955058872,1,네고왕으로 샀어요,패키지이뻐서 일단 만족해요,네고왕인데 이번껀 배송도 빠르고 샴푸향이 조으네요,배송도 빨리오고 네고왕 덕분에 합리적인 가격에 구매해서 쓸 수 있게되었네요,샀어요ㅋㅋㅋ 광희덕인듯ㅋㅋ 아직 쓰기 전인데 열어보니까 미용실에서 전용으로 쓰던 단백질 샴푸랑 비슷했어요,,,,,
N,P07,S01,21302845912,0,커버,발림성,좋습니다,있어요,촉촉,5.87,4.13,2.7,2.41,2.31
N,P07,S01,21302845912,1,손으로 안바르고 퍼프에 짜서 발랐더니 밀착력이 진짜 좋네요,너무 묽어요,촉촉하네요,센텔리아 첨 써보는데 아주 자연스럽게 커버되네요,이렇게 발림성 커버 유지력 좋은데 이렇게 할인 많이 하셔도 되는건가 싶어요,,,,,
N,P07,S01,13766859092,0,비비,커버력,오르자드,만족,좋습니다,10.23,7.35,6.04,6.0,5.1
N,P07,S01,13766859092,1,핑크비비 업그레이드 되고 처음써보는데쫌 예전보다 꾸덕해진것같아요,촉촉하구 들뜸 거의 없구 다만 전 21호를 쓰는데 그것보다 조금더 어두워요,노랑비비때부터 몇개째 쓰는지 모르겠네요,괜찮은것 같아요,예전부터 쓰던 거에요,,,,,
N,P10,S23,24311452526,0,여드름,효과,좁쌀,있어요,트러블,21.72,18.52,15.72,12.9,10.17
N,P10,S23,24311452526,1,한장씩 쓰는게 어색한지 잘 사용하지는 않네요,좁살 여드름에 좋아요,딸이랑 같이 쓰려고 샀어요,사용하는 중이라 효과는 지켜봐야겠지만 순하긴하네요,각질도 정리가 잘되고 산뜻하네요,,,,,
N,P06,S08,25565747522,0,속눈썹,효과,길어,눈이,눈에,43.7,33.17,22.42,10.3,8.26
N,P06,S08,25565747522,1,일단 사용한지 며칠만에 속눈썹이 검고 길어지는 걸 느꼈어요,설명서대로 아주 소량으로 바르고 잘 말리고하니 부작용은 없는것 같아요,역시젬소 짱  짱,효과는 반신반의 했는데 시간이 갈수록 효과가 보입니다,그렇게 눈에 띄게 길어지진 않는듯 해요숱은 늘은거 같아요,,,,,
N,P05,S06,21635899953,0,촉촉,색상,색이,색도,입술,15.56,13.79,12.73,12.72,11.37
N,P05,S06,21635899953,1,레베쥬 립밤 쓰다가 친구 추천으로 샀는데 발색도 그렇고 화한 느낌 정말 좋아요,색상도 예쁘고 촉촉해요,빠른배송 좋아요,촉촉하고 색도 예쁘고 발림성도 좋아요,각질이 부각되지는 않지만 아주 잘되는지는 좀더 고민해볼께요,,,,,
N,P10,S31,24462314522,0,효과,주름,목주름,촉촉,모르겠,21.73,12.2,11.24,9.73,9.31
N,P10,S31,24462314522,1,끈적끈적한 크림이 실처럼 늘어나는데 막상바르면 촉촉하니 잘스며들어요,아직그러나 향도 적당하고 끈끈한데 스며들게 다르고 나면 불쾌감 없이 알맞게 촉촉하고요팔꿈치 발뒤꿈치에 발라 보세요,배송 빠르고 좋아요,수고하세요,수분 유지가 엄청 오래 가는 건 모르겠지만 이정도면 이 가격에 촉촉,,,,,
N,P08,S35,21793063318,0,거품,효과,부드럽고,순하고,재구매,17.37,12.51,12.41,11.62,11.12
N,P08,S35,21793063318,1,좋아요,평소 생리기간마다 질염이 다시 생길랑 말랑 해서 관리하는게 여간 힘든게 아니었어요,리뷰보고 평이 좋아 구매했는데 배송이 엄청 빨라서 깜짝놀랐어요,가격이 비싸서 저만 쓰려고요일단써보고 좋으면 재구매의사있어요,2번째 구매인데 역시나 만족우선 한번만 펌핑해도 거품이 풍성해서 꽤나 오래썼던거같아요,,,,,
N,P08,S47,7431723011,0,향이,조말론,향수,포장도,향도,35.13,17.79,16.61,13.9,13.58
N,P08,S47,7431723011,1,지속성이 4시간정도 근데 꾸준히 한번씩 향이 은은하게 남아있긴해요,주로 면세점에서 구입했는데 면세점 갈수가 없네요,향 좋고 포장도 예쁘게 왔어요,향이 너무 좋아요,향이 되게 좋아요,,,,,
N,P08,S35,7056120940,0,각질,때가,저렴하게,피부가,만족,8.77,7.0,5.64,5.38,4.79
N,P08,S35,7056120940,1,자주 애용하는 상품이라 주문합니다 가격도 착하고 좋아요,좋다는 소리를 여러번 들어서 케스트삼아 300짜리 주문했어요,친정엄마가 좋다고 주문해 달라셔서 여러개 구매했어요,아주 좋습니다,때가 정말 잘나오게 해줌니다,,,,,
N,P02,S25,10933825800,0,저렴하게,향도,아빠,만족,향이,15.39,14.92,10.85,10.66,10.19
N,P02,S25,10933825800,1,잘쓰고있습니다,배송은 빨라고 화장품은 제가 사용하던 아이오페 맨 이랑 별로 차이 모르겠고여 향이 좋다는 리뷰 보고 사봤는데 향이 좋으나 오래 가지는 않네요,편하게 잘 사용하고 있어요,아버지 선물해드렸는데 좋다고 하시네요,피부가 촉촉해요,,,,,
N,P07,S15,23389838493,0,발색,예뻐요,색이,색상,생각보다,12.96,11.17,7.91,7.77,5.29
N,P07,S15,23389838493,1,사진보다 조금 어둡고 발색력이 진하네요,맑은 수채화빛이에요,가성비 좋고 믿고 쓰는 페리페라에요,뽀용뽀용해져요,색상 너무 귀엽고 꾸안꾸 메이크업 할 때 좋은거 같아요,,,,,
N,P10,S23,15557523298,0,촉촉,겨울에,건조,있어요,라네즈,27.82,9.25,8.08,7.66,7.46
N,P10,S23,15557523298,1,그냥 스킨보다는 진짜 크림스킨이라는게 딱 맞는거 같아요,보습지대로다요,향도없어서 거부감도없고 피부에도  자극적이지않은거 같아요,완전 악성 수부지여서 기초제품 살때 많이 예민한 편이에요크림스킨은 확실히 다른 제품보다 수분감도 많아서 이 계절에 딱 입니다샘플도 받고 에코백도 받고 만족해요,입소문 자자한 크림스킨 써보고싶었는데 후기가 너무 좋아서 여기서 구매했네요,,,,,
N,P08,S13,28417039554,0,세타필,저렴하게,촉촉,좋습니다,보습,17.2,11.4,10.85,10.64,9.32
N,P08,S13,28417039554,1,대용량이라 부담없이 듬뿍 발라요,저렴하게 잘 구매했습니다,잘받았습니다,제품 좋고 배송이 빨라서 더 좋았어요,겨울이 되면 항상 잘 쓰고 있어서 이번에도 구매했습니다,,,,,
N,P02,S25,11234530489,0,향도,저렴하게,아빠가,향이,만족,12.25,10.72,7.64,7.62,6.82
N,P02,S25,11234530489,1,향도 좋고 촉촉해서 좋다고,피부에맞아서 잘쓰고있어요,오프라인이랑 같아요,로션이 먼저 떨어져서 추가구매입니다,향도 적당하고  보습도 잘되고 촉촉합니다,,,,,
N,P07,S01,14239004785,0,커버력,비비,만족,트러블,발림성,15.36,13.32,7.91,7.18,6.69
N,P07,S01,14239004785,1,평소 피부가 민감한데도 불구하고 전혀 뜨거나 올라오는 것 없이 밀착력도 좋고 지속력도 오래 가서 이 제품만 몇통째 쓰고있어요,촉촉합니다,발색도 너무 좋고 자극도 없는너무 좋아요,초보양이랑 비슷한데 초보양 보다도 단독으로쓰긴 좋아요,병원에서만 구매가능한줄 알았는데인터넷 구매 가능해서 좋았습니다,,,,,
N,P08,S35,28759260557,0,시원,좋습니다,만족,재구매,쿨링,14.72,10.74,7.32,5.82,3.17
N,P08,S35,28759260557,1,처음,시원하고 상쾌하다고 해서 자주 사용합니다,향이 오래가는지는 몰겠어요,시원시원합니다,찾던제품 입니다,,,,,
N,P07,S01,8861244331,0,커버력,발림성,촉촉,비비,좋습니다,6.4,5.28,4.82,4.43,3.92
N,P07,S01,8861244331,1,좋습니다,적정한 가격대에서 아주 만족합니다,무너짐없이 오래유지 되고 자연스러운 광이 나는것도 좋습니다,발림성 커버력 딱 좋습니다,물광나는 비비에요,,,,,
N,P07,S01,82262950953,0,감사합니다,빠르,저렴,,,1.64,1.41,1.06,,
N,P07,S01,82262950953,1,처음,감사합니다,제품에  유통기한이 없어서 그게 아쉽긴하나  싸게 잘 구입했습니다,직구라 오래 걸릴줄 알았는데 일주일도 안걸리네요,배송도 빠르네요,,,,,
N,P07,S01,22848335426,0,커버력,감사합니다,지속력,실버라벨,비비,3.93,2.51,2.09,2.06,2.04
N,P07,S01,22848335426,1,지속력 오래가고 들뜨지 않아요,만족합니다,늘 쓰던 제품입니다,쓰던거 백화점에서 규매하는것보다 싸게 샀어요,오 만족해요,,,,,
N,P07,S01,11053484957,0,섞어,파데랑,파운데이션이랑,발림성,에르보리앙,12.51,8.38,5.28,4.11,3.35
N,P07,S01,11053484957,1,다른 비비 크림에 비해서 매트한 편에 속하는 비비크림이에요,색상만 보고 샀다가 얼굴에 너무 건조해서 못쓰던 파운데이션이 아주 밀착력있게 잘 올라갑니다,비비만 단독으로 사용해봤는데 역시 색이 좀 아쉽네요,CC와 BB모두 궁금했던 에르보리앙제품  두제품 모두 적당하게 좋은가격으로 받아볼수있어서 너무좋습니다,발림성은 좋습니다,,,,,
N,P06,S28,83485940089,0,웜톤,팔레트,색이,발색,레오제이,14.58,12.44,11.93,10.36,10.05
N,P06,S28,83485940089,1,웜톤인데 잘 쓸게요,진짜 잘만들었어요,색상구성이 좋답니다,좋아요,공홈보다도 먼저 오픈해서 받아 볼 수 있어 좋았습니다,,,,,
N,P07,S01,9317693217,0,반트,촉촉,커버,가볍게,자연스럽게,5.16,5.09,4.37,3.98,2.89
N,P07,S01,9317693217,1,항상쓰는제품입니다,제품은 매번 사용하던 제품으로 제겐 매우 만족스러운 제품이구요,최근에 한 5가지 제품을 돌고돌아 다시 반트로 돌아왔네요,추천해서 써봤는데 괜찮아요,근데 웬걸 써보니 생각보다 묻어나지도 않고 얇고 가볍게 발리는게 딱 제가 찾던 거네요,,,,,
N,P07,S01,12413438381,0,비비,촉촉,커버력은,발림성,만족,6.73,6.39,5.05,3.56,2.97
N,P07,S01,12413438381,1,피부톤이 진짜이쁘게 표현되네요,잘받앗습니다,제가 싸본 비비중이에서 제일 촉촉하고 오래유지돼요 맨얼굴에 비비만발라도 하루종일 촉톡하게 유지되서 깜짝놀랐아어요,심수련 메이크업 보고 왔습니다,내추럴  쓰다가 이번에 브라이트 샀는데 저한테는 좀 부담스럽게 밝아요,,,,,
N,P07,S14,83861286551,1,너무 저렴하길래 바로 구매했습니다 항상 쓰는 제품이라 여러개 쟁여놓을가했는데 일단 하나만 구매했어요 받아보니 유통기한 임박인것같더라고요 여러개 안쟁이고 하나만 구매하길 잘한것같아요 매번 쓰는 제품이라 다 쓰고 재구매할것같아요,,,,,,,,,
N,P09,S22,11415677047,0,좋습니다,백탁,발림성,있어요,만족,13.58,11.39,9.7,9.0,8.8
N,P09,S22,11415677047,1,가격저렴하고 좋아요,순하고 발림성도 좋,몇통째 쓰는 닥터지 선크림입니다촉촉하고 발림성도 좋구요,엄마가 얼굴 끈적거리는거 싫다고 썬크림 안바르셨는데 이건 써보더니 좋다고 하셨어요,리뷰보고 구매했어요,,,,,
N,P09,S22,27212153522,0,톤업,좋습니다,있어요,저렴하게,만족,8.35,8.13,7.15,6.56,6.29
N,P09,S22,27212153522,1,착한 가격에 트러블 없이 잘 사용하고 있습니다,다만 선크림인데 색이 있어서인지 마스크에 묻더라구요,좋아요,늘잘쓰고있어요,항상 사용하는 선크림입니다 가격저렴한걸로 잘샀어요,,,,,
N,P11,S38,21285684073,0,클렌징,오일,순하고,재구매,촉촉,11.21,9.5,9.28,5.56,5.07
N,P11,S38,21285684073,1,그것 외에는 피부에 자극도 없고깨끗해지는 느낌이라 좋아요,순하고 트러블 없이 촉촉해요,생각했던거보다 순하도 너무좋아요,재구매해서 계속 쓰고있네요,청미정 팬이에요,,,,,
N,P07,S01,14077590839,0,좋습니다,바닐라코,가볍게,저렴하게,톤업,1.75,1.44,1.39,1.36,1.29
N,P07,S01,14077590839,1,나쁘지않아요,항상쓰는거에요,그냥 마스크쓰고 좀 편하게 다니고 싶은데 어디 사람만날때 가끔이라도 쓰려고 샀어요맨날 쌩얼하니 저도 가끔 거울보면 미안함,평이 좋아서 샀는데 색이 좀 칙칙한 편이에요,발림도좋고 오래유지되어 만족합니다,,,,,
N,P07,S01,82401314153,0,좋아,,,,,0.98,,,,
N,P07,S01,82401314153,1,오래동안 사용하던 제품입니다,잘 받았습니다 만족해요,너무좋네요,친절하게 상담해주시는 판매자분덕에 구입때마다 기분이 좋아요,약간 어두운것같았는데 바르니 오히려 밝은거보다는 잡티만 지운얼굴같아요,,,,,
N,P07,S01,82531773225,0,홍조,커버,만족,붉은,,1.64,1.27,1.17,1.03,
N,P07,S01,82531773225,1,파운데이션과 같이 사용해보니 밀착력이 좋고 자연스러워요,베이스로 쓰기에도 좋고 단독으로 써도 좋은 제품이에요,너무 만족 스러워요,좋습니다,재구매입니다,,,,,
N,P07,S01,82649009778,0,촉촉하고,커버,배송도,좋습니다,비비,4.02,1.68,1.67,1.56,1.55
N,P07,S01,82649009778,1,오랜만에 써서 뻑뻑함이 익숙치 않는데 그래도 잘 바르면 괜찮을 거 같아요,피부결도 좋아보이고 커버력도 나쁘지 않고 가격 좋고 홍조도 있는데 톤도 업되고 좋아용,만족합니다,가벼운 비비 맘에듭니다,추천받아서 구입해봤어요,,,,,
N,P07,S45,27860613528,0,발색,예뻐요,광이,글린트,추천,20.77,20.23,18.2,10.33,9.82
N,P07,S45,27860613528,1,자연스럽게 광나서 좋았어요,여기저기서 너무 예쁘다고 소문이나서 고민하다 구매하게되었습니다,반짝이고 색상도 맘에 들어요,수고하셨습니다,오 발색 진짜 진해서 잘 조절해야할 것 같아요,,,,,
N,P12,S16,20991784508,0,지성,만족,좋습니다,있어요,거품도,10.72,7.85,7.26,6.39,6.39
N,P12,S16,20991784508,1,5년째임 지성두피는 여기로,저렴하게 샀어요,산뜻하고  좋아요,다만 거품 내고 조금 있다가 행구는게 더 시원한 것 같아요,탈모 비듬에 효과 좋아 정착했어요,,,,,
N,P07,S15,7498416579,0,발색,예뻐요,치크팝,색상,색이,21.75,21.07,15.12,14.59,10.61
N,P07,S15,7498416579,1,겨울딥 걸친 여름뮤트인데 뜨지 않고 딱 좋네요정말 기대이상이었어요,이뻐요  아직 얼굴엔 안발라봤긴한데 빨리 써보고싶네요,종이포장 꼼꼼히 잘해서 왔구요,너무 서고싶던 색인데 자연스럽게 잘 발색되네요,안깨지고 잘 왔어요,,,,,
N,P07,S01,22436153468,0,감사합니다,좋습니다,발림성,사용하,바르고,4.01,2.2,1.67,1.56,1.34
N,P07,S01,22436153468,1,빠른배송 감사합니다,재구매하는 상품입니다,매년을 계속 이 제품만 쓰고있어요항상 쓸때마다 너무 만족하고특히 겨울에는 건조함을 잘잡아줘서 너무 좋아요,흰색 제형이라 처음엔 하얀데 시간이 좀 지나면 파운데이션색이 됩니다,좋아요,,,,,
N,P05,S06,25402701522,0,립밤,촉촉,향도,입술,저렴,26.63,22.47,16.04,15.0,14.58
N,P05,S06,25402701522,1,동생이 저렴하고 완전 좋은 립밤이라고 해서 한번 써보고 저도 바로 구매했어요잘때마다 바르는데 전혀 두껍거나 진득한 느낌없이 촉촉해져요,예전에 파리가서 세개에 이천원꼴로 잔뜩 사와서 이것만 쓰다가 구매하려니 비싸더라구요,배송도 빠르고 가격도 저렴하고 유통기한도 길어서 좋아요,스틱만 쓰다가 바이오더마로 바꾼지 몇년된거같네요,매년 67통이상 사서 쟁여두고 씁니다,,,,,
N,P07,S01,17565951268,0,인셀덤,감사합니다,비비,만족합니다,발림성도,5.79,4.7,3.96,2.81,2.65
