SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
G,P12,S32,149785,1,이 제품은 거품도 잘나고 유분기도 잘 빠져서 두피가 시원해지는 느낌이에요,저에게는 아로마티카 제품은 두피에 자극이 너무 심하고 거품도 덜나는 느낌이었어요,이걸하고 나면 염색이 벗겨지더라구요이상하게그동안 두피관리를 안해서 지성두피로 바뀐거 같아요 ㅠ,향도 좋고 일주일에 한번씩  꼬박 꼬박 쓰니까 확실히 피지개선에 효과가 좋네요하지만 뻑뻑해서 쓰시는 샴푸랑 함께 쓰시는걸 추천드려요같이 섞어서 사용하면 소금스크럽느낌이 온화해지면서샴푸하기도 편합니다이걸 쓰면서 2주에 한번 하는 뿌리염색을 일주일에 한번씩 하고 있어요 ㅜㅜ,물리적 자극을 덜 주는 느낌그리고 두피 스케일링 제품 치고는 거품이 잘 나는 편이에요,,,,,
G,P12,S49,122994,0,염색,색도,바르기,푸딩,냄새,6.36,3.12,2.94,2.61,2.03
G,P12,S49,122994,1,저렴한 편에 다른 제품들보다 간편하고 색은 나름 잘나오지만 머리털을 개털로 만드는 매직 셀프염색인데 당연한거아니냐라기엔 지금까지 써본 염색약 중 머릿결 제일 안좋게된 제품 중 12위를 다투는,색도 잘 나오고 좋습니다,염색할땐 이것만 사요바르기도 편하고 색도 잘나오고 머리도 덜상하고 색도 다양하고 할인도 자주해서 좋아요,색은 이쁘지만 얼룩도 잘생기고 머릿결 많이 상해요 ㅠㅜ,구성이 야무지게 들어있고 진짜 푸딩제형임 색깔도 예쁘게 잘 나오는 편이고 올리브영에서 세일하거나 원쁠원도 자주 해서 손도 많이 감 유튜버 영상 보고 산건데 한 번 푸딩에 맛들인 뒤로는 염색할 때는 얘만 찾게 되는듯,,,,,
G,P04,S09,151199,0,화이트닝,시트,얼굴에,효과,밀착,4.33,4.13,3.94,3.35,2.98
G,P04,S09,151199,1,마스크에 들어있는 에센스가 점도가 높은 투명한 타입이고 양이많다마무리감은 다소 쫀득거리고 빤딱하게 마무리되서 피부가 되게 좋아보인다ㅋㅋ 하지만 내기준 속수분을 채워주는 느낌은 기존 사용하던 다른팩보다는 쪼금 떨어지는 기분 ㅎ뭣보다 이제품은 시트가 특징적인데 공홈에보면 코코넛 워터를 발효하여 만든 천연시트라고 쓰여있다,굳이 설명하자면 다른 젤팩 같은건 팩의 액체를 젤이 흡수하고있고 젤을 꾹 누르면 안에서 에센스가 나오는데 요제품은 에센스를 머금은 양은 소량이고 사실상 시트에 에센스가 발려져있는 느낌이다,자극이 간다는게 아니라 우리가 평소쓰는 그 재질이 아니라는 뜻 ㅎㅎ어떤분이 비닐같다고 하신게 그런이유가 아닐까싶다,미백효과는 물론 진정효과도 있어서 얼굴이 많이 맑아졌어요,요즘 마스크를 장시간 끼고있느라 붉은기가 장난 아니었는데 이 마스크를 하고나서 확실히 가라앉아있는 게 보이더라구요,,,,,
G,P04,S09,75645,0,패치,여드름,트러블,효과,붙이,8.49,7.58,3.74,3.67,3.58
G,P04,S09,75645,1,커다란 피지가 빠지면 구멍이 뻥 뚫리는 경우가 있는데 이걸 붙이면 새살이 차고 감쪽같이 구멍이 메워져요,피지가 차 있는 여드름의 경우 12시간 정도 붙여놓으면 피지가 불어서 패치를 떼고 닦아낼 수 있어요,꾸준히 쓰고 있는 여드름 패치에요독특하게도 터지기 전후로 구분되어 있습니다,전 뻘겋게 부어오른 여드름은 좀 가라앉혀줍니다,ㆍ피지가 찬 여드름이나 작은 여드름에서는 효과가 크게 눈에 띄진 않아요,,,,,
G,P07,S45,146895,0,쉐딩,자연스럽게,컬러,색상,그림자,9.85,4.75,4.59,4.26,3.7
G,P07,S45,146895,1,코는 진한색으로 선을 따고 그 위에 연한걸로 선을 풀어준다 애교살은 진한 걸로 그려준다 턱은 연한걸로 하고 진한걸로 더 해준다 브러쉬가 부드럽지는 않다,첫번째 색상 코쉐딩할때 완전 잘 쓰고있어요,3가지색으로 나눠지지 않고 한통에 되어있는데 유명한게많은데 써봤을때 개인적으로 그런건 색이 연하게 발색될때가 있어서 만족하지 못했었는데 이건 딱 발색이되서 좋은것같아요,선명하고 확실한 음영 주는 것을 좋아한다면 어딘가 아쉽단 판단 들 수도 있겠다,추천함 내 본래 피부에는 하단 색감이 좀 진하게 발리기도 함 난 쉐딩 빡 몰아넣는 거 좋아해서 양조절하고 포인트 줄 곳만 쓰면 괜찮을 듯 또한 내 피부보다 톤다운 화장할 적이 많아 만약 그럴 시 어느 정도 감안해줄 만함,,,,,
G,P08,S46,149474,0,향이,핸드크,좋아,보습,향은,13.27,4.81,4.26,3.97,3.76
G,P08,S46,149474,1,꿀팁 알려드리자면 목뒤나 손목에도 발라주면 향수 대체해서 사용하기 너무너무 좋아요,바르는 즉시 흡수가 빠르게 되어서 손 위에서 유분감 겉도는거 싫어하시는 분들은 굉장히 좋아하실것같아요향 유지력은 중간정도에요,보습력과 향기 두가지 모두 만족스러운 핸드크림중에 하나에요,끈적이는거 싫어하는 저한테 아주 최적화된 제형이지만 향이 굉장히 취향과 동떨어져 있고 용기가 정말 불편해요,플로럴계열인데 라튤립이랑 비슷한 것 같기도 하고 그러네요,,,,,
G,P08,S46,12953,0,바르고,발이,각질,풋크림,촉촉,8.1,4.35,3.88,3.66,2.55
G,P08,S46,12953,1,사용해봐서 아직 잘은 모르겠지만충분히 바른 후 보습효과는 있는 거 같긴한데별 큰 차이는 못 느끼겠네요,풋크림 여기저기 많이 사용해봤는데 뉴트로지느 제품이 최고에요,어쨌건 발이 애기 엉덩이 처럼 부드러워져서 기분이 좋습니다,양말 신으면 바닥에 기름이 묻지 않을 뿐더러 보습력이 더 좋아서 발 상태도 훨씬 더 좋아진답니다,,,,,,
G,P10,S02,72369,0,수분,향이,진정,향도,어린쑥,4.96,3.85,3.08,2.98,2.64
G,P10,S02,72369,1,촉촉해서 좋다 수분감이 많아서 여름에도 좋았음,금방 날아가고 이거 하나만 바르면 안되고 크림도 덧발라 줘야해요,수분감 충전돼고 자극이 적어서 바르기 편해요,끈적이지 않고 부드럽게 발리는 플루이드예요,가볍고 산뜻하지만 촉촉함을 오래 유지시켜주고 순해서 피부가 민감성이신 분들도 부담없이 사용하실 수 있을거에요,,,,,
G,P10,S31,145810,0,향이,세럼,청자몽,잡티,흡수,4.82,4.68,3.62,2.89,2.72
G,P10,S31,145810,1,드리마틱하지는 않지만 얼굴 톤이 살짝 밝아지는 느낌 보습은 강한 편은 아니니 다른크림과 함께 사용해야 해요,잡티세럼이라 해서 사용해보았어요,다만 양이 좀 빠르게 줄어서 아쉬워요 ㅠㅠ,기 보다는 피부가 좀 밝아진 느낌그런데 울굿불굿하게 뭐가 올라오고 화농성 뽀루지 나서 얘 때문인지 새로산 스킨 때문인지 검증 중오일이 들어가서 얘를 의심하긴 하고 있음결론 트러블은 얘 때문이었네요,전혀 순한제품이 아니었다,,,,,
G,P10,S34,148879,0,시카,진정,트러블,흡수,보습,5.58,5.47,3.32,3.31,3.0
G,P10,S34,148879,1,여름이나 아님 지성분들은 하나만 발라도 되실 듯하루가 다르게 보기싫은 아이들이 들어가고 있는 것을 확인했으며 역시 진정효과는 고순도 95 시카 바이옴의 위력이랄까요,그리고 경건하게 손을 깨끗하게 씻고 웰라쥬 리얼 시카 카밍 크림을 얼굴에 각각 덜고부드럽게 펴바릅니다,,,,,,,,
G,P11,S37,80600,0,클렌징,지워,오일,세안,워터프루프,4.9,3.58,2.77,2.02,1.86
G,P11,S37,80600,1,페이스북 광고로 보다가 구매해서 사용한지이주일째인데 여태쓴 폼클렌징오일티슈들보다 훨씬잘지워지고 얼굴당김없고 향도좋아서재구매율100,그리고 떠낼수있는 스틱이 들었고 스틱을 보관하는 자체적 공간도 있어 잃어버리지 않고 깔끔하게 사용할 수 있어서 좋았어요,체온으로 녹여가며 부드럽게 롤링하니 아이리무버 사용하지 않고도 마스카라까지 깔끔하게 녹여냈어요,이제품은 사용해보니 밤타입치고도 세정력이 좋은 편이에요,오일 사용할때 펌핑하면 손바닥까지 다 발리다보니 많은 양이 필요하고 팔에 흘러 지저분해지는데 밤타입은 그렇지가 않아서 요새 너무 잘 사용하고 있어요 ㅎㅎ,,,,,
G,P11,S37,3596,0,지워,가격도,눈에,눈이,순하고,4.29,4.17,3.48,2.3,1.94
G,P11,S37,3596,1,에뛰드나 스킨푸드나가격도 그렇고 세정력이나 다른 부분들에서는 사실 큰 차이는 사실 모르겠지만어퓨가 미세하게 좀 더 순한느낌이 들어서 이걸로 정착했어요,정말 순해요,세정력도 나쁘지 않아서 몇 통을 썼던 제품이예요,,,,,,,
G,P12,S16,148342,0,향이,거품이,향은,좋아,향도,8.31,3.59,2.6,2.49,2.4
G,P12,S16,148342,1,다만 향이 오래 지속 되는지는 모르겠어요,러쉬제품은 저에겐 두피가 가려웠는데 이제품은 두피는 편안합니다,러쉬제품이랑 향도 비슷하고 색도 똑같네요,짜고나면 그 주변이 보라색으로 물들여잇어요 ㅠㅠ,선물받아서 사용했는데 가렵지도않고 향은 너무 좋고요 단점은 퍽퍽한 꾸덕한제형이라 물을 엄청묻혀서 거품을내야해요ㅜㅜ,,,,,
G,P10,S34,153608,0,수분,아가베,보습,흡수,있어서,10.03,3.76,3.4,3.33,3.21
G,P10,S34,153608,1,허니집 아가베 모이스처 라인허니집 아가베 수분 크림? 아가베잎추출물과 11종 히알루론산의 시너지로 깊고 진한 보습 효과생크림처럼 부드러운 발림으로 피부가 편안한 수분 크림피부를 모방하여 설계된 식물유래 유화제 적용으로 효과적인 유효성분 전달력 구현 풍부한 보습감을 전달하는 수분 컨디셔닝 크림,심한 건성이라 다른 수분크림은 바르고 나면유분이 부족해선지 그래도 당기는 느낌이 있었는데이 제품은 당김도 덜하면서 산뜻 촉촉하게 흡수됩니다,그렇다고 번들거리거나 하지는 않고흡수 빠르고 산뜻하면서도충분한 수분감을 공급해서 괜찮네요,이 라인의 토너와 에멀전은아주 산뜻하고 수분감 많은 묽은 제형이었는데수분크림은 좀 더 유분감이 느껴지는 제형입니다,민감하지 않은 고보습 장벽케어를 원하시는 분들 추천추천,,,,,
G,P02,S25,13159,0,향이,좋아,향도,남자,오빠,3.08,1.98,1.04,1.0,0.97
G,P02,S25,13159,1,카모마일 성분이 들어있는거 화장품을 되게 좋아하는데그성분이 들어가있더라구영 ㅎㅎ자극적이지 않았습니다 ㅎ,아빠가 써보셨음 해서 구매했는데 향이 좀 아쉽다고 하시더라구요,맨라인은 좀 향이 강하거나너무 시원해서 자극이 있지 않을까 싶었는데전혀 그런느낌 못받아서 아주 만족해요촉촉하고 흡수력도 좋고 피부에 끈적이는 잔여감이없어서 좋아요,손바닥에 덜어서 두드리면서 바르고흡수시켜도 좋네요,아빠한테 선물했는데 향도 은은하고 촉촉해요프리메라 순해서 더 믿음이가요,,,,,
G,P05,S05,122860,0,입술,펄이,컬러,글로스,색상,5.0,3.61,3.39,3.25,3.17
G,P05,S05,122860,1,스틸라의 펄이 아이글리터에만 나타나는 것이 아니라 이번 립글로즈에도 펄 표현이 장난이 아니더라고요 이번 립글로즈는 촉촉함은 물론이고 유리알처럼 빛나는 광택이 매력적인 글로시한 립틴트에요윈윈컬러에도 자연스러운 펄이 은은하게 나타나는게 얼마나 영롱한지 진짜 사진으로 보셔도 충분히 느끼 실 수 있으실거에요,그리고 립글로즈에서 플럼핑 효과가 나타나서 통통한 입술표현도 가능해요,,,,,,,,
G,P08,S46,153975,0,핸드크림,록시땅,향이,보습,좋아,4.79,2.47,2.44,2.25,1.84
G,P08,S46,153975,1,항상 큰용량을 사다보니 손 뿐만 아니라 팔꿈치 무릎 발바닥에 다 발라주는데 확실히 보습감이 오래간다나는 개인적으로 이 촉촉함이 좋은데 끈적인다고 싫어하는 분들도 많았다,록시땅은 핸드크림 자체 기능에 충실하다 묵직하게 발리는데 또 기름지거나 미끌거리지도 않고 충분히 촉촉하게 느껴진다,시어버터 묵직해서 안좋아하는데향이 포근해서 좋아서 바르게됨가벼운타입 좋아하는데 향이 진짜 포근하고 부드럽고너무 좋잖아요,시어버터 향 저는 무난무난했는데 향 별로라고 생각하시는 분도 있을거같아요,,,,,,
G,P10,S31,154879,0,피토스테롤,트러블,성분,앰플,사용하,2.4,1.99,1.97,1.96,1.34
G,P10,S31,154879,1,성분도 좋고 진정도 어느정도 괜찮고막 앰플 중 원탑이다,쫀득한 제형이라 피부에 밀착이 잘 되지만 끈적임,,,,,,,,
G,P10,S23,134094,0,자극,커서,촉촉,있어서,수분,4.25,2.63,2.51,2.13,1.91
G,P10,S23,134094,1,붙이고 한참 지나도 촉촉함,촉촉하고 상요하고 나면 피부 각질이 잠재워져서 좋더라고요 무난템입니다,딱히 트러블리나 좁쌀이 올라오지 않아서 순하게 잘 사용하고있습니다,잠시 올려두면 피부 진정에도 좋아요,안에 내용물도 많이 들어서 촉촉했어요,,,,,
G,P11,S37,12609,0,클렌징,지워,자극,세정력,워터,5.8,4.02,3.42,2.66,2.42
G,P11,S37,12609,1,마스카라는 엄청 잘 지워지는것 같진 않지만 전반적으로 만족스럽네요,볼쪽도 자극없이 잘지워집니당순한걸로 찾기는했는데 순해서 만족합니다워터라 클렌징이 약할까봐 걱정했는데 붓펜 젤 등등 여러 ㅌㅏ입 진한 화장까지도 다 잘 지워지고 지우고나서도 건조함없이 촉촉합니다,타입은 복합성 아니면 중성인데 볼에 홍조가 있습니다메이크업 공부하느라 하루에 몇 번씩도 써봤는데 하루에 계속 써도 피부에 자극이 없을 정도로 순해요,트러블 없고 향에 민감하지않고 성분에도 예민하지 않은 피부 입니다,괜찮은 제품 찾으면 안 바꾸고 계속 쓰는데 이거도 그 중에서 하나입니당4년정도 쓰고 있는데 무난하고 2차 세안해서 세정력도 괜찮아요,,,,,
G,P09,S22,154311,0,톤업,자외선,자연스럽게,정도의,차단,4.73,1.88,1.81,1.64,1.53
G,P09,S22,154311,1,가을봄까지만 잘쓸듯바르자마자 촉촉하지만 유분기가 돌아서 기름종이로 흡수를 해주면 어느정도는 쓸만한 제품크림같은 부드러운 발림성과 자연스러운 반톤 톤업은 장점이나 딱 거기까지ㅠㅠ,복합성인 저조차 유분기가 심한데 지성이신 분들은 절대 못쓰실듯특히 여름엔 저도 못쓸것 같아요 ㅋㅋ,헤라에서 톤업선크림이 나왔다고 하여 요즘같이 화장도 잘 안하고선크림만 바르는 제가 완전 기대했던 제품이에요,이미 2통을 사놔서 다 쓰긴 하겠지만 재구매는 안할 것 같네요ㅠㅠ,비싸다고 다 좋은게 아니라는 걸 느끼게 해준 헤라 선톤업크림자외선차단지수도 높고 톤업이라는 말에 혹하고 사버렸는데저랑은 정말 안맞았어요선톤업크림 치고는 피부에 발랐을때 파운데이션바른듯한 무거운 느낌도 있었고 유분기가 너무 많이 올라와서 트러블도 조금씩나서 전 하루써보고 당근당근,,,,,
G,P10,S31,154948,0,자극,가벼,수분,,,1.67,1.21,1.0,,
G,P10,S31,154948,1,캡슐이 부드럽게 터져서 민감피부인데도 자극이 없었습이다,이거 바르고 잔 다음날 쌩얼 자신감이 뿜뿜 ㅋㅋㅋㅋ기대 안했는데 너무 기대이상이었던 가벼운 수분앰플인데 기능성까지 들어있고 순하기까지 하니 참 좋네요,들어본 생소한 브랜드에다 제품력이 어떨지 전혀 가늠이 안가서 잔뜩 긴장한채 발라봤는데 제가 지금 바르는 무거운 에센스보다 낫네요,,,,,,,
G,P02,S25,3457,0,트러블,랩시리즈,얼굴에,산뜻한,향도,2.37,2.27,1.94,1.68,1.54
G,P02,S25,3457,1,오빠한테는 향이 조금 진하지만 애프터쉐이빙으로 사용하기 좋은 제품이라고 해서 다 쓰면 재구매하는 제품입니다,그냥 무난해서 계속 손이 가는 제품이라고 하네요,그다지 아저씨 냄새가 나지 않아서 젊은 남자가 쓰기에도 딱 좋아요,순하고 바로 매끈한 감이 들어서 좋다고 합니다,자희 집 건성피부인 남자가 주로 쓰는건데 비오보다 더 보습감이 좋다고 하는데 평점은 더 낮네요,,,,,
G,P04,S09,139131,0,붙이고,눈가,피부에,패치,수분,3.37,3.32,2.79,2.61,2.49
G,P04,S09,139131,1,다만 정면으로 반드시 누워지기 추천얼굴 꾸겨지면 주름 생겨요 ㅠ,눈 맡에 붙이고 자기 좋은 제형촉촉하고 눈 밑을 밝혀줍니다,좀 더 탱탱해 집니다,눈밑이 일단 촉촉해서 기분이 좋아요,아침 저녁으로 세안하고 토너로 정리하고 눈에다 올려 놓고 있어요,,,,,
G,P04,S09,139771,0,촉촉,수분,좋았어요,시트,순하고,3.38,2.95,1.98,1.7,1.61
G,P04,S09,139771,1,마스크 착용한 후로 1일1팩 되어버린나 마스크 착용하니 피부 예민해져서 수딩마스크가 열내리기엔 제피부엔 너무 젛앗어요,,,,,,,,,
G,P04,S09,115554,0,팩을,효과,촉촉,브라이트닝,시트,2.72,2.56,2.2,2.18,1.87
G,P04,S09,115554,1,원단이 너무 얇지도 두껍지도 않아 밀착력도 좋았어요,이 팩은 34일에 한번만 관리해도 충분히 피부가 촉촉하고 좋아서 만족했어요?,가장 좋았던 점은 코가 크고 높은 편이라 항상 시트가 짧거나 코부분 밀착이 되는 팩이 없었는데 이 팩은 코부분 시트도 다른 팩에 비해 길고 밀착도 되서 너무 좋았어요 ?,그리고 유분감과 수분감이 적절하게 느껴져서 팩을 하고 난 직후 흡수시켜주면 보송하게 마무리 되었어요,피부타입  민감성수부지?,,,,,
G,P12,S16,20577,0,향이,향도,향은,드라이,냄새,4.56,3.06,2.72,2.67,2.09
G,P12,S16,20577,1,효과가 중첩될수록 덜해지니까,훨씬 뽀송해짐그리고 나서 그 다음날엔 꼭 머리 감아주세요 ㅎㅎ,향도 좋고 다만 심하게 떡졌을때 늦잠 잤다,뽀송뽀송해지긴 해요,저는 그닥 효과가 없었어요 ㅠㅠ,,,,,
G,P12,S16,89583,0,볼륨,드라이,향이,효과는,떡진,3.46,3.04,2.54,2.1,1.97
G,P12,S16,89583,1,자주 사용하면 머릿결이 상하는 느낌도 든다오리지널에 비해 향도 답답 텁텁하고 유분을 잡아주지도 못 하는 느낌이라 비추그래도 오리지널은 거의 생필품이 되었을 정도로 인생템이다,무조건 오리지널 사세요오리지널을 너무 잘 써서 볼륨까지 살릴 수 있는 버전으로 구매해봤는데 이건 드라이 샴푸보단 헤어 스프레이처럼 딱딱하게 고정된다근데 그게 오히려 유분과 엉겨 떡지는 느낌이고 딱히 헤어 스프레이만큼 볼륨을 살려주지도 않음,내 맘대로?조절하며 쓰기는 어려울 것 같고적당히 적응해서 대충 뿌리고 털어주는 게 최선인 것 같다또 분사력이 너무 짱짱해서 조금 약해도 좋을 것 같은 느낌심하게 떡진 머리도 커버?가능할?것 같지만인간적으로 좀?샴푸하고 일상에서 늦잠 자거나 밤샘 급하게 나갈 때 등등 사용하면 딱 좋을 것 같다,만족스럽다가스 때문인지 쿨링감?낭낭하고샴푸 대신해서 파우더리한 향 얹어주시니 감사하다노즐이 뻑뻑해서?,기름기도 잘 빠지고 볼륨감도?느껴지는 게진짜 머리 감은?것처럼?보여서 넘나?,,,,,
G,P12,S16,140451,1,작은 사이즈가 급하게 휴대하기 너무 좋았어요떡진머리카락을 급하게 풀어주는 용도는 좋은데뭔가 그 가루가 무겁게 다시 가라앉는 느낌이라구매하고 자주 사용하지는 않았어요ㅠㅠ,,,,,,,,,
G,P05,S06,21043,0,매트립,입술,각질,립밤,발색,6.7,6.27,4.5,3.1,3.04
G,P05,S06,21043,1,립밤각질잠 재워주고 지속력 높여줍니다,매트한 립이라도 이거 바르고 바르면 각질부각도 덜하고 지속력도 높아지는거같아요,사계절내내 저처럼 입술 트는데 매트립 예쁘게바르고싶으신분들 꼭 경험해보세요 ㅎㅎ,이거쓰면 립발색유지력이 확 올라가요 특히 매트한 타입 립은 얘랑 꼭 같이 발라주고 있어요,그래서 다시 사용법을 찾아보고 립메이크업 전에 프라이머처럼 싸용했더니 입술 발색력도 확 올라가고 입술 주름고 매끈하게 채워져서 입술이 예뻐보여요,,,,,
G,P07,S42,151408,0,커버,21호,얇게,미샤,매트,4.52,3.95,3.37,3.13,2.56
G,P07,S42,151408,1,색 자체도 너무 노랗거나 붉지 않고 딱 이쁜 색이에요,,,,,,,,,
G,P11,S37,55477,0,지워,컬픽스,눈에,리무버,에뛰드,5.77,5.58,3.67,3.28,2.74
