SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,REVIEW_DOC_NO,REVIEW,LABELING,SPLIT_NO
G,P11,S37,154606,RVD-220323-0138474,향이 일단 사과향도 잘나고 세정력도 좋아서 너무 만족했어요,"[('거품력', '세정'), ('향', '향이'), ('향', '향도')]",1
G,P11,S37,154606,RVD-220323-0138474,그리고 피지그런것두 잘 녹구 피부결도 부드러워져서 너무 만족했어요,[],2
G,P11,S37,154606,RVD-220323-0138474,다음번에 다쓰면 사서쓸려구요,[],3
G,P11,S37,154606,RVD-220323-0138473,글로우픽덕분에 체험할수있게된 아리얼 제품입니다,[],1
G,P11,S37,154606,RVD-220323-0138473,항상 1차클렌징은 오일로 하고 있거든요,[],2
G,P11,S37,154606,RVD-220323-0138473,그만큼 오일을 특히나 좋아해서요,[],3
G,P11,S37,154606,RVD-220323-0138473,간단한 클렌징은 오일로도 완벽히 클렌징이 되더라고요 이제품은 순수하게 딱 장점만 뽑은듯해요특히 모공관리가 되어서 저한테는 알맞은 제품이었네요,[],4
G,P11,S37,154606,RVD-220323-0138473,피부 오일링이 되었을때도 자극없이 되어서 더 만족했습니다,"[('효과', '자극')]",5
G,P11,S37,154606,RVD-220323-0138473,클렌징후도 당김없이 보드라워서 건조함은 전혀 느껴지지않았어요,"[('보습력', '당김')]",6
G,P11,S37,154606,RVD-220323-0138473,오일특유의 냄새도 없어서 더 만족했어요특히 눈 클렌징은 따로 안해보고 아리얼제품만으로도 했는데 오 클렌징깔끔하게 잘 되어서 더 좋아요,"[('향', '냄새'), ('기타', '깔끔')]",7
G,P11,S37,154606,RVD-220323-0138472,화장은 잘 지워지는데 피지제거는 글쎄요 원래 쓰던 제품 다시 쓰고있어요,"[('거품력', '지워')]",1
G,P11,S37,154606,RVD-220323-0138472,이제품은 나쁘지 않은데 특출난 장점이 없어서 손이 잘 안가여 유화 빠르게 잘 되고 세정력도 괜찮은데 인공사과향이 조금 거슬려요,"[('거품력', '세정'), ('향', '향이')]",2
G,P11,S37,154606,RVD-220323-0138472,내돈주고 사라면 안살 것 같음,[],3
G,P11,S37,154606,RVD-220323-0138472,가볍게 화장지우려는 분들께는 추천함 향이 너무 인공적이라 더 손이 안갈지도,"[('향', '향이')]",4
G,P11,S37,154606,RVD-220323-0138471,향에 대한 말이 많던데 사실 향이 안들어가는데 성분으로서는 더 좋지만 저는 사실 쓰는데 기분이 좋아서 크게 신경쓰지 않았어요,"[('향', '향이')]",1
G,P11,S37,154606,RVD-220323-0138471,인공적인 사과향이지만 어렸을때 먹던 불량식품 생각이 났기에 퇴근하고 지쳤을때 맡으면 음그래 그랬었지 하면서 화장 지우게 해준답니다ㅎ물같이 매우 가벼운 제형이고 포인트 메이크업은 리부버로 1차 세정해준뒤 사용하면 매우 잘 지워져요,"[('거품력', '세정'), ('거품력', '지워'), ('향', '향이')]",2
G,P11,S37,154606,RVD-220323-0138471,리무버 없이 바로 쓰면 남는게 조금 있었구요,[],3
G,P11,S37,154606,RVD-220323-0138471,유화가 잘되긴 하지만 유화 전에 먼저 물에 씻겨나가는게 있어서 조금 애매해요,"[('효과', '물에')]",4
G,P11,S37,154606,RVD-220323-0138471,하지만 끈덕하고 묵직한 오일보다는 이런 가벼운 오일이 유화가 훨씬 잘되니 쓰기 편하더라구요,"[('기타', '편하')]",5
G,P11,S37,154606,RVD-220323-0138470,향이 다 했다,"[('향', '향이')]",1
G,P11,S37,154606,RVD-220323-0138470,상큼하고 맛있는 사과향이 납니다,"[('향', '향이')]",2
G,P11,S37,154606,RVD-220323-0138470,인공적이고 맛있는 향오일 자체도 좋아요,[],3
G,P11,S37,154606,RVD-220323-0138470,롤링하면 가볍게 느껴지는데 자잘한 피지가 뽑히는 느낌이 납니다,[],4
G,P11,S37,154606,RVD-220323-0138470,손 끝에서 느껴지는 오돌토돌함이란 씻고 나서는 피부가 바로 보들거리는 거 같아서 더 좋구요,[],5
G,P11,S37,154606,RVD-220323-0138470,1차 향이 좋고 2차 세정력이 좋고 3차 피부결이 좋습니다,"[('거품력', '세정'), ('향', '향이')]",6
G,P11,S37,154606,RVD-220323-0138470,오일 필요하신분 추천 한번 해봐요,[],7
G,P11,S37,154606,RVD-220323-0138469,다른 클렌징오일에 비해 묵직한 느낌이예요아이라이너도 마스카라도 쓱쓱 잘 지워져요하지만 조금 트러블이 있어서 좀 아쉬워요,"[('거품력', '지워'), ('효과', '트러블')]",1
G,P11,S37,154606,RVD-220323-0138468,향에대한 말이 많았군요ㅋㅋㅋㅋㅋㅋ저도 사실 향이 너무 불호에요인위적인 사과향인데 정말 잘 맡으면 퓨어한 느낌이고처음,"[('향', '향이')]",1
G,P11,S37,154606,RVD-220323-0138468,딱 맡을때엔 멀미나는 향 ㅋㅋㅋ그래도 원재료가 상품성이 없어 버려지는 사과를 이용한다는취지는 너무 좋은 것 같아요클렌징도 잘 되고 유화도 부드럽구요꾸준히 사용하니 피부결 개선도 미약하지만 느꼈구요꾸덕한 오일이 아니라 스킨처럼 흐르는 제형이라가볍고 사용 후에도 찝찝하지 않아요제품력은 정말 맘에드는데 사실 향이 진짜 머리가 좀 아프네요,"[('발림성', '부드럽'), ('효과', '개선'), ('향', '향이')]",2
G,P11,S37,154606,RVD-220323-0138467,세정력 민감도 모두 마음에 들었어요,"[('거품력', '세정'), ('효과', '민감')]",1
G,P11,S37,154606,RVD-220323-0138467,향도 제가 느끼기에는 음 향 좋네 요정도로 났고요 재구매 의사 있어요,"[('향', '향도')]",2
G,P11,S37,154606,RVD-220323-0138466,피부도 따갑지않고 얼굴에 트러블도 생기지않아요특히 턱에 피지있으신분들 동글동글 굴리다보면 피지가 쏙 너무좋아요,"[('효과', '트러블'), ('효과', '생기')]",1
G,P11,S37,154606,RVD-220323-0138465,지성 피부라 항상 클렌징 오일 23개 쟁여놓고 사용하는 중인데 이 제품 괜찮았어요원래 아리얼 클렌징 티슈를 워낙 잘 써서 세정력에는 믿음이 있었는데 역시나 배신하지 않네요세정력 만족스러운 수준이었고 사용감도 좋았습니다,"[('거품력', '세정')]",1
G,P11,S37,154606,RVD-220323-0138465,클렌징 오일 제품 중에 종종 너무 묽어서 제대로 클렌징이 되지 않거나 너무 묵직해서 롤링이 잘 되지 않는 경우가 있는데 이 제품은 비교적 가벼운 사용감에 롤링도 유화도 잘 되어서 편하게 사용할 수 있었어요요새 마스크 쓰느라 진한 화장을 잘 안 하긴 하지만 색조도 잘 지워주고 피지도 잘 뽑는 편이라 좋았습니다향은 상큼한 사과향이 나요,"[('거품력', '지워'), ('향', '향이'), ('향', '향은'), ('기타', '편하')]",2
G,P11,S37,154606,RVD-220323-0138465,다만 조금 인공적인 느낌이 있습니다,[],3
G,P11,S37,154606,RVD-220323-0138465,전 향을 별로 가리는 편은 아니라 별 상관없었는데 좋고 나쁘고를 떠나서 향에 민감하신 분들은 좀 거슬릴 수도 있을 것 같아요,"[('커버력', '가리'), ('효과', '민감')]",4
G,P11,S37,154606,RVD-220323-0138464,애플사이다 딥클렌징 오일 모공속 노페몰 에 좋은성분 3가지 사과 성분 이에요,[],1
G,P11,S37,154606,RVD-220323-0138464,사과식초 사과쯥 그린애플 추출물 적극강추 본품을주세요,[],2
G,P11,S37,154606,RVD-220323-0138464,쌤플 은 ㅠㅠ,[],3
G,P11,S37,154606,RVD-220323-0138463,전 향은 인공적이긴 하지만 하루 마무리 하면서 기분 좋데 클렌징 할 수 있는 상큼한 향이라 괜찮았어요가벼운 제형감으로 롤링이 잘 되서 넘 좋구요,"[('향', '향이'), ('향', '향은')]",1
G,P11,S37,154606,RVD-220323-0138463,롤링하면서 피지가 장 밀려 나오는 것도 넘 만족스러웠어요,[],2
G,P11,S37,154606,RVD-220323-0138463,물과 만났을 때 유화도 잘 되서 뽀드득뽀드득 잘 씻겨지는 것도 만족스러웠어요,[],3
G,P11,S37,154606,RVD-220323-0138462,클렌징으로 지우기 전에 자주 사용하는데 오일 성분이라 유화가 안 될까봐 걱정 했는데 물에 엄청 잘 녹고 화장도 엄청 잘 지워집니다,"[('거품력', '지워'), ('효과', '물에')]",1
G,P11,S37,154606,RVD-220323-0138462,모공 블랙헤드나 화이트 헤드 녹여주는지는 모르겠지만 지성민감성 피부인데 부작용 전혀 없어 좋고 양도 적당하고 향은 사과 향인데 인공적 이어서 저는 별로였어요,"[('효과', '블랙헤드'), ('효과', '민감'), ('향', '향은')]",2
G,P11,S37,154606,RVD-220323-0138462,상큼하고 달달한 향 좋아하시는분 추천해요,[],3
G,P10,S34,154883,RVD-220323-0138457,진정에 좋은지는 그다지 잘 모르겠어요,"[('효과', '진정')]",1
G,P10,S34,154883,RVD-220323-0138457,제가 시카성분 기초 썼을때 제대로 효과 느낀적이 없는걸 보면 스냥 저한테 시카가 잘 안맞는 것 같기도 합니다,"[('효과', '효과')]",2
G,P10,S34,154883,RVD-220323-0138457,제형이 좀 취향이 아니에요ㅠㅠ수분감 많은 제형이라고 생각했는데 좀 더 끈적하고 유분기가 많아요,"[('보습력', '수분'), ('보습력', '유분'), ('끈적임', '끈적'), ('향', '향이')]",3
G,P10,S34,154883,RVD-220323-0138457,흡수가 빠르게 되는 제형은 아니라 저녁에 좀 도톰하게 바르고 자면 아침에도 좀 끈적이는게 남아있어요,"[('보습력', '흡수'), ('끈적임', '끈적')]",4
G,P10,S34,155003,RVD-220323-0138456,쫀쫀한 타입 얼굴에 펴바르면 약간 백탁현상처럼 좀 많이 문질러야 했음,"[('효과', '백탁')]",1
G,P10,S34,155003,RVD-220323-0138456,문지르면서 서서히 스며들며 끈적이지 않게 흡수되었음,"[('보습력', '흡수'), ('보습력', '스며'), ('끈적임', '끈적')]",2
G,P10,S34,155003,RVD-220323-0138456,다발리고 나면 끝마무리가 굉장히 촉촉한 느낌이고 시간이 지나도 속건조없이 기분좋은 찹찹한 느낌 향도 세지않고 성분도 자극적이지 않아서 무난하게 쓸수있는 제품인듯,"[('발림성', '발리'), ('보습력', '촉촉'), ('효과', '자극'), ('향', '향도')]",3
G,P10,S34,155003,RVD-220323-0138455,엄청 끈적거려요바를때 좀 스며드는 시간이 기네요,"[('보습력', '스며'), ('끈적임', '끈적')]",1
G,P10,S34,155003,RVD-220323-0138455,좀기름지고요대충 발랐더니 눈썹  허옇게 됐어요거울보고 싹싹 펴발라야해요끈적거려서 좀 별로구나 싶었는데 엄청 촉촉하게 오래가네요,"[('발림성', '발랐'), ('발림성', '발라'), ('지속력', '오래'), ('보습력', '촉촉'), ('끈적임', '끈적')]",2
G,P10,S34,155003,RVD-220323-0138455,촉촉한점은 좋아요,"[('보습력', '촉촉')]",3
G,P10,S34,154326,RVD-220323-0138451,그린 플라보노이드 30 크림 후기지난 여름 진정 효과로 크게 인기를 끈 진정 라인 그린 플라보노이드 라인의 후속 제품이라 기대를 하며 써보았어요이 제품은 시카보다 17배 강한 진정 크림으로이를 기념하고자 1월 7일에 출시되었다고 해요제형은 흰 색의 젤 크림과 일반 크림의 중간 제형이에요진짜 부드럽게 발려 빠르게 흡수되었고 마무리감은 끈적임없이 산뜻해서 좋았어요바른 후에는 광이 나고 피부가 매끈매끈해지는 느낌이에요피부 속까지 수분감과 보습감으로 채워 속건조를 잡아줘서 정말 좋았어요특허받은?식물 영양소인 그린 플라보노이드가 고함량 함유된 진정 크림으로 시카 성분보다 동일 조건 상에서 약 17배174 더 높은 진정 효과가 있다고 하니 저같은 예민한 피부에 딱이더라구요원료부터 패키지까지 클린하고 용기도 튜브 타입이라 위생적이고 사용하기 넘 편리했어요무엇보다 민감하고?트러블 고민이 많은 피부도 안심하고 사용할 수 있도록 4가지 인체 적용 테스트 완료 뿐만 아니라 실리콘 FREE에 모공을 막지 않는 피부 천연 보호막 스쿠알란을 함유하여 논코메도제닉 숨 쉬는 보습으로 진정과 보습을 한 번에 케어할 수 있어서 마음에 들었어요모공을 막지않아 덧발라도 답답함이 없어서 피부에 듬뿍 발라서 수면팩처럼 활용해도 좋아요이런 분들께 추천드려요,"[('발림성', '발려'), ('발림성', '발라'), ('발림성', '부드럽'), ('보습력', '보습'), ('보습력', '흡수'), ('보습력', '수분'), ('끈적임', '끈적'), ('끈적임', '산뜻'), ('끈적임', '매끈'), ('효과', '영양'), ('효과', '광이'), ('효과', '진정'), ('효과', '트러블'), ('효과', '효과'), ('효과', '민감'), ('기타', '편리'), ('기타', '위생')]",1
G,P10,S34,154326,RVD-220323-0138451,시카나?,[],2
G,P10,S34,154326,RVD-220323-0138451,어성초로 해결되지 않는 진정 고민이 있는 분  라이트한 크림은 보습력이 부족하고 리치한 타입은 트러블을 일으키는 민감성 피부 소비자를 위한 제품 보습 크림을 바르면 트러블이 날까봐 걱정되는 민감성 트러블 피부 타입,"[('보습력', '보습'), ('효과', '진정'), ('효과', '트러블'), ('효과', '민감')]",3
G,P10,S34,154806,RVD-220323-0138450,피부타입 수부지 민감성 피지고민저는 피부가 굉장히 예민하고 유분이 많으면서도 또 속건조가 굉장히 심한 피부라 잘맞는 수분크림을 찾기 넘 어려워요환절기에 날씨가 급격하게 바뀌면서 피부가 뒤집어졌는데그때 제 피부를 구해준 크림이 바로 라네즈  크림수분감수분이 폭발하는 엄청 촉촉하고 쿨링감이 느껴지는 그런 타입은 아닙니다,"[('보습력', '수분'), ('보습력', '촉촉'), ('보습력', '유분'), ('효과', '쿨링'), ('효과', '민감')]",1
G,P10,S34,154806,RVD-220323-0138450,적당하게 촉촉한듯 아주 작은 히알루론산 입자가 겉을 보송하게 코팅해주면서 속건조를 잡아주는 깔끔한 느낌의 수분감입니다발림성 바를때는 슈크림처럼 부드럽고 흰 크림을 쫀쫀하게 피부에 올리는 느낌이고 피부에 파우더를 바른 것만 같은 엄청 보송보송한 마무리감으로 마무리가 됩니다제형이 참 신기하다고 느꼈고 완전 가벼운 느낌 유분감도 전혀 느껴지지 않고 수분감이 쉽게 날라가지 않아 하루종일 건조하지 않았어요피부결 이 제품을 사용하고 나서 피부결 개선이 많이 됐어요피부 장벽이 정말 탄탄해지는 느낌이 확 들어서 너무 만족했고 피부가 좀 더 생기있어 보인다는 느낌이 들어서 기분이 좋았습니다,"[('발림성', '발림'), ('발림성', '부드럽'), ('보습력', '수분'), ('보습력', '촉촉'), ('보습력', '유분'), ('끈적임', '보송'), ('효과', '개선'), ('효과', '생기'), ('기타', '깔끔')]",2
G,P10,S34,154806,RVD-220323-0138450,이 크림을 바르고 자면 다음날 피부가 쫀쫀탱탱해지고 매끈해진게 만지면 다 느껴져요,"[('끈적임', '매끈')]",3
G,P10,S31,154847,RVD-220323-0138440,악건성인 제가 비플레인을 좋아하게됐어요,[],1
G,P10,S31,154847,RVD-220323-0138440,워낙에 순하고수분감 많은 앰플들을 잘 만들지만악건성인 제겐 좀 건조했거든요ㅠ50ml대용량 할인때우연히 히알루론산 앰플을 샀는데다른 많은 히알루론산 제품들과 다르더라구요,"[('보습력', '수분')]",2
G,P10,S31,154847,RVD-220323-0138440,식물성 히알루론산을써서 그런지 제형이 조금 특이해요묵직한데  수분감도 느껴져요처음엔 낯선 질감이 익숙하지 않았지만바르고 나니 잘 맞는 마스크팩 한 것처럼 탱탱해졌어요겨울에 모든 피부의 꿀템이 될거 같아요,"[('보습력', '수분'), ('끈적임', '질감')]",3
G,P10,S31,154881,RVD-220323-0138439,막 올라오려고 하는 붉은기있는 좁쌀에도진정효과가 빠릅니다조금 도톰하게 올려놓고 자면 다음날 아침에 붉은기 잡히고더 올라오지 않더라구요완전히 없어지지는 않지만 그래도 여태 써본스팟 제품중에 제일 빠르게 눈에 보이게 효과있어요,"[('효과', '진정'), ('효과', '효과')]",1
G,P10,S31,154881,RVD-220323-0138438,드라마틱한 효과는 아니지만 약간 진정효과가 있는 것 같다고 느꼈습니다,"[('효과', '진정'), ('효과', '효과')]",1
G,P10,S31,154881,RVD-220323-0138438,밤마다 트러블 부위에 발라주면 가벼운 트러블은 좀 빨리 진정되는 것 같아요,"[('발림성', '발라'), ('효과', '진정'), ('효과', '트러블')]",2
G,P10,S31,154881,RVD-220323-0138438,하지만 큰 트러블에는 크게 효과가 있지는 않았어요,"[('효과', '트러블'), ('효과', '효과')]",3
G,P10,S31,155002,RVD-220323-0138437,릴렉싱 에센스 토너와 같이 사용하였음보통 토너로 피부정리를 하고 세럼을 바르는 편인데 토너로 하번 수분을 채우고 바르는 느낌이라 피부에 두번 속수분을 채워주는 느낌이였음,"[('보습력', '수분')]",1
G,P10,S31,155002,RVD-220323-0138437,역시나 자극적이지 않고 끈적이는걸 싫어하는데 산뜻하게 마무리되는 느낌이 좋았음,"[('끈적임', '끈적'), ('끈적임', '산뜻'), ('효과', '자극')]",2
G,P10,S31,155149,RVD-220323-0138436,바르면 피부가 쫀쫀해지는 느낌이 들고 잡티가 옅어지는 속도가 빨랐어요,"[('커버력', '잡티')]",1
G,P10,S31,155149,RVD-220323-0138436,재구매 할거같은 제품 ㅜㅜ,[],2
G,P10,S31,154153,RVD-220323-0138435,진짜 고급지고 성분도 좋고 사용감도 좋아요,[],1
G,P10,S31,154153,RVD-220323-0138435,선물로도 좋을 것 같고 자극없이 부드럽게 발리고 흡수도 잘 되어서 너무 좋아요,"[('발림성', '부드럽'), ('발림성', '발리'), ('보습력', '흡수'), ('효과', '자극')]",2
G,P10,S31,154153,RVD-220323-0138435,건성인데 당기거나 건조함이 없어요,[],3
G,P10,S31,154153,RVD-220323-0138435,진짜 좋습니다 가격이 약간 더 착하면 좋겠어요,[],4
G,P10,S31,154153,RVD-220323-0138434,배두나 세럼이라고도 불리는데 미세주름 탄력저하 등을 케어해준다고 해요,"[('탈모', '주름'), ('효과', '탄력')]",1
G,P10,S31,154153,RVD-220323-0138434,전 피부가 극예민한 편이라 저녁엔 저자극밖에 사용하지 못해서 아침에 화장하기 전에 기초로 바르고 있는데요,"[('효과', '자극')]",2
G,P10,S31,154153,RVD-220323-0138434,이거 하나만 발라도 보습이 충분하더라고요 전 아침에 바르지만 화장도 잘 먹고 영양감이나 보습이 진짜 충분해서 저녁에 바르시는걸 추천 드리고 싶어요,"[('발림성', '발라'), ('보습력', '보습'), ('효과', '영양')]",3
G,P10,S31,154153,RVD-220323-0138434,그리고 펌핑하려면 Open Close로 돌려서 위로 열리고 하는데 케이스도 깔끔하면서 고급스럽고 만족했어요,"[('기타', '깔끔')]",4
G,P10,S31,154153,RVD-220323-0138434,별점 1점 없는건 가격이 조금 세서 아쉽다는 점 나머지는 다 만족하고 사용하고 있습니다,[],5
G,P10,S31,154153,RVD-220323-0138433,피부타입  악건성 민감성                         예민해지면 건선접촉성 피부염 올라옴제형  꿀처럼 끈적할것 같이 생겼음 사용감  근데 반전 두드리는게 아니라 문질러만줘도 끈적임 없이 피부에 겁나 빠르게 흡수되서 비싼팩한것처럼 피부가 맛있는거 먹은 느낌남향  허브향 섞인 풀향 약간 아주 옅은 편백수향같은게 나는데 개인적으로 호 좋음수분감  솔직히 수분감은 기대 안하고 프로폴리스 에센스 바른다음에 발랐다가 개깜놀 수분크림에 영양크림까지 다 발라서 피부속이 꽉 찬느낌유분감  내가 유수분 부족형 악건성인데 물광 완성되는걸 보면 어느정도 유분이 있는거임 근데 이 유분감이 오일의 유분감은 아니고 진짜 일부러 김희애 언니처럼 물광피부 만든것처럼 촉촉한 느낌의 유분감임 걍 바르자마자 아 이거 비싼거네 생각 딱 듬tmi좀 풀자면 나 어제 pms때문에 예민해져서 펑펑 울었음저녁 세수하고 나와서 이거랑 크림까지 다 바르고 나서도 눈물이 흘러버림 잠옷으로 쓱쓱 찍어내고 난다음에 추가로 뭐 안 발랐는데 아침에 피부 상태 레전드 어제 수분감 기대 안하고 펌핑을 6번이나하고 발라가지고 솔직히 좋은걸 많이 발라서 이러는거 아닌가 하는 생각도 살짝 드는데손등에 흡수되는거 보면 이거 하나에 수분크림 바르면 될것 같음오늘 저녁 내일 저녁 수분 앰플 없이 발라보고 추가 후기 남기겠음,"[('발림성', '발랐'), ('발림성', '발라'), ('보습력', '흡수'), ('보습력', '수분'), ('보습력', '촉촉'), ('보습력', '유분'), ('끈적임', '끈적'), ('효과', '영양'), ('효과', '물광'), ('효과', '민감')]",1
G,P10,S31,154153,RVD-220323-0138432,와 받자마자 이거 세럼 고급스럽다고 느꼈어요이런통에 담으면 남는게있나요특히 뚜껑없어도되고맨날 뚜껑 잃어버리거나 부시는사람돌려서 헤드 나오게한다음에 푸쉬하면 되니까 매우 편해요세럼 완전 비싸보여서 바를때마다 기분이 매우좋아요제형은 쫌 끈적일것같이 생겼어요,"[('끈적임', '끈적'), ('기타', '편해')]",1
G,P10,S31,154153,RVD-220323-0138432,불투명한 흰색 근데 끈적일것같은것들이 약간 손에남으면 찝찝한 느낌 드는데이세럼은 그렇지않아서 매우좋았어요그리고 수분감도 좋아요피부에서 매우 광이 납니다그치만 약간의 유분감이있는데 거슬릴정도아니고겨울에는 이정도의 유분감있으면 괜찮다 싶을정도의 유분감이에요세럼 타겟 나이가 몇살인지는 모르겠지만1020대분들은 잘 안맞을것같고건성피부이신분들한테는 매우 잘맞을것같네요한가지 아쉬운점은제취향의 향이 아니라는게 좀 아쉽습니다제취향은 아니었어요,"[('보습력', '수분'), ('보습력', '유분'), ('끈적임', '끈적'), ('효과', '광이'), ('향', '향이'), ('향', '향은')]",2
G,P10,S31,154153,RVD-220323-0138432,이게 무슨냄샌지는 모르겠지만그부분이 매우 아쉬웠답니다수분감도 좋았고 특히 화장품 패키지가 매우 고급스러웠어요,"[('보습력', '수분')]",3
G,P10,S31,154153,RVD-220323-0138431,일단 담긴 통이 독특해요,[],1
G,P10,S31,154153,RVD-220323-0138431,윗부분을 돌리면 제품 입구부분이 위로 올라오는 형식입니다,[],2
G,P10,S31,154153,RVD-220323-0138431,먼지를 피해 잘 관리될것같아서 좋았어요,[],3
G,P10,S31,154153,RVD-220323-0138431,제형은 엄청나게 끈적스러운 콧물제형ㅎ 세상 이렇게 촥촥 늘어지는 제형은 처음보는것같아서 신기하네요,"[('끈적임', '끈적')]",4
G,P10,S31,154153,RVD-220323-0138431,마지 달팽이 젤크림을 끈적하게 농축시켜놓은 느낌이랄까  그래서 걱정했는데 생각보다 많이 좋아요,"[('끈적임', '끈적')]",5
G,P10,S31,154153,RVD-220323-0138431,끈적임을 걱정했는데 피부에 굉장히 쏙쏙 잘들어가요 쏙 흡수시켜주면 끈적이지 않고 탱탱 쫀득해요,"[('보습력', '흡수'), ('끈적임', '끈적')]",6
G,P10,S31,154153,RVD-220323-0138431,이 제품이 미는 특징 중 하나가 유효성분을 피부속까지 흡수시키는 전달력이었는데 써보니까 이해가 갔습니다,"[('보습력', '흡수')]",7
