SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,KEYWORD_POSITIVE,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
N,P07,S01,82894890779,1,P,항상 쓰던거에요,처음,거의 10년 가까이 사용하고 있는 제품입니다,늘 쓰던건데 싸게 구매해서 좋아요,괜찮은지 써보려고 주문밀리고 뜨는것 없이 좋아요,,,,,
N,P07,S01,82894890779,0,N,커버력,,,,,1.19,,,,
N,P07,S01,82894890779,1,N,쓰던 거라 또 시켰어요,여름이라  어두운색상 구매했어요,항상 쓰는 제품입니다,좋아요,계속   사용하는 제품이라 구매하는데제품은 좋아요근데 유통기간이  너무 짧아요,,,,,
N,P06,S27,82286334232,0,P,눈썹,만족,그리,지속력,발색,18.46,12.3,11.82,11.33,10.66
N,P06,S27,82286334232,1,P,발색이 그리 오래가지는 않아요,좋은데 삼지창 모양이라 정교한 마무리 부분에 있어서는 조금 불편하긴 한데 나름 가성비좋게 구매해서 잘 쓰고 있어요,이전에 쓰던것보다는 자연스러운데 좀더 가늘었으면 좋겠어요그래도 무난하게 쓰기 좋네용 사진은 3일정도 지난상태입니다,지속력좋아요,밤에 터치하고 아침에 세수하면 자연스럽게 연출되서 넘 맘에들어요,,,,,
N,P06,S27,82286334232,0,N,눈썹,지속력이,색이,지워,그리,11.4,7.16,7.09,5.73,5.68
N,P06,S27,82286334232,1,N,발림성  발색은 좋습니다,저는 유분이 많아그런지 착색이 전혀 안되서 그냥 쓰는데요,실외 나 조명 아래에서는 완전히 따로 노는 색상이라 사용 못하고 있습니다,상품지속력이 생각보다는 못하네요,저녁에 바르고 아침에 물로만 세안했는데 색상 잘 나왔어요,,,,,
N,P10,S02,81505956270,0,P,촉촉,향도,바르고,좋습니다,향이,11.15,7.61,7.13,5.51,5.35
N,P10,S02,81505956270,1,P,제품 맘에듭니다,피부과 의사가 이거 자기전에 바르면 보습에 도움된다는 인터넬 글 보고 샀는데  디게 순하고 촉촉하네요,예민한 피부임에도 순하고 촉촉하고 끈적임없어요,아가 좁쌀 여드름 생겨서 로션 찾아보다가 추천 받아서 구매했는데 바르니까 한결 좋아졌어요,등드름에 좋다는 광고에 혹햐서 구매했어요,,,,,
N,P10,S02,81505956270,0,N,촉촉,냄새,순하고,향이,효과는,4.67,3.11,3.0,2.87,2.29
N,P10,S02,81505956270,1,N,당김이 심한데두개지를 발라서 하나 가지곤 안될거같아이 크림과 각고있는 크림과 첨 발랐어요첫 느낌은 향이 순간 났다가 바로 없어지드라구요,냄새는 사실 바르는 순간엔 좋다고할 수 없지만 못맡거나 아 아니다 싶을정도는 아닌 것 같습니다,피부가 지성인데 바르고 자고 일어나면 되게 오일리해요,아직 더 써봐야 알겟지만 쓰는동안 트러블은 안났어요,얼굴에 바르기엔 너무 답답해요,,,,,
N,P12,S16,29124648587,0,P,염색,효과,만족,흰머리가,있어요,29.97,26.6,15.61,11.07,11.04
N,P12,S16,29124648587,1,P,집사람 사용을 위해 구해했지만 덕분에 조금씩 사용하는데 자연스럽게 염색되는것 같아 좋습니다,샴푸 후 머리결이 부드럽고 두피가 가렵지 않아 너무 좋네요,감사합니다,상품평 아 구매 결정 샴푸 후 약간 머릿결이 뻣뻣하네요,편리하고 효과가 좋아 계속 쓰고 있습니다,,,,,
N,P12,S16,29124648587,0,N,염색,효과,흰머리가,갈색으로,모르겠,14.1,11.05,8.35,8.29,6.88
N,P12,S16,29124648587,1,N,정말로 조금은 비싸지만꼭 이용하고 싶어서 구매했어요거품 짱이구요린스 사용하지 않아도 부드러워요좀 아쉬은것은 향이 좀 나지 않아서 아쉽구요세정력도 좋아요,구매후 2회 사용 했는데 효과는 아직 한개도 없네요,모다모다 2번 사용했는데 모발은 약간 뻣뻣해요,보름정도 사용했는데  아직 모르겠습니다,아직 초반이라 잘모르겠어요,,,,,
N,P09,S21,26840532526,0,P,커서,시원,좋습니다,들어요,백탁,10.56,9.9,8.45,6.65,5.9
N,P09,S21,26840532526,1,P,제가 나이도 있고 건조해서 그런지 약간 매트한 느낌이 있습니다,여름내내 쓰다가 겨울에도 피부가 건조해서 쓸려고 구매했어요,마스크 쓰게되는동안 메이크업하기 귀찮을때 가볍게 쓰게될꺼같아요,추천합니다신랑도 같이쓰고 있어요퍼프가 커서 쉽고 편하다고  재구매합니다,세리언니 믿고 쓰는 선쿠션세이프온 수딩 선쿠션 너무 좋아요골프치러가거나 운동갔을때 위로 톡톡 발라줄 수 있어서 너무 간편하고 좋아요발림도 좋고 쿨링감도 있어 좋아요,,,,,
N,P09,S21,26840532526,0,N,백탁,시원,커서,양이,끈적,2.33,2.22,2.2,2.09,2.08
N,P09,S21,26840532526,1,N,살짝 톤업이나 커버를원했는데 그 점은 아쉽네요,왜 진작 사지 않았나 싶을 정도로요 다 쓰면 또 구매할거에요,수딩이라 바르는순간 시원해요,근데 발림이 눈으로 보이지 않아 잘 발리는지 알수가 없네요,그저 그렇네요,,,,,
N,P08,S47,5401885648,0,P,향이,향도,향수,좋습니다,저렴하게,16.12,9.33,8.45,7.44,6.39
N,P08,S47,5401885648,1,P,좋은 상품 좋은 가격 빠른 배송으로 잘 받았습니다,배송이늦을까봐 걱정이였는데 배송도 적당히 잘와서 좋았구요,존바바토스 두번째 구입인데 향이 너무 좋아요,샘플이랑 따로 담을 수 있는 공병까지 주시는 센스  유효기간이 26년이네요,아부지선물로샀네요,,,,,
N,P08,S47,5401885648,0,N,향이,향은,좋아,좋은데,향수,7.11,3.86,2.99,2.86,2.52
N,P08,S47,5401885648,1,N,향이 진하지 않으면서 중성적인 향기예요,좋아요,다 써서 재구매합니다,지속력도 떨어지네요,향이 좋아요,,,,,
N,P12,S32,5765532401,0,P,향도,좋습니다,만족,컬이,미용실에서,13.33,13.25,12.14,11.32,10.78
N,P12,S32,5765532401,1,P,머리결도 차분하게 정돈되고 매우 만족하며사용하고 있습니다,아주맘에들어요,숏컷 비슷한 단발을 했는데 지저분한 머리에 발라주니까 정돈되고 너무너무 좋아요,늘 주문해서 사용하고 있어요,좋군요,,,,,
N,P12,S32,5765532401,0,N,저렴하게,컬링,향도,컬이,머릿결이,2.99,2.88,2.52,2.43,2.34
N,P12,S32,5765532401,1,N,부시시해 보이는 머릿결이 좀 나아지길 바랬는데 생각보다는 덜하고 향이 더 좋았음,생머리 인데 힘도 없어섶이제 이거 없으면 못살겠음,재구매2번째입니다,원래 쓰던 제품 저렴하게 잘 샀습니다,아직 쓰지는   않았는데                                                     마니파세요,,,,,
N,P06,S08,2600085778,0,P,저렴하게,좋습니다,깔끔하게,만족,번짐,5.24,4.91,3.65,3.33,3.2
N,P06,S08,2600085778,1,P,좋아요,항쌍 쓰던거에요,늘 면세점에서 쟁여놓던 제품인데 코로나땜에 해외두 못나가서 검색하다 구입했어요,다른제품에 마스카라하면 빨리 세안하고 싶은데 이 제품은 그냥 내 속눈썹같아 하루종일 있어도 눈 이 편해요,팬더안되는 마스카라 예요,,,,,
N,P06,S08,2600085778,0,N,번지,지워,번짐,가루,그런데,2.33,1.9,1.83,1.71,1.45
N,P06,S08,2600085778,1,N,확실히 가루날림없고 번지지않아요,유분많아서 늘 팬더가 되곤 하는데 유일하게 이것만 안 번져요,배송은 빠르지 않네요,매번 재구매하는 아이템 한동안 다른 마스카라 구매해봤지만 결국 다시 제자리,안번집니다,,,,,
N,P06,S08,26773148522,0,P,속눈썹,효과,눈에,눈이,영양제,46.66,24.77,15.29,10.23,9.09
N,P06,S08,26773148522,1,P,배송 도착한날부터 꾸준히 사용하고 있는데 속눈썹이 전보다힘도 생긴거 같고 길이도 길어졌어요,배송도빠르고 만족합니다,속눈썹 연장술로 눈썹이 많이 빠져서 순한 성분으로 세럼 골랐어요,요새들어 뷰러도 잘 안먹고 속눈썹에 힘이 없는거같아서 고민이었는데 속눈썹 영양제라는게 있다고 친구가 알려줘서 구매해봤어요,예전에 이용했던 영양제는 바르면 눈이 너무 따가 웠는데 이건 눈시림도 없고 브러쉬도 편해서 바르기 쉬워서 좋았어요,,,,,
N,P06,S08,26773148522,0,N,속눈썹,눈에,눈이,효과는,영양제,16.31,12.17,7.96,7.07,4.53
N,P06,S08,26773148522,1,N,마스카라 잘 안하다가 최근에 자주 하기 시작했는데 확실히 뷰러하면 속눈썹이 너무 많이 빠져요,눈에 들어가도 다른 제품들처럼 따갑지는 않아서 좋았어요,바를수록 건강해지는 속눈썹 영양제 어니스트 아이래쉬 세럼은 힘없고 가늘어진 속눈썹을 활력있게 도움을 주고 눈썹이 쳐지면 펌만 계속했는데 이제는 펌을 안해도 속눈썹이 어느정도 힘을 받쳐주네요,속눈썹이 힘이 없고 계속 빠져서 눈에 들어가고 막 그러네요,평소 속눈썹이 짧고 힘이없어서 고민이었는데 속눈썹 영양제가 있다고 해서 구매했어요,,,,,
N,P11,S37,21648233214,0,P,감사합니다,비페스타,자극,눈에,저렴하게,3.28,3.2,3.05,3.02,2.8
N,P11,S37,21648233214,1,P,쓰던것이라 주문했어요,감사합니다,자극없이클렌징가능해서 좋네요,저도 사용기간이 내년 8월 20일로 짧은 제품 받았긴 한데 괜찮아요,재구매의사있어요,,,,,
N,P11,S37,21648233214,0,N,눈에,순하고,지워,자극,눈이,3.01,2.77,1.96,1.54,1.46
N,P11,S37,21648233214,1,N,순하고 잘 지워짐,순하고 잘지워져서 좋아요,앞으로도 비페스타만 쓰게될거같아요ㅠㅜ 착한가격일때 많이 쟁여두겠습니다,넘 좋아요,워터프루프 마스카라는 이게 젤 잘지워지는거 같아요,,,,,
N,P06,S28,17620744613,0,P,색상,예뻐요,발색,만족합니다,데일리로,9.41,7.93,5.18,4.84,4.7
N,P06,S28,17620744613,1,P,기존에 쓰던게 떨어뜨려서 깨지는 바람에 구매했는데 브러쉬 내장 되있어서 편리해요,코덕인데  아이섀도우 여기꺼 갠춘네요,클리오짱짱 다음시리즈도 기대,인투레이스하고 보타닉모브 두개를 주문했는데 인투레이스에 펄이 눈에 바르고 나면 얼굴에 너무 뭍어나네요,저렴하게 세일하길래 구매했는데 가격만큼 하는것 같아요,,,,,
N,P06,S28,17620744613,0,N,발색,색이,생각보다,가루날림이,예뻐요,2.72,2.54,2.06,1.76,1.74
N,P06,S28,17620744613,1,N,근데 포인트되는 딥한 컬러가 없어서 다른 팔레트를 또 꺼내야되네여 브러쉬로 묻히다보면 유독 다른 셰도우들보다 가루날림이 심해요,색 조합은 너무 마에 들어요,원하던 색이네요,아직 안써봤지만 믿고쓰는 클리오싸게 잘샀어요,섀도우 냄새 엄청 심해요,,,,,
N,P10,S31,23159043490,0,P,효과,모르겠지만,발림성,주름이,목주름이,11.12,5.19,4.72,4.43,4.03
N,P10,S31,23159043490,1,P,끈적임도 많이 없고 이제 쓰고 있어서 아직은 효과 잘 모르겠지만 그래도 발림성이 좋아서 좋네요,효과가 있음해요,계속 재구매하고 있어요,꽤 오래 쓰네요,며칠 안되서 효과는 아직 모르겠지만촉촉하니 좋아질것 같아요,,,,,
N,P10,S31,23159043490,0,N,효과,주름이,촉촉,목주름이,바르고,4.09,3.54,2.83,2.07,1.98
N,P10,S31,23159043490,1,N,아침 저녁으로 2번 발라줘야되는데 아침엔 정신없다보니 저녁에는 꾸준하게 발라주고그 이후 보습앰플 한번 더 발라주고있어요옛날에는 너무 찐하게 보였는데 조금은 연해졌는지 거울을봐도 확 눈에 띄게 보이지 않아서 만족하고 있어요,안바른 거보단 나으겠죠,상품 가격대비 품질 보통이에요,사용이라 시간을 두고 지켜봐야 될것 같아요,촉촉함은 있으나 주름이 없어지는 지는 잘 모르겠어요,,,,,
N,P12,S32,20121476705,0,P,머릿결이,바르고,향도,제이숲,만족,10.77,10.28,7.54,6.89,5.88
N,P12,S32,20121476705,1,P,잦은 염색과 펌으로 푸석해진 머리카락때문에 고민이었는데 젖은머리에 바르고 드라이하니 정말 신기하게 부드럽네요드라이하면서도 손가락에 걸려 스트레스였는데 제품을 바르고 나니 손가락에 걸리는것도 없고 부드럽고 좋으네요근본적인 문제를 해결할수 없지만 그래도 매일매일 아침마다 머리카락때문에 받는 스트레스가 좀 덜어진것 같아요,처음구매하고써봤는데 향도좋고 머리결도 부드러워졌어요,아주좋아요,냄새가 향긋하니 기분이 좋아디네요,요거 쓰고 많이 좋아졌는데 세일하길래 얼른 샀어요,,,,,
N,P12,S32,20121476705,0,N,머릿결이,바르고,제이숲,효과,워터팩,5.06,3.56,3.21,3.05,2.24
N,P12,S32,20121476705,1,N,일단 받자말자 써봤는데 머리끝이 탱글한느낌이 나요,우선 다시 감아 헹궈내지않아도 되서 너무 편합니다,엄청 실키해짐엄청 극손상모라 미용실에서도 잘라내라고 그랬는데 이거 쓰면서 버티는중다쓰면 또 구입하려구요,로즈테라피 쓰다가 바꿨는데 이것도 부들부들하니 좋아요,그냥 바르고 말리기만 하면 되니 너무 편하죠세번째 말릴때 손상이 많이 되는 편인데 바르고 바로 말리니 손상도 줄어듭니다귀차니즘 생활화 되있으신분들 너무너무 추천드립니다,,,,,
N,P12,S40,26731935522,0,P,머릿결이,향도,만족,향이,재구매,12.46,9.26,6.96,6.53,6.4
N,P12,S40,26731935522,1,P,항상쓰는제품 만족합니다,효과가 있길 기대해봅니다,써봤는데 확실히 머릿결이 좋아졌어요,다른 제품 사용하다 더 좋은게 있나하다가 다시 돌아왔네요,지인에게 다른 제품 추천받아 써보았는데 몇번 써보고 바로 이제품으로 다시 돌아왔습니다,,,,,
N,P12,S40,26731935522,0,N,머릿결이,좋아,향이,용기가,튜브,3.62,3.37,3.01,2.88,2.38
N,P12,S40,26731935522,1,N,좋은거같긴한데  아직은 잘모르겠어요,리뉴얼되서 새로 나온건 첨 샀는데 향이 조금 달라 진 것 같기도 하고  아직 써 보지는 않았어요,머리결이부드러워져요,시간도 많이 소여 안되서 넘 편해요,도대체 어떤 효과가 있길래,,,,,
N,P02,S25,27982502525,0,P,촉촉,발림성,바르고,사용해,좋습니다,1.63,1.55,1.45,1.28,1.11
N,P02,S25,27982502525,1,P,발림성도 좋고 촉촉한 게 마음에 들어요,이번에 처음,처음,일단 써보고있어요,젊을때 아이크림 많이 바르다 나이가 조금씩 들면서 귀찮고 확 느낌이 안와서 안 바르다 여기 리뷰도 좋아보고 용량도 커서 사용해 보기로 했어요,,,,,
N,P02,S25,27982502525,1,N,양도 넉넉하고 유통 기한도 넉넉합니다 얼굴이 환해졌습니다,아주 좋습니다 담에 또 사려구요,느낌이 좋아요잘 사용하면 더 좋아지겠죠,,,,,,,
N,P04,S09,20191252834,0,P,피부가,효과,있어요,만족,좋습니다,9.16,3.31,3.25,3.06,2.9
N,P04,S09,20191252834,1,P,잘받았어요,일주일에 한번씩 사용할려구요다 쓰고 재구매 할게요,여기가 제일 저렴한것같고 정품일거라고 믿어요제품은 저랑 잘 맞고 저자극으로 각질관리할수 있어서 좋아요,저는 그리 따끔거리지 않아요,짧은 시간 투자  효과 좋음요,,,,,
N,P04,S09,20191252834,0,N,효과는,따끔,모르겠,홈쇼핑,써보고,1.88,1.81,1.55,1.51,1.33
N,P04,S09,20191252834,1,N,배송은 빨랐으나 택배박스가 과대포장이에요,1분정도 있다가 세안하고 팩까지 했는데 팩은 넘  끈적거려서 개인적으로 불호에요근데 확실히 얼굴 광이 다르긴 하네요몇 번 더 사용해봐야할거 같아요,코로나 때문에 마스크를 계속쓰니 피부 트러블이 생겨 이것 저것 써보고 있는데 묵은 각질을 제거하니 조금 나아진 느낌입니다자극이 있긴하나 참을만해요,첨엔 바른 후 바로 따끔거려서 1분 버티기가 힘들더라구요,없으면안되는제품 몇년째꾸준히쓰고있네요,,,,,
N,P08,S13,81955718590,0,P,셀프로,사용하,만족,네일,구성,1.66,1.08,0.87,0.83,0.82
N,P08,S13,81955718590,1,P,조아요,검색해보니 제일 상단에 있고 구성도 나쁘지 않아서 선택  샵 가는 비용이 만만치 않아서 이제 셀프로 해보고 마음에 들면 네일도 추가 구매 할게요,집에있는 시간이 많아서 한번 해보려고 산건데 어설퍼도 내맘대로 바꿀수도 있고 너무너무 좋아요,아주 잘쓰고있어요,젤네일 무경험자라  이 구성품이면 되는걸까 어렵진 않을까 걱정했는데  막상 해보니 오히려 일반 메니큐어보다 훨씬 쉽고 빨라 너무 만족했습니다,,,,,
N,P08,S13,81955718590,0,N,바라면,이가격에,굳는게,며칠을,안가네요,3.14,2.56,2.51,2.26,1.97
N,P08,S13,81955718590,1,N,음   돈이 아까운 느낌이에요,굳는게 잘안돼요 이가격에 네일아트샵을 바라면 안되는듯해요,잘못하는지 며칠을 안가네요,만족합니다11111111111111,이뻐요,,,,,
N,P09,S22,30836460619,0,P,톤업,발림성,촉촉,만족,부드럽게,26.51,12.51,9.72,9.63,7.45
N,P09,S22,30836460619,1,P,제법 많은 용량을 얼굴에 올렸는데 이렇게 잘 흡수되어요은은한 광채와 더불어 자연스러운 톤업 게다가 자외선 차단까지 한번에 케어할 수 있어서 정말 간편하네요,오자마자 샘플부터 뜯어서 보니 연한 살구빛에 쫀쫀한 로션 타입으로 피부에 부드럽게 잘발립니다,맥스트롭이랑 같이헤라에서 신제품 나왔다하여 궁금해 구입해봅니다조금 발라봤는데 얇게 광나게 발리네요쿠션전에 톤업을 꼭 해주는 편이라제가 좋아하는 느낌의 피부표현입니다,피부결 완전 좋아보이고 화사해보임 이거 하나만 바르고 잘 돌아다님 인생 썬크림 등극,기존의 수분선크림 바른것과 별차이가 없어요ㅎㅎ 그냥 핑크빛색감의 선크림정도랄까요눈시림도없고 순한제품인듯 합니다제형은 수분크림같아서 발림성좋구요순한선크림으로 쓰겠다싶으면 구매해도좋을듯 합니다,,,,,
N,P09,S22,30836460619,0,N,톤업,촉촉,자연스럽게,발림성,부드럽게,12.01,3.36,3.22,3.07,2.2
N,P09,S22,30836460619,1,N,제형은 적당하게 무르고 부드럽게 촉촉하게 발리네요,사용해본 선크림중 발림성이 최고네요톤정리도 잘 되구요,여름 전까지는 이 썬크림 잘 사용 할 것 같아요,마스크 쓴 뒤로 파운데이션 대신 톤업 선크림 이것 저것 사용해보고 있는데 기대가 많이 되네요,씨씨 고민하다 갑자기 꽂혀서 샀는데 잘 쓸게요,,,,,
N,P05,S05,30527260620,0,P,촉촉,발색,입술,예뻐요,캔디,7.39,6.23,5.64,5.21,4.84
N,P05,S05,30527260620,1,P,그냥 문안한 거 살 걸 그랬나봐요 발색력은 좋아요 ㅡ,발색 정말 너무 좋습니다,발색도 글레이즈 계열 제품 치고는 훌륭하고 착색도 곧잘되는 편이어서 컬러와 보습 어느하나 놓치기 싫은 분들에게 적합한 제품이네요,?슥슥 가볍게 바르기만 해도 발색이 정말 선명해서 놀랐어요,입술이 많이 건조한편인데 촉촉하고 좋아요,,,,,
N,P05,S05,30527260620,0,N,립밤,발색,촉촉,색도,봄웜라,2.77,2.74,1.88,1.67,1.6
N,P05,S05,30527260620,1,N,발색도 생각한만큼 좋고요 쫀쫀하게 달라붙으면서 광택도 납니다,촉촉한 립글로즈 제품들은 발색이 잘 안 돼서 아쉬웠었는데 이거는 보습발색 두가지를 다 갖추고 있어서 마음에 들어요,11호는 제 치아색도 좀 어두워 보여요 제형은 마음에 듭니다,부드럽고 색도 제 피부톤에 찰떡이구요,립글로즈는 너무 번들거리고 미끌거려 좀 꺼려지더라고요 근데 이 컬러밤을 바르니 바르자마자 입술에 착 밀착되고 보습력도 우수해서 장시간 가더라고요 게다가 컬러감도 너무 좋드라구요,,,,,
N,P02,S25,31200177626,0,P,만족,,,,,1.0,,,,
N,P02,S25,31200177626,1,P,좋아요,그 아쉬운점 빼고는 앰플양이 많아 거친 발뒷꿈치까지 바른답니다 만족입니다,신랑에게  아들에게 선물했답니다,,,,,,,
N,P02,S25,31200177626,1,N,앰플양이 장난 아닙니다 마스크팩 하고 남은앰플은  다른가족에게 발라도 모자람이 없어요 ㅎㅎㅎ,,,,,,,,,
N,P12,S32,28027353524,0,P,향도,효과,탈모,좋습니다,만족,8.65,8.19,6.79,6.09,5.55
N,P12,S32,28027353524,1,P,머리카락 길이가 짧아서 아직 쓰고 계시는 중인데 다른 두피 샴푸들은 쓰고나면 머릿결이 상하거나 뻣뻣해졌는데 반코르는 향도 은은하고 좋다고 하세요,향이 무향인듯 향이 있는듯 그래요 오늘 한번 써봤는데 머리말릴때 머릿결도 좋아요,뭐 엄청난 효과를 보거나 크게 다른건 솔직히 없지만 좀 더 개운하고 시원한 느낌이 있어요,두피까지 개운한데 건조하지도 않고 두피가 따갑지도 않네요,세정력좋고 시원해요,,,,,
N,P12,S32,28027353524,0,N,거품,순하고,효과는,탈모,향도,4.39,3.5,3.34,2.69,2.62
N,P12,S32,28027353524,1,N,세번 써봣지만 거품이 잘나고 세정력이 좋습니다,두피 트러블과 탈모로 구매 했는데요,저에게는 별로였어요,한통만 먼저 사용해보고 좋으면 더 사려고했는데 탈모에 좋다고하고 두피에 자극도 안가고 순한것같아서 다 사용하면 추가로 더 구매하려고합니다,트리트먼트나 린스 사용 안하는데 머릿결이 뻣뻣하지 않고 빗질 몇번 하면 차분해져서 재구매 의향 있어요,,,,,
N,P12,S40,20021113743,0,P,저렴하게,향도,만족,좋습니다,모로칸,8.0,6.16,5.49,5.13,4.39
N,P12,S40,20021113743,1,P,믿고 구매할 수 있어서 좋습니다,상품 이상없이 잘 왔어요,진짜 좋네요,항상  라이트만 사용하다   딸 아이 때문에 오리지널 구입 가격대가 있지만  만족 집정리 하다보니  라이트가 있었네요,햐외배송인데 생각보다 일찍 받은거같아요펌핑기가 처음에 안되서 불량인줄알았는데 미친듯이 연속으로 몇십초 누르니까 나와요잘쓰겠습니다,,,,,
N,P12,S40,20021113743,0,N,모로칸,가격,오일,오래,펌프,3.06,2.7,2.55,2.35,2.06
N,P12,S40,20021113743,1,N,펌 마니 해서 머리결이 난리인데 그래도 여기꺼 몇년째써서 머리가 빗겨져요,오리지널로 잘못봤었나봐요라이트가왔네요,친구랑 하나씩 샀는데 너무 좋아요,항상 쓰던 제품이에요,예전부커 좋아하던 모로칸오일 좋은 가격이라 냉큼 구매합니다,,,,,
N,P07,S01,80736146544,0,P,커버,비비,만족합니다,감사합니다,발림,2.81,2.54,2.42,1.89,1.77
